Match Index,0-60 mph,EPA mileage (combined),Torque,Price,Arbitrary Score,Make,Model,Year,Ranking,Engine Type
1039,0.52507837,0.093220339,0.136132316,0.017107413,-0.70279306,Hyundai,Santa Fe Sport,2016,937,Gas
508,0.232758621,0.084745763,0.32697201,0.204627057,-0.70281617,Porsche,911,2018,938,Gas
92,0.60815047,0.161016949,0.048346056,0.004724885,-0.703803576,Ford,Fiesta,2019,939,Gas
432,0.422413793,0.101694915,0.281170483,0.111586375,-0.704917856,Land Rover,Range Rover Evoque,2018,940,Gas
872,0.584639498,0.144067797,0.139949109,0.027069219,-0.705403372,Volkswagen,Jetta,2017,941,Gas
920,0.619905956,0.152542373,0.262086514,0.046611925,-0.706545978,BMW,X3,2016,942,Gas
199,0.409090909,0.084745763,0.245547074,0.097120318,-0.706878728,Acura,MDX,2018,943,Gas
1014,0.504702194,0.084745763,0.148854962,0.025175102,-0.707012546,GMC,Canyon,2016,944,Gas
1198,0.544670846,0.110169492,0.124681934,0.018456191,-0.707976047,Toyota,RAV4,2016,945,Gas
476,0.603448276,0.169491525,0.111959288,0.030618086,-0.708935031,MINI,Convertible,2018,946,Gas
557,0.579937304,0.144067797,0.139949109,0.030909488,-0.711360062,Volkswagen,Beetle Convertible,2018,947,Gas
809,0.554075235,0.127118644,0.090330789,0.01874343,-0.711437471,Mitsubishi,Outlander Sport,2017,948,Gas
1148,0.554858934,0.104195007,0.169211196,0.021305692,-0.713144418,Nissan,Rogue,2016,949,Gas
448,0.447492163,0.076271186,0.255725191,0.075743857,-0.713421004,Lincoln,MKC,2018,950,Gas
962,0.480407524,0.042372881,0.244274809,0.031026049,-0.713525791,Chevrolet,Traverse,2016,951,Gas
1205,0.592476489,0.13559322,0.139949109,0.018868317,-0.713697477,Volkswagen,Beetle Convertible,2016,952,Gas
412,0.554858934,0.13559322,0.073791349,0.021251574,-0.714153155,Kia,Forte5,2018,953,Gas
1068,0.509404389,0.084745763,0.131043257,0.02031076,-0.714771272,Kia,Sportage,2016,954,Gas
36,0.230407524,0.033898305,0.541984733,0.224608948,-0.715571192,BMW,M6,2019,955,Gas
886,0.231191223,0.025423729,0.365139949,0.173650962,-0.715575158,Aston Martin,V8 Vantage,2016,956,Gas
1120,0.599529781,0.126649394,0.375318066,0.06802377,-0.715888393,Mercedes-Benz,E Class,2016,957,#N/A
1121,0.599529781,0.126649394,0.375318066,0.06802377,-0.715888393,Mercedes-Benz,E-Class,2016,958,#N/A
211,0.215517241,0.104195007,0.548346056,0.287250096,-0.71910379,Aston Martin,Vantage,2018,959,Gas
770,0.40830721,0.033898305,0.324427481,0.082612632,-0.720942553,Lexus,GX,2017,960,Gas
532,0.437304075,0.050847458,0.259541985,0.064805853,-0.721747205,Toyota,4Runner,2018,961,Gas
457,0.34169279,0.033898305,0.375318066,0.129174602,-0.723071007,Maserati,Levante,2018,962,Gas
745,0.513322884,0.084745763,0.115776081,0.016755649,-0.723654993,Jeep,Patriot,2017,963,Gas
1008,0.53369906,0.093220339,0.123409669,0.014957278,-0.724156546,Ford,Transit Connect,2016,964,Gas
438,0.40830721,0.033898305,0.324427481,0.08360132,-0.724897302,Lexus,GX,2018,965,Gas
1052,0.524294671,0.084745763,0.115776081,0.011618637,-0.725050521,Jeep,Compass,2016,966,Gas
823,0.612852665,0.152542373,0.041984733,0,-0.726093478,Nissan,Versa,2017,967,Gas
275,0.409090909,0.076271186,0.287531807,0.10607054,-0.726118613,BMW,X6,2018,968,Gas
177,0.52507837,0.104195007,0.127226463,0.029046593,-0.726531628,Ram,ProMaster City,2019,969,Gas
889,0.558777429,0.104195007,0.234096692,0.038941792,-0.726640315,Audi,A3 e-tron,2016,970,Gas
835,0.52507837,0.101694915,0.127226463,0.027329399,-0.727163129,Ram,Promaster City,2017,971,Gas
339,0.60815047,0.152542373,0.048346056,0.004610405,-0.728769386,Ford,Fiesta,2018,972,Gas
511,0.344827586,0.093220339,0.32697201,0.161541103,-0.729186559,Porsche,Panamera,2018,973,Gas
828,0.409090909,0.06779661,0.281170483,0.099097693,-0.730012275,Porsche,Cayenne,2017,974,Gas
1170,0.695141066,0.211864407,0.036895674,0.003367781,-0.731264362,Scion,iA,2016,975,Gas
76,0.553291536,0.104195007,0.279898219,0.054388211,-0.731652674,Chevrolet,Volt,2019,976,Gas
515,0.52507837,0.101694915,0.127226463,0.028526231,-0.731950457,Ram,Promaster City,2018,977,Gas
164,0.603448276,0.161016949,0.111959288,0.031034375,-0.736023917,MINI,Convertible,2019,978,Gas
820,0.560344828,0.127118644,0.092875318,0.022437999,-0.7362104,Nissan,Rogue Sport,2017,979,Gas
501,0.560344828,0.127118644,0.092875318,0.022895917,-0.738042074,Nissan,Rogue Sport,2018,980,Gas
509,0.409090909,0.06779661,0.281170483,0.10117914,-0.738338063,Porsche,Cayenne,2018,981,Gas
481,0.55015674,0.104195007,0.139949109,0.023530759,-0.741902383,Mitsubishi,Eclipse Cross,2018,982,Gas
1064,0.523510972,0.076271186,0.221374046,0.036412834,-0.742485675,Kia,Sedona,2016,983,Gas
841,0.577586207,0.144067797,0.090330789,0.027485508,-0.742580267,Subaru,Crosstrek,2017,984,Gas
843,0.55015674,0.104195007,0.121157761,0.01915972,-0.743209577,Subaru,Impreza,2017,985,Gas
652,0.648119122,0.186440678,0.025445293,0.008492304,-0.745440133,Chevrolet,Spark,2017,986,Gas
641,0.504702194,0.084745763,0.148854962,0.034812201,-0.745560945,Chevrolet,Colorado,2017,987,Gas
957,0.644984326,0.161016949,0.094147583,0.008390313,-0.746331474,Chevrolet,Sonic,2016,988,Gas
63,0.547021944,0.104195007,0.164122137,0.032283243,-0.746469701,Chevrolet,Equinox,2019,989,Gas
200,0.144984326,0.076271186,0.511450382,0.299749186,-0.748701454,Acura,NSX,2018,990,Gas
567,0.144984326,0.076271186,0.511450382,0.299749186,-0.748701454,Acura,NSX,2017,991,Gas
485,0.507053292,0.110169492,0.170521628,0.058915358,-0.748737912,Mitsubishi,Outlander PHEV,2018,992,Gas
300,0.504702194,0.084745763,0.148854962,0.035613559,-0.748766373,Chevrolet,Colorado,2018,993,Gas
269,0.237460815,0.033898305,0.541984733,0.229604421,-0.749659666,BMW,M6,2018,994,Gas
417,0.577586207,0.104195007,0.250636132,0.039547493,-0.750141234,Kia,Optima Hybrid,2018,995,Gas
29,0.388714734,0.093220339,0.325699746,0.144681382,-0.750794235,BMW,6-Series,2019,996,Gas
42,0.4169279,0.06779661,0.244274809,0.091188194,-0.750943936,Buick,Enclave,2019,997,Gas
277,0.4169279,0.06779661,0.244274809,0.091188194,-0.750943936,Buick,Enclave,2018,998,Gas
1183,0.554075235,0.104195007,0.090330789,0.01145004,-0.75103482,Subaru,XV Crosstrek,2016,999,Gas
524,0.55015674,0.104195007,0.090330789,0.013539813,-0.751556921,Subaru,Impreza,2018,1000,Gas
759,0.514890282,0.084745763,0.128498728,0.026455192,-0.752865315,Kia,Sportage,2017,1001,Gas
425,0.514890282,0.093220339,0.128498728,0.033115822,-0.754084108,Kia,Sportage,2018,1002,Gas
719,0.5830721,0.13559322,0.067430025,0.015558816,-0.75416978,Honda,HR-V,2017,1003,Gas
486,0.554075235,0.118644068,0.090330789,0.023114469,-0.754345355,Mitsubishi,Outlander Sport,2018,1004,Gas
433,0.50862069,0.104195007,0.469465649,0.129799036,-0.754386854,Land Rover,Range Rover Sport,2018,1005,Gas
1114,0.127742947,0.059322034,0.469465649,0.286779689,-0.7551729,McLaren,570S,2016,1006,Gas
134,0.514890282,0.093220339,0.128498728,0.033532112,-0.755749266,Kia,Sportage,2019,1007,Gas
40,0.409090909,0.06779661,0.287531807,0.107319408,-0.756537815,BMW,X6,2019,1008,Gas
659,0.590125392,0.127118644,0.125954198,0.021074651,-0.757239257,Chrysler,200,2017,1009,Gas
474,0.515673981,0.104195007,0.319338422,0.089543851,-0.757599922,Mercedes-Benz,Sprinter,2018,1010,Gas
845,0.561128527,0.13559322,0.127226463,0.042461519,-0.758097006,Subaru,Outback,2017,1011,Gas
1216,0.538401254,0.093220339,0.169211196,0.033115822,-0.760393583,Volkswagen,Tiguan,2016,1012,Gas
471,0.15830721,0.008474576,0.619592875,0.272274085,-0.760694156,Mercedes-Benz,G Class,2018,1013,Gas
620,0.452978056,0.076271186,0.287531807,0.092853352,-0.761024154,BMW,X5,2017,1014,Gas
103,0.540752351,0.104195007,0.132124682,0.031450665,-0.762597657,Ford,Transit Connect Wagon,2019,1015,Gas
697,0.53369906,0.093220339,0.123409669,0.025018993,-0.764403406,Ford,Transit Connect Van,2017,1016,Gas
926,0.467084639,0.042372881,0.249363868,0.052023687,-0.765781515,Buick,Enclave,2016,1017,Gas
384,0.637147335,0.169491525,0.057251908,0.014372392,-0.766057753,Hyundai,Accent,2018,1018,Gas
350,0.53369906,0.093220339,0.123409669,0.02544569,-0.766110192,Ford,Transit Connect Van,2018,1019,Gas
171,0.622257053,0.152542373,0.06870229,0.012072393,-0.766474269,Nissan,Sentra,2019,1020,Gas
656,0.480407524,0.042372881,0.244274809,0.044355636,-0.766844138,Chevrolet,Traverse,2017,1021,Gas
862,0.544670846,0.104195007,0.124681934,0.028765598,-0.767137129,Toyota,RAV4,2017,1022,Gas
122,0.637147335,0.169491525,0.057251908,0.014757459,-0.767598024,Hyundai,Accent,2019,1023,Gas
854,0.617554859,0.152542373,0.066157761,0.014070582,-0.767607166,Toyota,Corolla iM,2017,1024,Gas
125,0.550940439,0.104195007,0.073791349,0.01355022,-0.769705388,Hyundai,Veloster,2019,1025,Gas
527,0.56661442,0.13559322,0.127226463,0.043096361,-0.771608158,Subaru,Outback,2018,1026,Gas
166,0.557210031,0.104195007,0.111959288,0.02062714,-0.772384314,MINI,Hardtop 2 Door,2019,1027,Gas
181,0.56661442,0.13559322,0.127226463,0.043408578,-0.772857027,Subaru,Outback,2019,1028,Gas
632,0.442789969,0.118644068,0.281170483,0.131349714,-0.773876108,Cadillac,CT6,2017,1029,Gas
678,0.515673981,0.104195007,0.069974555,0.031492293,-0.77475756,Ford,C-Max Energi,2017,1030,Gas
542,0.331504702,0.025423729,0.416030534,0.151061018,-0.774951754,Toyota,Land Cruiser,2018,1031,Gas
931,0.57523511,0.110169492,0.123409669,0.019730036,-0.775472221,Buick,Verano,2016,1032,Gas
857,0.331504702,0.025423729,0.416030534,0.151498121,-0.77670017,Toyota,Land Cruiser,2017,1033,Gas
785,0.37460815,0.033898305,0.375318066,0.126156504,-0.776829336,Maserati,Levante,2017,1034,Gas
70,0.577586207,0.104195007,0.094147583,0.007139363,-0.776997263,Chevrolet,Sonic,2019,1035,Gas
967,0.521943574,0.06779661,0.236641221,0.043568849,-0.778131492,Chrysler,Town &amp; Country,2016,1036,Gas
577,0.518025078,0.104195007,0.15846056,0.053305858,-0.778228008,Audi,A3,2017,1037,Gas
420,0.644200627,0.169491525,0.057251908,0.01396651,-0.778540807,Kia,Rio 5-door,2018,1038,Gas
123,0.556426332,0.104195007,0.132315522,0.028120349,-0.780433518,Hyundai,Santa Fe,2019,1039,Gas
102,0.540752351,0.104195007,0.089058524,0.025206323,-0.78068645,Ford,Transit Connect Van,2019,1040,Gas
1013,0.460815047,0.042372881,0.249363868,0.059154724,-0.78176648,GMC,Acadia,2016,1041,Gas
1202,0.543887147,0.076271186,0.134860051,0.014932301,-0.783829888,Toyota,Tacoma,2016,1042,Gas
799,0.54153605,0.104195007,0.243002545,0.06432712,-0.784793015,Mercedes-Benz,Sprinter,2017,1043,Gas
674,0.669278997,0.186440678,0.030534351,0.009366512,-0.786167655,FIAT,500,2017,1044,Gas
613,0.270376176,0.13559322,0.440203562,0.273522953,-0.78786094,BMW,i8,2017,1045,Gas
720,0.558777429,0.084745763,0.223918575,0.037174644,-0.788097571,Honda,Odyssey,2017,1046,Gas
608,0.53369906,0.104195007,0.160305344,0.048830747,-0.789830743,BMW,3 Series,2017,1047,Gas
610,0.53369906,0.104195007,0.160305344,0.048830747,-0.789830743,BMW,3-Series,2017,1048,Gas
94,0.606583072,0.127118644,0.128498728,0.0225837,-0.793646285,Ford,Fusion,2019,1049,Gas
945,0.570532915,0.104195007,0.082697201,0.012057823,-0.794014898,Chevrolet,City Express Cargo Van,2016,1050,Gas
310,0.648119122,0.169491525,0.025445293,0.008596376,-0.79670388,Chevrolet,Spark,2018,1051,Gas
71,0.648119122,0.169491525,0.025445293,0.008804521,-0.797536459,Chevrolet,Spark,2019,1052,Gas
819,0.621473354,0.104195007,0.263358779,0.032761976,-0.798050813,Nissan,NV Cargo,2017,1053,Gas
546,0.549373041,0.104195007,0.124681934,0.034676907,-0.800186756,Toyota,RAV4,2018,1054,Gas
963,0.614420063,0.127118644,0.094147583,0.011797642,-0.800527177,Chevrolet,Trax,2016,1055,Gas
255,0.53369906,0.104195007,0.160305344,0.051848845,-0.801903135,BMW,3 Series,2018,1056,Gas
257,0.53369906,0.104195007,0.160305344,0.051848845,-0.801903135,BMW,3-Series,2018,1057,Gas
977,0.163793103,0.050847458,0.614503817,0.310506104,-0.802564433,Ferrari,California,2016,1058,Gas
434,0.523510972,0.13559322,0.309160305,0.118871439,-0.806567735,Land Rover,Range Rover Velar,2018,1059,Gas
498,0.570532915,0.110169492,0.082697201,0.02062714,-0.810368715,Nissan,NV200,2018,1060,Gas
554,0.695141066,0.194915254,0.036895674,0.010532122,-0.810769182,Toyota,Yaris iA,2018,1061,Gas
1164,0.601097179,0.104195007,0.236641221,0.039572471,-0.811257998,Ram,Promaster Window Van,2016,1062,Gas
117,0.560344828,0.104195007,0.067430025,0.017754743,-0.811693581,Honda,HR-V,2019,1063,Gas
170,0.570532915,0.110169492,0.082697201,0.021251574,-0.812866452,Nissan,NV200,2019,1064,Gas
772,0.329937304,0.025423729,0.418575064,0.162123909,-0.813523992,Lexus,LX,2017,1065,Gas
640,0.570532915,0.110169492,0.082697201,0.021678271,-0.814573238,Chevrolet,City Express Cargo Van,2017,1066,Gas
50,0.469435737,0.076271186,0.214414758,0.080146118,-0.816227626,Cadillac,CT6,2019,1067,Gas
874,0.544670846,0.084745763,0.169211196,0.037684598,-0.816631602,Volkswagen,Tiguan,2017,1068,Gas
588,0.550940439,0.093220339,0.169211196,0.041233466,-0.817942527,Audi,Q3,2017,1069,Gas
299,0.570532915,0.110169492,0.082697201,0.022614922,-0.818319843,Chevrolet,City Express Cargo Van,2018,1070,Gas
1002,0.599529781,0.126649394,0.069974555,0.017502888,-0.819148376,Ford,Fusion Hybrid,2016,1071,Electric
651,0.650470219,0.152542373,0.094147583,0.017536191,-0.819310502,Chevrolet,Sonic,2017,1072,Gas
377,0.492946708,0.104195007,0.031806616,0.044563781,-0.819756903,Honda,Clarity Plug-In Hybrid,2018,1073,Gas
442,0.329937304,0.025423729,0.418575064,0.163684994,-0.819768333,Lexus,LX,2018,1074,Gas
751,0.60815047,0.13559322,0.073791349,0.021043429,-0.819903648,Kia,Forte5,2017,1075,Gas
431,0.452978056,0.104195007,0.469465649,0.174966437,-0.823771189,Land Rover,Range Rover,2018,1076,Gas
224,0.549373041,0.093220339,0.169211196,0.043523057,-0.823966098,Audi,Q3,2018,1077,Gas
806,0.713949843,0.203389831,0,0.002091854,-0.826097612,Mitsubishi,Mirage,2017,1078,Gas
60,0.504702194,0.059322034,0.148854962,0.036446137,-0.828367875,Chevrolet,Colorado,2019,1079,Gas
1029,0.574451411,0.084745763,0.223918575,0.039447584,-0.828537294,Honda,Odyssey,2016,1080,Gas
32,0.260971787,0.127118644,0.440203562,0.282056886,-0.828611623,BMW,i8,2019,1081,Gas
949,0.57523511,0.093220339,0.124681934,0.020833203,-0.829460082,Chevrolet,Equinox,2016,1082,Gas
539,0.676332288,0.169491525,0.06870229,0.013758365,-0.83052117,Toyota,Corolla,2018,1083,Gas
44,0.536833856,0.101694915,0.150127226,0.053201786,-0.831262883,Buick,Envision,2019,1084,Gas
743,0.581504702,0.093220339,0.115776081,0.016547504,-0.833762321,Jeep,Compass,2017,1085,Gas
167,0.583855799,0.104195007,0.111959288,0.022708587,-0.834001638,MINI,Hardtop 4 Door,2019,1086,Gas
876,0.427899687,0.059322034,0.244274809,0.100336154,-0.834903077,Volkswagen,Touareg,2017,1087,Gas
289,0.442789969,0.110169492,0.245139949,0.131349714,-0.835330371,Cadillac,CT6,2018,1088,Gas
786,0.212382445,0.042372881,0.571246819,0.277893992,-0.837975394,Maserati,Quattroporte,2017,1089,Gas
381,0.521159875,0.084745763,0.239185751,0.072392727,-0.83846762,Honda,Odyssey,2018,1090,Gas
622,0.467084639,0.042372881,0.249363868,0.070300873,-0.83889026,Buick,Enclave,2017,1091,Gas
119,0.521159875,0.084745763,0.239185751,0.072809017,-0.840132778,Honda,Odyssey,2019,1092,Gas
1106,0.270376176,0.033898305,0.394402036,0.198982172,-0.84058409,Maserati,GranTurismo,2016,1093,Gas
314,0.614420063,0.127118644,0.094147583,0.021876008,-0.840840643,Chevrolet,Trax,2018,1094,Gas
657,0.614420063,0.127118644,0.094147583,0.021876008,-0.840840643,Chevrolet,Trax,2017,1095,Gas
627,0.57523511,0.101694915,0.123409669,0.030316276,-0.843240908,Buick,Verano,2017,1096,Gas
226,0.505485893,0.076271186,0.253180662,0.078907657,-0.844608192,Audi,Q7,2018,1097,Gas
98,0.515673981,0.104195007,0.069974555,0.049184593,-0.845526759,Ford,Special Service Plug-In Hybrid,2019,1098,Gas
279,0.536833856,0.101694915,0.150127226,0.057406309,-0.848080975,Buick,Envision,2018,1099,Gas
703,0.471003135,0.042372881,0.244274809,0.070477796,-0.852524001,GMC,Acadia,2017,1100,Gas
1145,0.570532915,0.101694915,0.082697201,0.025487319,-0.855233159,Nissan,NV200,2016,1101,Gas
30,0.387931034,0.06779661,0.375318066,0.164975491,-0.857056136,BMW,7-Series,2019,1102,Gas
402,0.572884013,0.093220339,0.123409669,0.028942521,-0.858467422,Jeep,Cherokee,2018,1103,Gas
475,0.605015674,0.118644068,0.111959288,0.030514013,-0.86419591,MINI,Clubman,2018,1104,Gas
163,0.605015674,0.118644068,0.111959288,0.031034375,-0.866277357,MINI,Clubman,2019,1105,Gas
470,0.165360502,0.042372881,0.544529262,0.301830633,-0.866395628,Mercedes-Benz,AMG GT,2018,1106,Gas
540,0.677115987,0.161016949,0.066157761,0.015818997,-0.868299356,Toyota,Corolla iM,2018,1107,Gas
696,0.640282132,0.126649394,0.123409669,0.022937546,-0.868956596,Ford,Transit Connect,2017,1108,Electric
228,0.189655172,0.050847458,0.41221374,0.263740152,-0.86951484,Audi,R8 Coupe,2018,1109,Gas
249,0.123040752,0.104195007,0.750636132,0.42255456,-0.87307859,Bentley,Bentayga,2018,1110,Gas
128,0.584639498,0.101694915,0.123409669,0.03331356,-0.87403882,Jeep,Cherokee,2019,1111,Gas
15,0.505485893,0.076271186,0.253180662,0.086504938,-0.874997319,Audi,Q7,2019,1112,Gas
196,0.594043887,0.104195007,0.036895674,0.009491398,-0.876572672,Toyota,Yaris Sedan,2019,1113,Gas
801,0.64968652,0.13559322,0.111959288,0.025206323,-0.881459386,MINI,Clubman,2017,1114,Gas
133,0.611285266,0.104195007,0.096692112,0.0176923,-0.884062598,Kia,Soul,2019,1115,Gas
329,0.630094044,0.110169492,0.139949109,0.023593202,-0.884103312,FIAT,500L,2018,1116,Gas
676,0.630094044,0.110169492,0.139949109,0.024363337,-0.887183853,FIAT,500L,2017,1117,Gas
84,0.630094044,0.110169492,0.139949109,0.024779627,-0.888849011,FIAT,500L,2019,1118,Gas
421,0.52507837,0.059322034,0.221374046,0.062464225,-0.900673493,Kia,Sedona,2018,1119,Gas
66,0.579153605,0.104195007,0.069974555,0.033469668,-0.909626306,Chevrolet,Malibu,2019,1120,Gas
75,0.614420063,0.104195007,0.094147583,0.022500442,-0.91210929,Chevrolet,Trax,2019,1121,Gas
756,0.534482759,0.059322034,0.221374046,0.06225608,-0.918649691,Kia,Sedona,2017,1122,Gas
803,0.626959248,0.118644068,0.111959288,0.033532112,-0.92015545,MINI,Cooper Countryman,2017,1123,Gas
1066,0.65830721,0.118644068,0.055979644,0.004379365,-0.922220031,Kia,Soul,2016,1124,Gas
477,0.626959248,0.118644068,0.111959288,0.034572835,-0.924318345,MINI,Cooper Countryman,2018,1125,Gas
1019,0.593260188,0.093220339,0.124681934,0.035611477,-0.924623334,GMC,Terrain,2016,1126,Gas
624,0.595611285,0.110169492,0.150127226,0.053555632,-0.924809397,Buick,Envision,2017,1127,Gas
165,0.626959248,0.118644068,0.111959288,0.035197269,-0.926816081,MINI,Cooper Countryman,2019,1128,Gas
925,0.617554859,0.093220339,0.167938931,0.035846681,-0.930896492,Buick,Cascada,2016,1129,Gas
349,0.640282132,0.104195007,0.123409669,0.023364243,-0.938026544,Ford,Transit Connect,2018,1130,Gas
1073,0.170846395,0.033898305,0.544529262,0.311384474,-0.941006511,Land Rover,Range Rover,2016,1131,Gas
187,0.69200627,0.144067797,0.082697201,0.018639358,-0.943669381,Toyota,C-HR,2019,1132,Gas
468,0.127742947,0.104195007,0.469465649,0.367604359,-0.943852657,McLaren,570S,2018,1133,Gas
1196,0.601097179,0.104195007,0.010178117,0.016339359,-0.944788655,Toyota,Prius c,2016,1134,Gas
1009,0.613636364,0.084745763,0.123409669,0.024442432,-0.947395499,Ford,Transit Connect Wagon,2016,1135,Gas
227,0.148902821,0.104195007,0.41221374,0.343667718,-0.947677752,Audi,R8,2018,1136,Gas
626,0.615203762,0.093220339,0.124681934,0.031377814,-0.951575828,Buick,Regal,2017,1137,Gas
43,0.639498433,0.127118644,0.094147583,0.039152018,-0.960101424,Buick,Encore,2019,1138,Gas
41,0.617554859,0.101694915,0.169211196,0.050121244,-0.961298753,Buick,Cascada,2019,1139,Gas
276,0.617554859,0.101694915,0.169211196,0.050121244,-0.961298753,Buick,Cascada,2018,1140,Gas
492,0.14184953,0.050847458,0.517811705,0.340316588,-0.974611334,Nissan,GT-R,2018,1141,Gas
563,0.634796238,0.101694915,0.187022901,0.050495905,-0.979468449,Volkswagen,Tiguan,2018,1142,Gas
709,0.593260188,0.093220339,0.124681934,0.050027579,-0.982287742,GMC,Terrain,2017,1143,Gas
927,0.712382445,0.13559322,0.094147583,0.015615016,-0.986297709,Buick,Encore,2016,1144,Gas
885,0.186520376,0.016949153,0.487277354,0.289129643,-0.991434513,Aston Martin,V12 Vantage,2016,1145,Gas
423,0.690438871,0.127118644,0.055979644,0.012093207,-0.991914996,Kia,Soul,2018,1146,Gas
644,0.650470219,0.110169492,0.124681934,0.037570119,-0.996030505,Chevrolet,Equinox,2017,1147,Gas
698,0.613636364,0.084745763,0.123409669,0.038163331,-1.002279095,Ford,Transit Connect Wagon,2017,1148,Gas
975,0.109717868,0.050847458,0.618320611,0.388781001,-1.003696755,Ferrari,488 GTB,2016,1149,Gas
351,0.613636364,0.084745763,0.123409669,0.038590028,-1.003985881,Ford,Transit Connect Wagon,2018,1150,Gas
278,0.712382445,0.13559322,0.094147583,0.022895917,-1.015421316,Buick,Encore,2018,1151,Gas
623,0.712382445,0.13559322,0.094147583,0.022895917,-1.015421316,Buick,Encore,2017,1152,Gas
855,0.68338558,0.126649394,0.139949109,0.046104052,-1.031290074,Toyota,Highlander,2017,1153,Electric
375,0.720219436,0.126649394,0.187022901,0.044563781,-1.051722911,Honda,Clarity,2018,1154,Electric
824,0.688871473,0.104195007,0.041984733,0.00726425,-1.052230193,Nissan,Versa Note,2017,1155,Gas
505,0.689655172,0.104195007,0.041984733,0.007514024,-1.054796685,Nissan,Versa Note,2018,1156,Gas
1194,0.686520376,0.126649394,0.220101781,0.071986845,-1.06093817,Toyota,Mirai,2016,1157,Electric
478,0.684169279,0.104195007,0.111959288,0.030409941,-1.065434013,MINI,Countryman,2018,1158,Gas
796,0.127742947,0.059322034,0.469465649,0.367604359,-1.078471577,McLaren,570S,2017,1159,Gas
591,0.188087774,0.042372881,0.41221374,0.31411117,-1.093287844,Audi,R8,2017,1160,Gas
973,0.689655172,0.076271186,0.117048346,0.017013748,-1.101503431,Dodge,Journey,2016,1161,Gas
456,0.28369906,0.104195007,0.394402036,0.310614339,-1.102868418,Maserati,GranTurismo,2018,1162,Gas
884,0.23354232,0.042372881,0.497455471,0.3223537,-1.131925326,Aston Martin,Rapide,2016,1163,Gas
172,0.172413793,0.104195007,0.34605598,0.365314767,-1.147445652,Porsche,911,2019,1164,Gas
670,0.163793103,0.050847458,0.614503817,0.397000635,-1.148542557,Ferrari,California T,2017,1165,Gas
858,0.685736677,0.126649394,0.220101781,0.094726654,-1.150330006,Toyota,Mirai,2017,1166,Electric
428,0.094043887,0.033898305,0.468193384,0.390916565,-1.181865736,Lamborghini,Huracan,2018,1167,Gas
976,0.109717868,0.050847458,0.618320611,0.434808039,-1.187804907,Ferrari,488 Spider,2016,1168,Gas
795,0.13322884,0.059322034,0.469465649,0.394350953,-1.196429741,McLaren,570GT,2017,1169,Gas
909,0.299373041,0.042372881,0.525445293,0.31392384,-1.201877504,Bentley,Flying Spur,2016,1170,Gas
592,0.200626959,0.042372881,0.41221374,0.339504824,-1.219940829,Audi,R8 Spyder,2017,1171,Gas
208,0.196708464,0.104195007,0.562340967,0.425666323,-1.221156232,Aston Martin,DB11,2018,1172,Gas
605,0.123040752,0.025423729,0.750636132,0.451902963,-1.226786038,Bentley,Bentayga,2017,1173,Gas
784,0.29153605,0.025423729,0.384223919,0.278393539,-1.236151152,Maserati,GranTurismo,2017,1174,Gas
800,0.831504702,0.126649394,0.243002545,0.051005859,-1.244082114,Mercedes-Benz,Sprinter Worker,2017,1175,#N/A
576,0.187304075,0.016949153,0.487277354,0.362598478,-1.286877253,Aston Martin,Vantage,2017,1176,Gas
229,0.113636364,0.042372881,0.43129771,0.408192575,-1.301626675,Audi,R8 Spyder,2018,1177,Gas
883,0.191222571,0.025423729,0.487277354,0.37176309,-1.30594896,Aston Martin,DB9,2016,1178,Gas
251,0.286050157,0.104195007,0.543256997,0.40174009,-1.323218653,Bentley,Flying Spur,2018,1179,Gas
573,0.196708464,0.042372881,0.562340967,0.416299812,-1.369156563,Aston Martin,DB11,2017,1180,Gas
1070,0.117554859,0.033898305,0.430025445,0.417357187,-1.372818104,Lamborghini,Huracan,2016,1181,Gas
908,0.292319749,0.042372881,0.543256997,0.36585178,-1.377670978,Bentley,Continental GT,2016,1182,Gas
607,0.297805643,0.042372881,0.525445293,0.368436937,-1.416795098,Bentley,Flying Spur,2017,1183,Gas
574,0.228056426,0.042372881,0.497455471,0.401636017,-1.438082807,Aston Martin,Rapide,2017,1184,Gas
324,0.105015674,0.050847458,0.618320611,0.501233257,-1.444101394,Ferrari,488 GTB,2018,1185,Gas
668,0.109717868,0.050847458,0.618320611,0.501233257,-1.453505783,Ferrari,488 GTB,2017,1186,Gas
469,0.088557994,0.104195007,0.628498728,0.567725082,-1.506932568,McLaren,720S,2018,1187,Gas
325,0.109717868,0.104195007,0.618320611,0.559721919,-1.527417779,Ferrari,488 Spider,2018,1188,Gas
980,0.137931034,0.008474576,0.545801527,0.480835077,-1.62797712,Ferrari,FF,2016,1189,Gas
761,0.120689655,0.042372881,0.430025445,0.486038694,-1.628389997,Lamborghini,Huracan,2017,1190,Gas
669,0.109717868,0.050847458,0.618320611,0.559721919,-1.687460428,Ferrari,488 Spider,2017,1191,Gas
979,0.104231975,0.008474576,0.55216285,0.514544111,-1.689053815,Ferrari,F12 Berlinetta,2016,1192,Gas
1115,0.092476489,0.104195007,0.562340967,0.60323665,-1.72297359,McLaren,675LT,2016,1193,Gas
1168,0.254702194,0.025423729,0.65648855,0.488168014,-1.72931671,Rolls-Royce,Wraith,2016,1194,Gas
606,0.264106583,0.025423729,0.581424936,0.466473092,-1.736409412,Bentley,Continental GT,2017,1195,Gas
