Index,Price,Make,Model,Year,Passenger Doors,Passenger Capacity,Transmission,Drive type,0-60 mph,EPA mileage (combined),Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Base engine size,Engine type,Transmission,First Gear Ratio,Second Gear Ratio,Third Gear Ratio,Fourth Gear Ratio,Fifth Gear Ratio,Sixth Gear Ratio,Seventh Gear Ratio,Eighth Gear Ratio,Final Drive Axle Ratio,Reverse Ratio,Front Suspension Type,Rear Suspension Type,Front Brakes,Rear Brakes,Front Brake Rotor Diameter,Rear Brake Rotor Diameter,Rear Drum Brake Dimensions,Brake Type,ABS Brakes Type,Front Tire Size,Rear Tire Size,Front Wheel Diameter,Rear Wheel Diameter,Front Wheel Width,Rear Wheel Width,Rear Tire Size,Spare Tire Size,Front Wheel Material,Rear Wheel Material,Spare Wheel Material,TPMS,Curb weight,Fuel tank capacity,Dead Weight Hitch - Max Tongue Weight,Dead Weight Hitch - Max Trailer Weight,Max Trailering Capacity,Weight Distributing Hitch - Max Tongue Weight,Weight Distributing Hitch - Max Trailer Weight,Length,Width,Height,Wheelbase,Front track,Rear track,Ground clearance,Turning circle,Front head room,Front leg room,Front shoulder room,Front hip room,Rear head room,Rear leg room,Rear shoulder room,Rear hip room,3rd Row Head Room,3rd Row Leg Room,3rd Row Shoulder Room,3rd Row Hip Room
1181,34595,Ford,Flex,2016,4,7,"Transmission: 6-Speed SelectShift Automatic -inc: paddle activation, dual exhaust w/chrome exhaust tips and heavy-duty 78 amp battery",All Wheel Drive,5.24 sec,17 mpg,365 hp,5500,350 ft-lbs.,1500,6,3.50 L,"					Gas","Transmission: 6-Speed SelectShift Automatic -inc: paddle activation, dual exhaust w/chrome exhaust tips and heavy-duty 78 amp battery",4.48,2.87,1.84,1.41,1,0.74,,,3.16,2.88,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.80 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P255/45VR20,P255/45VR20,20.00 in.,20.00 in.,8.00 in.,8.00 in.,P255/45VR20,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,828 lbs.",18.60 gal.,200 lbs,"2,000 lbs","2,000 lbs",200 lbs,"2,000 lbs",201.80 in.,75.9,68.00 in.,117.90 in.,65.40 in.,65.40 in.,5.90 in.,40.70 ft.,41.80 in.,40.80 in.,58.40 in.,55.50 in.,40.50 in.,44.30 in.,58.10 in.,55.00 in.,38.70 in.,33.30 in.,50.80 in.,41.10 in.
1182,29079,Ford,Focus,2016,4,5,Transmission: 6-Speed Manual,All Wheel Drive,,22 mpg,350 hp,6000,350 ft-lbs.,3200,4,2.30 L,"					Gas",Transmission: 6-Speed Manual,3.23,1.95,1.32,1.03,1.13,0.94,,,4.06,1.42,Strut,Short And Long Arm,"					Front Disc Brakes","					Rear Disc Brakes",13.80 in.,11.90 in.,NA in.,"					ABS Brakes",4-Wheel,P235/35YR19,P235/35YR19,19.00 in.,19.00 in.,8.00 in.,8.00 in.,P235/35YR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor",,13.90 gal.,,,,,,171.70 in.,71.7,58.40 in.,104.30 in.,61.20 in.,60.40 in.,,37.40 ft.,39.10 in.,41.90 in.,55.60 in.,53.90 in.,37.90 in.,33.40 in.,52.60 in.,52.80 in.,,,,
1183,23627,Ford,Focus Electric,2016,4,5,Transmission: 1-Speed Automatic,Front Wheel Drive,9.59 sec,,143 hp,,184 ft-lbs.,,,,"					Electric",Transmission: 1-Speed Automatic,,,,,,,,,7.82,,Strut,Short And Long Arm,"					Front Disc Brakes","					Rear Disc Brakes",10.90 in.,10.70 in.,NA in.,"					ABS Brakes",4-Wheel,P225/50HR17,P225/50HR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P225/50HR17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,640 lbs.",,,,,,,172.90 in.,71.8,58.20 in.,104.30 in.,60.50 in.,59.60 in.,,40.70 ft.,38.30 in.,41.90 in.,55.60 in.,53.90 in.,37.90 in.,33.20 in.,53.70 in.,52.70 in.,,,,
1184,13952,Ford,Focus ST,2016,,, 6-speed manual, Front wheel drive,6.12 sec,,252 hp,5500,270 ft-lbs.,2500,4,2.00 L,, 6-speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,223 lbs.",12.40 gal.,,,,,,171.70 in.,71.8,57.90 in.,104.30 in.,,,,39.40 ft.,38.30 in.,43.10 in.,55.60 in.,53.90 in.,38.00 in.,33.20 in.,52.60 in.,52.80 in.,,,,
1185,18427,Ford,Fusion,2016,4,5,Transmission: 6 Speed Automatic w/SelectShift,Front Wheel Drive,7.95 sec,26 mpg,175 hp,6000,175 ft-lbs.,4500,4,2.50 L,"					Gas",Transmission: 6 Speed Automatic w/SelectShift,4.58,2.96,1.91,1.45,1,0.75,,,3.07,2.94,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",11.80 in.,11.90 in.,NA in.,"					ABS Brakes",4-Wheel,P215/60HR16,P215/60HR16,16.00 in.,16.00 in.,6.50 in.,6.50 in.,P215/60HR16,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,431 lbs.",16.50 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",191.70 in.,72.9,58.10 in.,112.20 in.,62.70 in.,62.40 in.,,37.60 ft.,39.20 in.,44.30 in.,57.80 in.,55.00 in.,37.80 in.,38.30 in.,56.90 in.,54.40 in.,,,,
1186,27459,Ford,Fusion Energi,2016,4,5,,Front Wheel Drive,,38 mpg,188 hp,6000,129 ft-lbs.,4000,4,2.00 L,"					Gas",,,,,,,,,,2.91,,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",11.80 in.,11.90 in.,NA in.,"					ABS Brakes",4-Wheel,P225/50VR17,P225/50VR17,17.00 in.,17.00 in.,7.50 in.,7.50 in.,P225/50VR17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,913 lbs.",14.00 gal.,,,,,,191.80 in.,72.9,58.00 in.,112.20 in.,62.30 in.,62.00 in.,,37.60 ft.,39.20 in.,44.30 in.,57.80 in.,55.00 in.,37.80 in.,38.30 in.,56.90 in.,54.40 in.,,,,
1187,20399,Ford,Fusion Hybrid,2016,,,Continuously variable-speed automatic,Front wheel drive,8.92 sec,,188 hp,6000,129 ft-lbs.,4000,,2.00 L,,Continuously variable-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,615 lbs.",13.50 gal.,,,,,,191.80 in.,72.9,58.20 in.,112.20 in.,,,,,39.20 in.,44.30 in.,57.80 in.,55.00 in.,37.80 in.,38.30 in.,56.90 in.,,,,,
1188,26239,Ford,Mustang,2016,2,4,Transmission: 6-Speed Manual -inc: reverse lockout pull ring,Rear Wheel Drive,4.17 sec,19 mpg,435 hp,6500,400 ft-lbs.,4250,8,5.00 L,"					Gas",Transmission: 6-Speed Manual -inc: reverse lockout pull ring,3.66,2.43,1.69,1.31,1,0.65,,,3.31,3.32,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.90 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P235/50WR18,P235/50WR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P235/50WR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,705 lbs.",16.00 gal.,,,,,,188.30 in.,75.4,54.40 in.,107.10 in.,62.30 in.,64.90 in.,,37.80 ft.,37.60 in.,44.50 in.,56.30 in.,54.90 in.,34.80 in.,30.60 in.,52.20 in.,47.40 in.,,,,
1189,,Ford,Shelby GT350,2016,,, 6-speed manual, Rear wheel drive,3.66 sec,,526 hp,7500,429 ft-lbs.,4750,8,5.20 L,"					Gas", 6-speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,760 lbs.",,,,,,,188.30 in.,75.9,54.20 in.,107.10 in.,,,,,37.60 in.,44.50 in.,56.30 in.,54.90 in.,,,,,,,,
1190,42873,Ford,Super Duty F-250,2016,4,5,Transmission: TorqShift 6-Speed Automatic -inc: SelectShift,Rear Wheel Drive,,,385 hp,5500,405 ft-lbs.,4500,8,6.20 L,"					Gas",Transmission: TorqShift 6-Speed Automatic -inc: SelectShift,3.97,2.32,1.52,1.15,0.86,0.67,,,,3.13,Other,Leaf,"					Front Disc Brakes","					Rear Disc Brakes",14.30 in.,14.30 in.,NA in.,"					ABS Brakes",4-Wheel,LT275/65SR18,LT275/65SR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,LT275/65SR18,Full-Size,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,35.00 gal.,"1,250 lbs","12,500 lbs","12,500 lbs","1,250 lbs","12,500 lbs",,79.9,77.40 in.,156.00 in.,,,,53.50 ft.,40.70 in.,41.10 in.,68.00 in.,67.60 in.,40.80 in.,42.10 in.,68.00 in.,67.60 in.,,,,
1191,29500,Ford,Taurus,2016,4,5,Transmission: 6-Speed SelectShift Automatic -inc: sport mode and shifter button activation,All Wheel Drive,5.58 sec,19 mpg,288 hp,6500,254 ft-lbs.,4000,6,3.50 L,"					Gas",Transmission: 6-Speed SelectShift Automatic -inc: sport mode and shifter button activation,4.48,2.87,1.84,1.41,1,0.74,,,3.39,2.88,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.90 in.,13.60 in.,NA in.,"					ABS Brakes",4-Wheel,P255/45VR19,P255/45VR19,19.00 in.,19.00 in.,8.00 in.,8.00 in.,P255/45VR19,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor","4,140 lbs.",19.00 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",202.90 in.,76.2,60.70 in.,112.90 in.,65.30 in.,65.50 in.,5.10 in.,39.50 ft.,39.00 in.,41.90 in.,57.90 in.,56.30 in.,37.80 in.,38.10 in.,56.90 in.,55.80 in.,,,,
1192,25199,Ford,Transit Cargo Van,2016,3,2,Transmission: 6-Speed Automatic w/OD &amp; SelectShift,Rear Wheel Drive,,,270 hp,6500,250 ft-lbs.,4000,6,3.70 L,"					Gas",Transmission: 6-Speed Automatic w/OD &amp; SelectShift,4.17,2.34,1.52,1.14,0.86,0.69,,,,3.4,Strut,Leaf,"					Front Disc Brakes","					Rear Disc Brakes",12.10 in.,12.10 in.,NA in.,"					ABS Brakes",4-Wheel,LT235/65SR16,LT235/65SR16,16.00 in.,16.00 in.,7.00 in.,7.00 in.,LT235/65SR16,Full-Size,Steel,Steel,Steel,"					Tire Pressure Monitor",,25.00 gal.,540 lbs,"5,400 lbs","5,400 lbs",540 lbs,"5,400 lbs",,81.3,83.60 in.,130.00 in.,,,,,40.80 in.,39.70 in.,67.90 in.,67.50 in.,,,,,,,,
1193,22627,Ford,Transit Chassis Cab,2016,2,2,Transmission: 6-Speed Automatic w/SelectShift,Rear Wheel Drive,,,275 hp,6000,260 ft-lbs.,4000,6,3.70 L,"					Gas",Transmission: 6-Speed Automatic w/SelectShift,4.17,2.34,1.52,1.14,0.86,0.69,,,,3.4,Strut,Leaf,"					Front Disc Brakes","					Rear Disc Brakes",12.10 in.,12.10 in.,NA in.,"					ABS Brakes",4-Wheel,LT235/65SR16,LT235/65SR16,16.00 in.,16.00 in.,7.00 in.,7.00 in.,LT235/65SR16,NA,Steel,Steel,NA,"					Tire Pressure Monitor",,25.00 gal.,660 lbs,"6,600 lbs","6,600 lbs",660 lbs,"6,600 lbs",,80.3,87.30 in.,138.00 in.,,,,,44.90 in.,41.30 in.,67.90 in.,67.50 in.,,,,,,,,
1194,19176,Ford,Transit Connect,2016,4,2,Transmission: 6-Speed SelectShift Automatic,Front Wheel Drive,,23 mpg,169 hp,6000,171 ft-lbs.,4500,4,2.50 L,"					Gas",Transmission: 6-Speed SelectShift Automatic,4.58,2.96,1.91,1.45,1,0.75,,,,2.94,Strut,Torsion Beam,"					Front Disc Brakes","					Rear Disc Brakes",,,,"					ABS Brakes",4-Wheel,P215/55HR16,P215/55HR16,16.00 in.,16.00 in.,6.50 in.,6.50 in.,P215/55HR16,Full-Size,Steel,Steel,Steel,"					Tire Pressure Monitor",,15.80 gal.,,,,,,,72.2,72.80 in.,120.60 in.,,,,40.00 ft.,46.80 in.,41.50 in.,57.60 in.,54.10 in.,,,,,,,,
1195,23733,Ford,Transit Connect Wagon,2016,4,6,Transmission: 6-Speed SelectShift Automatic,Front Wheel Drive,9.10 sec,22 mpg,169 hp,6000,171 ft-lbs.,4500,4,2.50 L,"					Gas",Transmission: 6-Speed SelectShift Automatic,4.58,2.96,1.91,1.45,1,0.75,,,3.21,2.94,Strut,Torsion Beam,"					Front Disc Brakes","					Rear Disc Brakes",,,,"					ABS Brakes",4-Wheel,P215/55HR16,P215/55HR16,16.00 in.,16.00 in.,6.50 in.,6.50 in.,P215/55HR16,Full-Size,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,968 lbs.",15.80 gal.,,,,,,189.70 in.,72.2,72.00 in.,120.60 in.,61.40 in.,61.70 in.,6.40 in.,40.00 ft.,46.80 in.,41.50 in.,57.60 in.,54.10 in.,45.10 in.,37.60 in.,58.40 in.,58.20 in.,41.30 in.,34.90 in.,56.30 in.,46.90 in.
1196,22161,Ford,Transit Cutaway,2016,2,2,Transmission: 6-Speed Automatic w/SelectShift,Rear Wheel Drive,,,275 hp,6000,260 ft-lbs.,4000,6,3.70 L,"					Gas",Transmission: 6-Speed Automatic w/SelectShift,4.17,2.34,1.52,1.14,0.86,0.69,,,,3.4,Strut,Leaf,"					Front Disc Brakes","					Rear Disc Brakes",12.10 in.,12.10 in.,NA in.,"					ABS Brakes",4-Wheel,LT235/65SR16,LT235/65SR16,16.00 in.,16.00 in.,7.00 in.,7.00 in.,LT235/65SR16,NA,Steel,Steel,NA,"					Tire Pressure Monitor",,25.00 gal.,670 lbs,"6,700 lbs","6,700 lbs",670 lbs,"6,700 lbs",,80.3,87.30 in.,138.00 in.,,,,,44.90 in.,41.30 in.,67.90 in.,67.50 in.,,,,,,,,
1197,26871,Ford,Transit Van,2016,,, 6-speed shiftable automatic, Rear wheel drive,,,275 hp,6000,260 ft-lbs.,4000,6,3.70 L,"					Flex Fuel", 6-speed shiftable automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.00 gal.,,,,,,219.90 in.,81.3,83.50 in.,129.90 in.,,,,39.20 ft.,,,,,,,,,,,,
1198,26993,Ford,Transit Wagon,2016,3,8,Transmission: 6-Speed Automatic w/OD &amp; SelectShift,Rear Wheel Drive,,16 mpg,275 hp,6000,260 ft-lbs.,4000,6,3.70 L,"					Gas",Transmission: 6-Speed Automatic w/OD &amp; SelectShift,4.17,2.34,1.52,1.14,0.86,0.69,,,,3.4,Strut,Leaf,"					Front Disc Brakes","					Rear Disc Brakes",12.10 in.,12.10 in.,NA in.,"					ABS Brakes",4-Wheel,LT235/65SR16,LT235/65SR16,16.00 in.,16.00 in.,7.00 in.,7.00 in.,LT235/65SR16,Full-Size,Steel,Steel,Steel,"					Tire Pressure Monitor",,25.00 gal.,470 lbs,"4,700 lbs","4,700 lbs",470 lbs,"4,700 lbs",,81.3,82.20 in.,130.00 in.,,,,,40.80 in.,39.70 in.,67.90 in.,67.50 in.,41.10 in.,33.70 in.,71.40 in.,69.60 in.,40.60 in.,35.60 in.,67.00 in.,67.30 in.
1199,40410,GMC,Acadia,2016,4,7,"Transmission, 6-speed automatic (Included and only available with TV14526 AWD models.)",All Wheel Drive,7.15 sec,17 mpg,288 hp,6300,270 ft-lbs.,3400,6,3.60 L,"					Gas","Transmission, 6-speed automatic (Included and only available with TV14526 AWD models.)",4.48,2.87,1.84,1.41,1,0.74,,,3.16,2.88,Coil-Over Strut,Linked H-Arm,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P255/55R20,P255/55R20,,,,,P255/55R20,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,850 lbs.",22.00 gal.,500 lbs,"5,000 lbs",,520 lbs,"5,200 lbs",200.80 in.,78.9,70.40 in.,118.90 in.,67.30 in.,67.10 in.,7.60 in.,40.40 ft.,40.30 in.,41.30 in.,61.60 in.,58.00 in.,39.60 in.,36.80 in.,61.00 in.,57.80 in.,38.40 in.,33.20 in.,57.80 in.,48.30 in.
1200,24085,GMC,Canyon,2016,4,5,"Transmission, 6-speed automatic",Rear Wheel Drive,,22 mpg,200 hp,6300,191 ft-lbs.,4400,4,2.50 L,"					Gas","Transmission, 6-speed automatic",4.06,2.37,1.55,1.16,0.85,0.67,,,,3.2,Independent,2-Stage Multi-Leaf,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P255/65R17,P255/65R17,,,,,P255/65R17,T175/80R18,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor",,21.00 gal.,350 lbs,"3,500 lbs","7,700 lbs",350 lbs,"3,500 lbs",,74.3,70.70 in.,128.30 in.,,,,41.30 ft.,41.40 in.,45.00 in.,57.50 in.,55.00 in.,38.30 in.,35.80 in.,56.20 in.,53.30 in.,,,,
1201,,GMC,Savana,2016,,, 6-speed automatic, Rear wheel drive,9.59 sec,,260 hp,3100,525 ft-lbs.,1600,8,6.60 L,"					Diesel", 6-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,119 lbs.",31.00 gal.,,,,,,224.10 in.,79.2,83.70 in.,135.00 in.,,,7.10 in.,49.20 ft.,39.80 in.,41.30 in.,68.80 in.,65.50 in.,38.40 in.,36.30 in.,68.60 in.,65.60 in.,,,,
1202,,GMC,Savana Cargo,2016,,, 6-speed automatic, Rear wheel drive,8.81 sec,,260 hp,3100,525 ft-lbs.,1600,8,6.60 L,"					Diesel", 6-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,458 lbs.",31.00 gal.,,,,,,224.10 in.,79.2,84.50 in.,135.00 in.,,,7.70 in.,49.20 ft.,,,,,,,,,,,,
1203,26721,GMC,Savana Passenger,2016,3,12,"Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode and internal transmission oil cooler",Rear Wheel Drive,,13 mpg,285 hp,5400,295 ft-lbs.,4600,8,4.80 L,"					Gas","Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode and internal transmission oil cooler",4.03,2.36,1.53,1.15,0.85,0.67,,,,3.06,Coil Spring,Hypoid Drive,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,LT245/75R16E,LT245/75R16E,,,,,LT245/75R16E,LT245/75R16E,Steel,Steel,Steel,"					Tire Pressure Monitor",,31.00 gal.,500 lbs,"5,000 lbs","9,800 lbs","1,215 lbs","8,100 lbs",,79.2,83.90 in.,135.00 in.,,,,49.20 ft.,39.80 in.,41.30 in.,68.80 in.,65.50 in.,38.40 in.,36.30 in.,68.60 in.,68.60 in.,38.50 in.,36.60 in.,65.80 in.,63.30 in.
1204,41463,GMC,Sierra 1500,2016,4,6,"Transmission, 8-speed automatic, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking",Rear Wheel Drive,,18 mpg,355 hp,5600,383 ft-lbs.,4100,8,5.30 L,"					Gas","Transmission, 8-speed automatic, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking",,,,,,,,,,,Independent,2-Stage Multi-Leaf,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P275/55R20,P275/55R20,,,,,P275/55R20,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,26.00 gal.,500 lbs,"5,000 lbs","9,400 lbs",940 lbs,"9,400 lbs",,80,74.17 in.,143.50 in.,,,,47.20 ft.,42.80 in.,45.27 in.,66.03 in.,60.73 in.,40.50 in.,40.93 in.,65.73 in.,60.27 in.,,,,
1205,44217,GMC,Sierra 2500HD,2016,4,5,"Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Requires (L96) Vortec 6.0L V8 SFI engine or (LC8) 6.0L V8 SFI Gaseous engine.)",Rear Wheel Drive,,,360 hp,5400,380 ft-lbs.,4200,8,6.00 L,"					Gas","Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Requires (L96) Vortec 6.0L V8 SFI engine or (LC8) 6.0L V8 SFI Gaseous engine.)",4.03,2.36,1.53,1.15,0.85,0.67,,,,3.06,Independent,Multi-Leaf,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,LT265/70R18E,LT265/70R18E,,,,,LT265/70R18E,NA,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,36.00 gal.,500 lbs,"5,000 lbs","13,000 lbs","1,300 lbs","13,000 lbs",,80.51,78.27 in.,153.70 in.,,,,51.50 ft.,42.80 in.,45.27 in.,64.84 in.,60.73 in.,40.50 in.,40.93 in.,64.33 in.,60.24 in.,,,,
1206,33380,GMC,Sierra 3500HD,2016,,, 6-speed automatic, Rear wheel drive,,,360 hp,5400,380 ft-lbs.,4200,8,6.00 L,"					Flex Fuel", 6-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00 gal.,,,,,,224.40 in.,96,76.80 in.,133.60 in.,,,8.00 in.,45.90 ft.,,,,,,,,,,,,
1207,29099,GMC,Terrain,2016,4,5,"Transmission, 6-speed automatic",All Wheel Drive,8.84 sec,23 mpg,182 hp,6700,172 ft-lbs.,4900,4,2.40 L,"					Gas","Transmission, 6-speed automatic",4.58,2.96,1.91,1.45,1,0.75,,,3.53,2.94,MacPherson Strut,Trailing Arm,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P235/55R18,P235/55R18,,,,,P235/55R18,- TBD -,Aluminum,Aluminum,- TBD -,"					Tire Pressure Monitor","4,068 lbs.",18.80 gal.,150 lbs,"1,500 lbs",,150 lbs,"1,500 lbs",185.50 in.,72.8,66.30 in.,112.50 in.,62.90 in.,62.10 in.,6.90 in.,40.00 ft.,39.80 in.,41.20 in.,55.70 in.,55.10 in.,39.20 in.,39.90 in.,55.30 in.,51.30 in.,,,,
1208,52913,GMC,Yukon,2016,4,7,"Transmission, 8-speed automatic",Rear Wheel Drive,,17 mpg,420 hp,5600,460 ft-lbs.,4100,8,6.20 L,"					Gas","Transmission, 8-speed automatic",4,2.4,1.5,1.2,0.9,0.7,,,,3.1,Coil-Over Shock,Multi-link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P275/55R20,P275/55R20,,,,,P275/55R20,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,26.00 gal.,500 lbs,"5,000 lbs",,840 lbs,"8,400 lbs",,80.5,74.40 in.,116.00 in.,,,,39.00 ft.,42.80 in.,45.30 in.,64.80 in.,60.80 in.,38.70 in.,39.00 in.,65.10 in.,60.30 in.,38.10 in.,24.80 in.,62.60 in.,49.30 in.
1209,55100,GMC,Yukon XL,2016,4,7,"Transmission, 8-speed automatic",Rear Wheel Drive,,17 mpg,420 hp,5600,460 ft-lbs.,4100,8,6.20 L,"					Gas","Transmission, 8-speed automatic",,,,,,,,,,,Coil-Over Shock,Multi-link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P275/55R20,P275/55R20,,,,,P275/55R20,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,31.00 gal.,500 lbs,"5,000 lbs",,810 lbs,"8,100 lbs",,80.5,74.40 in.,130.00 in.,,,,43.00 ft.,42.80 in.,45.30 in.,64.80 in.,60.80 in.,39.10 in.,39.70 in.,65.10 in.,60.30 in.,38.50 in.,34.50 in.,62.60 in.,49.30 in.
1210,,Honda,Accord,2016,,, 6-speed manual, Front wheel drive,7.62 sec,,185 hp,6400,181 ft-lbs.,3900,4,2.40 L,"					Gas", 6-speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,170 lbs.",17.20 gal.,,,,,,192.50 in.,72.8,57.70 in.,109.30 in.,,,,38.10 ft.,39.10 in.,42.50 in.,58.60 in.,55.60 in.,37.50 in.,38.50 in.,56.50 in.,54.70 in.,,,,
1211,23222,Honda,Accord Sedan,2016,4,5,,Front Wheel Drive,,31 mpg,185 hp,6400,181 ft-lbs.,3900,4,2.40 L,"					Gas",,,,,,,,,,3.24,2.65,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",11.50 in.,11.10 in.,NA in.,"					ABS Brakes",4-Wheel,P215/55VR17,P215/55VR17,17.00 in.,17.00 in.,7.50 in.,7.50 in.,P215/55VR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,360 lbs.",17.20 gal.,,,,,,192.50 in.,72.8,57.70 in.,109.30 in.,62.40 in.,62.60 in.,5.80 in.,38.10 ft.,37.60 in.,42.50 in.,58.60 in.,55.60 in.,37.00 in.,38.50 in.,56.50 in.,54.70 in.,,,,
1212,20007,Honda,Civic,2016,4,5,,Front Wheel Drive,,35 mpg,174 hp,6000,162 ft-lbs.,1700,4,1.50 L,"					Gas",,,,,,,,,,4.81,1.86,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",11.10 in.,10.20 in.,NA in.,"					ABS Brakes",4-Wheel,P215/50HR17,P215/50HR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P215/50HR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","2,917 lbs.",12.40 gal.,,,,,,182.30 in.,70.8,55.70 in.,106.30 in.,60.90 in.,61.50 in.,,35.70 ft.,37.50 in.,42.30 in.,57.00 in.,53.70 in.,36.80 in.,37.40 in.,55.00 in.,47.30 in.,,,,
1213,18974,Honda,Civic Coupe,2016,2,5,,Front Wheel Drive,,35 mpg,174 hp,6000,162 ft-lbs.,1700,4,1.50 L,"					Gas",,,,,,,,,,4.81,1.86,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",11.10 in.,10.20 in.,NA in.,"					ABS Brakes",4-Wheel,P215/50HR17,P215/50HR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P215/50HR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","2,900 lbs.",12.40 gal.,,,,,,176.90 in.,70.8,54.90 in.,106.30 in.,60.90 in.,61.50 in.,,35.70 ft.,36.50 in.,42.30 in.,56.90 in.,54.10 in.,34.50 in.,35.90 in.,52.60 in.,48.10 in.,,,,
1214,24336,Honda,CR-V,2016,4,5,,Front Wheel Drive,,29 mpg,185 hp,6400,181 ft-lbs.,3900,4,2.40 L,"					Gas",,,,,,,,,,5.05,2.65,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",11.70 in.,12.00 in.,NA in.,"					ABS Brakes",4-Wheel,P225/65TR17,P225/65TR17,17.00 in.,17.00 in.,6.50 in.,6.50 in.,P225/65TR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,472 lbs.",15.30 gal.,150 lbs,"1,500 lbs","1,500 lbs",150 lbs,"1,500 lbs",179.40 in.,71.6,64.70 in.,103.10 in.,62.30 in.,62.30 in.,,37.50 ft.,38.00 in.,41.30 in.,58.60 in.,54.50 in.,38.60 in.,38.30 in.,56.40 in.,53.10 in.,,,,
