,Price,Make,Model,Year,Passenger Doors,Passenger Capacity,Transmission,Drive type,0-60 mph,EPA mileage (combined),Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Base engine size,Engine type,Transmission,First Gear Ratio,Second Gear Ratio,Third Gear Ratio,Fourth Gear Ratio,Fifth Gear Ratio,Sixth Gear Ratio,Seventh Gear Ratio,Eighth Gear Ratio,Final Drive Axle Ratio,Reverse Ratio,Front Suspension Type,Rear Suspension Type,Front Brakes,Rear Brakes,Front Brake Rotor Diameter,Rear Brake Rotor Diameter,Rear Drum Brake Dimensions,Brake Type,ABS Brakes Type,Front Tire Size,Rear Tire Size,Front Wheel Diameter,Rear Wheel Diameter,Front Wheel Width,Rear Wheel Width,Rear Tire Size,Spare Tire Size,Front Wheel Material,Rear Wheel Material,Spare Wheel Material,TPMS,Curb weight,Fuel tank capacity,Dead Weight Hitch - Max Tongue Weight,Dead Weight Hitch - Max Trailer Weight,Max Trailering Capacity,Weight Distributing Hitch - Max Tongue Weight,Weight Distributing Hitch - Max Trailer Weight,Length,Width,Height,Wheelbase,Front track,Rear track,Ground clearance,Turning circle,Front head room,Front leg room,Front shoulder room,Front hip room,Rear head room,Rear leg room,Rear shoulder room,Rear hip room,3rd Row Head Room,3rd Row Leg Room,3rd Row Shoulder Room,3rd Row Hip Room
167,"$22,161 ",Ford,Transit Cutaway,2016,2,2,Transmission: 6-Speed Automatic w/SelectShift,Rear Wheel Drive,,,275 hp,"6,000",260 ft-lbs.,"4,000",6,3.70 L,"					Gas",Transmission: 6-Speed Automatic w/SelectShift,4.17,2.34,1.52,1.14,0.86,0.69,,,,3.4,Strut,Leaf,"					Front Disc Brakes","					Rear Disc Brakes",12.10 in.,12.10 in.,NA in.,"					ABS Brakes",4-Wheel,LT235/65SR16,LT235/65SR16,16.00 in.,16.00 in.,7.00 in.,7.00 in.,LT235/65SR16,NA,Steel,Steel,NA,"					Tire Pressure Monitor",,25.00 gal.,670 lbs,"6,700 lbs","6,700 lbs",670 lbs,"6,700 lbs",,80.3,87.30 in.,138.00 in.,,,,,44.90 in.,41.30 in.,67.90 in.,67.50 in.,,,,,,,,
168,"$26,871 ",Ford,Transit Van,2016,,, 6-speed shiftable automatic, Rear wheel drive,,,275 hp,"6,000",260 ft-lbs.,"4,000",6,3.70 L,"					Flex Fuel", 6-speed shiftable automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.00 gal.,,,,,,219.90 in.,81.3,83.50 in.,129.90 in.,,,,39.20 ft.,,,,,,,,,,,,
169,"$26,993 ",Ford,Transit Wagon,2016,3,8,Transmission: 6-Speed Automatic w/OD &amp; SelectShift,Rear Wheel Drive,,16 mpg,275 hp,"6,000",260 ft-lbs.,"4,000",6,3.70 L,"					Gas",Transmission: 6-Speed Automatic w/OD &amp; SelectShift,4.17,2.34,1.52,1.14,0.86,0.69,,,,3.4,Strut,Leaf,"					Front Disc Brakes","					Rear Disc Brakes",12.10 in.,12.10 in.,NA in.,"					ABS Brakes",4-Wheel,LT235/65SR16,LT235/65SR16,16.00 in.,16.00 in.,7.00 in.,7.00 in.,LT235/65SR16,Full-Size,Steel,Steel,Steel,"					Tire Pressure Monitor",,25.00 gal.,470 lbs,"4,700 lbs","4,700 lbs",470 lbs,"4,700 lbs",,81.3,82.20 in.,130.00 in.,,,,,40.80 in.,39.70 in.,67.90 in.,67.50 in.,41.10 in.,33.70 in.,71.40 in.,69.60 in.,40.60 in.,35.60 in.,67.00 in.,67.30 in.
170,"$40,410 ",GMC,Acadia,2016,4,7,"Transmission, 6-speed automatic (Included and only available with TV14526 AWD models.)",All Wheel Drive,7.15 sec,17 mpg,288 hp,"6,300",270 ft-lbs.,"3,400",6,3.60 L,"					Gas","Transmission, 6-speed automatic (Included and only available with TV14526 AWD models.)",4.48,2.87,1.84,1.41,1,0.74,,,3.16,2.88,Coil-Over Strut,Linked H-Arm,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P255/55R20,P255/55R20,,,,,P255/55R20,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,850 lbs.",22.00 gal.,500 lbs,"5,000 lbs",,520 lbs,"5,200 lbs",200.80 in.,78.9,70.40 in.,118.90 in.,67.30 in.,67.10 in.,7.60 in.,40.40 ft.,40.30 in.,41.30 in.,61.60 in.,58.00 in.,39.60 in.,36.80 in.,61.00 in.,57.80 in.,38.40 in.,33.20 in.,57.80 in.,48.30 in.
171,"$24,085 ",GMC,Canyon,2016,4,5,"Transmission, 6-speed automatic",Rear Wheel Drive,,22 mpg,200 hp,"6,300",191 ft-lbs.,"4,400",4,2.50 L,"					Gas","Transmission, 6-speed automatic",4.06,2.37,1.55,1.16,0.85,0.67,,,,3.2,Independent,2-Stage Multi-Leaf,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P255/65R17,P255/65R17,,,,,P255/65R17,T175/80R18,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor",,21.00 gal.,350 lbs,"3,500 lbs","7,700 lbs",350 lbs,"3,500 lbs",,74.3,70.70 in.,128.30 in.,,,,41.30 ft.,41.40 in.,45.00 in.,57.50 in.,55.00 in.,38.30 in.,35.80 in.,56.20 in.,53.30 in.,,,,
172,,GMC,Savana,2016,,, 6-speed automatic, Rear wheel drive,9.59 sec,,260 hp,"3,100",525 ft-lbs.,"1,600",8,6.60 L,"					Diesel", 6-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,119 lbs.",31.00 gal.,,,,,,224.10 in.,79.2,83.70 in.,135.00 in.,,,7.10 in.,49.20 ft.,39.80 in.,41.30 in.,68.80 in.,65.50 in.,38.40 in.,36.30 in.,68.60 in.,65.60 in.,,,,
173,,GMC,Savana Cargo,2016,,, 6-speed automatic, Rear wheel drive,8.81 sec,,260 hp,"3,100",525 ft-lbs.,"1,600",8,6.60 L,"					Diesel", 6-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,458 lbs.",31.00 gal.,,,,,,224.10 in.,79.2,84.50 in.,135.00 in.,,,7.70 in.,49.20 ft.,,,,,,,,,,,,
174,"$26,721 ",GMC,Savana Passenger,2016,3,12,"Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode and internal transmission oil cooler",Rear Wheel Drive,,13 mpg,285 hp,"5,400",295 ft-lbs.,"4,600",8,4.80 L,"					Gas","Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode and internal transmission oil cooler",4.03,2.36,1.53,1.15,0.85,0.67,,,,3.06,Coil Spring,Hypoid Drive,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,LT245/75R16E,LT245/75R16E,,,,,LT245/75R16E,LT245/75R16E,Steel,Steel,Steel,"					Tire Pressure Monitor",,31.00 gal.,500 lbs,"5,000 lbs","9,800 lbs","1,215 lbs","8,100 lbs",,79.2,83.90 in.,135.00 in.,,,,49.20 ft.,39.80 in.,41.30 in.,68.80 in.,65.50 in.,38.40 in.,36.30 in.,68.60 in.,68.60 in.,38.50 in.,36.60 in.,65.80 in.,63.30 in.
175,"$41,463 ",GMC,Sierra 1500,2016,4,6,"Transmission, 8-speed automatic, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking",Rear Wheel Drive,,18 mpg,355 hp,"5,600",383 ft-lbs.,"4,100",8,5.30 L,"					Gas","Transmission, 8-speed automatic, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking",,,,,,,,,,,Independent,2-Stage Multi-Leaf,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P275/55R20,P275/55R20,,,,,P275/55R20,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,26.00 gal.,500 lbs,"5,000 lbs","9,400 lbs",940 lbs,"9,400 lbs",,80,74.17 in.,143.50 in.,,,,47.20 ft.,42.80 in.,45.27 in.,66.03 in.,60.73 in.,40.50 in.,40.93 in.,65.73 in.,60.27 in.,,,,
176,"$44,217 ",GMC,Sierra 2500HD,2016,4,5,"Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Requires (L96) Vortec 6.0L V8 SFI engine or (LC8) 6.0L V8 SFI Gaseous engine.)",Rear Wheel Drive,,,360 hp,"5,400",380 ft-lbs.,"4,200",8,6.00 L,"					Gas","Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Requires (L96) Vortec 6.0L V8 SFI engine or (LC8) 6.0L V8 SFI Gaseous engine.)",4.03,2.36,1.53,1.15,0.85,0.67,,,,3.06,Independent,Multi-Leaf,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,LT265/70R18E,LT265/70R18E,,,,,LT265/70R18E,NA,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,36.00 gal.,500 lbs,"5,000 lbs","13,000 lbs","1,300 lbs","13,000 lbs",,80.51,78.27 in.,153.70 in.,,,,51.50 ft.,42.80 in.,45.27 in.,64.84 in.,60.73 in.,40.50 in.,40.93 in.,64.33 in.,60.24 in.,,,,
177,"$33,380 ",GMC,Sierra 3500HD,2016,,, 6-speed automatic, Rear wheel drive,,,360 hp,"5,400",380 ft-lbs.,"4,200",8,6.00 L,"					Flex Fuel", 6-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00 gal.,,,,,,224.40 in.,96,76.80 in.,133.60 in.,,,8.00 in.,45.90 ft.,,,,,,,,,,,,
178,"$29,099 ",GMC,Terrain,2016,4,5,"Transmission, 6-speed automatic",All Wheel Drive,8.84 sec,23 mpg,182 hp,"6,700",172 ft-lbs.,"4,900",4,2.40 L,"					Gas","Transmission, 6-speed automatic",4.58,2.96,1.91,1.45,1,0.75,,,3.53,2.94,MacPherson Strut,Trailing Arm,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P235/55R18,P235/55R18,,,,,P235/55R18,- TBD -,Aluminum,Aluminum,- TBD -,"					Tire Pressure Monitor","4,068 lbs.",18.80 gal.,150 lbs,"1,500 lbs",,150 lbs,"1,500 lbs",185.50 in.,72.8,66.30 in.,112.50 in.,62.90 in.,62.10 in.,6.90 in.,40.00 ft.,39.80 in.,41.20 in.,55.70 in.,55.10 in.,39.20 in.,39.90 in.,55.30 in.,51.30 in.,,,,
179,"$52,913 ",GMC,Yukon,2016,4,7,"Transmission, 8-speed automatic",Rear Wheel Drive,,17 mpg,420 hp,"5,600",460 ft-lbs.,"4,100",8,6.20 L,"					Gas","Transmission, 8-speed automatic",4,2.4,1.5,1.2,0.9,0.7,,,,3.1,Coil-Over Shock,Multi-link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P275/55R20,P275/55R20,,,,,P275/55R20,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,26.00 gal.,500 lbs,"5,000 lbs",,840 lbs,"8,400 lbs",,80.5,74.40 in.,116.00 in.,,,,39.00 ft.,42.80 in.,45.30 in.,64.80 in.,60.80 in.,38.70 in.,39.00 in.,65.10 in.,60.30 in.,38.10 in.,24.80 in.,62.60 in.,49.30 in.
180,"$55,100 ",GMC,Yukon XL,2016,4,7,"Transmission, 8-speed automatic",Rear Wheel Drive,,17 mpg,420 hp,"5,600",460 ft-lbs.,"4,100",8,6.20 L,"					Gas","Transmission, 8-speed automatic",,,,,,,,,,,Coil-Over Shock,Multi-link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P275/55R20,P275/55R20,,,,,P275/55R20,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,31.00 gal.,500 lbs,"5,000 lbs",,810 lbs,"8,100 lbs",,80.5,74.40 in.,130.00 in.,,,,43.00 ft.,42.80 in.,45.30 in.,64.80 in.,60.80 in.,39.10 in.,39.70 in.,65.10 in.,60.30 in.,38.50 in.,34.50 in.,62.60 in.,49.30 in.
181,,Honda,Accord,2016,,, 6-speed manual, Front wheel drive,7.62 sec,,185 hp,"6,400",181 ft-lbs.,"3,900",4,2.40 L,"					Gas", 6-speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,170 lbs.",17.20 gal.,,,,,,192.50 in.,72.8,57.70 in.,109.30 in.,,,,38.10 ft.,39.10 in.,42.50 in.,58.60 in.,55.60 in.,37.50 in.,38.50 in.,56.50 in.,54.70 in.,,,,
182,"$23,222 ",Honda,Accord Sedan,2016,4,5,,Front Wheel Drive,,31 mpg,185 hp,"6,400",181 ft-lbs.,"3,900",4,2.40 L,"					Gas",,,,,,,,,,3.24,2.65,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",11.50 in.,11.10 in.,NA in.,"					ABS Brakes",4-Wheel,P215/55VR17,P215/55VR17,17.00 in.,17.00 in.,7.50 in.,7.50 in.,P215/55VR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,360 lbs.",17.20 gal.,,,,,,192.50 in.,72.8,57.70 in.,109.30 in.,62.40 in.,62.60 in.,5.80 in.,38.10 ft.,37.60 in.,42.50 in.,58.60 in.,55.60 in.,37.00 in.,38.50 in.,56.50 in.,54.70 in.,,,,
183,"$20,007 ",Honda,Civic,2016,4,5,,Front Wheel Drive,,35 mpg,174 hp,"6,000",162 ft-lbs.,"1,700",4,1.50 L,"					Gas",,,,,,,,,,4.81,1.86,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",11.10 in.,10.20 in.,NA in.,"					ABS Brakes",4-Wheel,P215/50HR17,P215/50HR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P215/50HR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","2,917 lbs.",12.40 gal.,,,,,,182.30 in.,70.8,55.70 in.,106.30 in.,60.90 in.,61.50 in.,,35.70 ft.,37.50 in.,42.30 in.,57.00 in.,53.70 in.,36.80 in.,37.40 in.,55.00 in.,47.30 in.,,,,
184,"$18,974 ",Honda,Civic Coupe,2016,2,5,,Front Wheel Drive,,35 mpg,174 hp,"6,000",162 ft-lbs.,"1,700",4,1.50 L,"					Gas",,,,,,,,,,4.81,1.86,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",11.10 in.,10.20 in.,NA in.,"					ABS Brakes",4-Wheel,P215/50HR17,P215/50HR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P215/50HR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","2,900 lbs.",12.40 gal.,,,,,,176.90 in.,70.8,54.90 in.,106.30 in.,60.90 in.,61.50 in.,,35.70 ft.,36.50 in.,42.30 in.,56.90 in.,54.10 in.,34.50 in.,35.90 in.,52.60 in.,48.10 in.,,,,
185,"$24,336 ",Honda,CR-V,2016,4,5,,Front Wheel Drive,,29 mpg,185 hp,"6,400",181 ft-lbs.,"3,900",4,2.40 L,"					Gas",,,,,,,,,,5.05,2.65,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",11.70 in.,12.00 in.,NA in.,"					ABS Brakes",4-Wheel,P225/65TR17,P225/65TR17,17.00 in.,17.00 in.,6.50 in.,6.50 in.,P225/65TR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,472 lbs.",15.30 gal.,150 lbs,"1,500 lbs","1,500 lbs",150 lbs,"1,500 lbs",179.40 in.,71.6,64.70 in.,103.10 in.,62.30 in.,62.30 in.,,37.50 ft.,38.00 in.,41.30 in.,58.60 in.,54.50 in.,38.60 in.,38.30 in.,56.40 in.,53.10 in.,,,,
186,"$20,322 ",Honda,CR-Z,2016,2,2,,Front Wheel Drive,,37 mpg,130 hp,"6,000",127 ft-lbs.,"1,000",4,1.50 L,"					Gas",,,,,,,,,,4.2,5.67,Strut,Torsion Beam,"					Front Disc Brakes","					Rear Disc Brakes",11.10 in.,11.10 in.,NA in.,"					ABS Brakes",4-Wheel,P195/55VR16,P195/55VR16,16.00 in.,16.00 in.,6.00 in.,6.00 in.,P195/55VR16,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","2,747 lbs.",10.60 gal.,,,,,,161.50 in.,68.5,54.90 in.,95.90 in.,59.60 in.,59.50 in.,,33.50 ft.,36.90 in.,42.70 in.,53.80 in.,51.50 in.,,,,,,,,
187,"$17,143 ",Honda,Fit,2016,4,5,,Front Wheel Drive,,35 mpg,130 hp,"6,600",114 ft-lbs.,"4,600",4,1.50 L,"					Gas",,,,,,,,,,5.44,2.71,Strut,Torsion Beam,"					Front Disc Brakes","					Rear Drum Brakes",10.30 in.,7.90 in.,7.9 in.,"					ABS Brakes",4-Wheel,P185/55HR16,P185/55HR16,16.00 in.,16.00 in.,6.00 in.,6.00 in.,P185/55HR16,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","2,642 lbs.",10.60 gal.,,,,,,160.00 in.,67,60.00 in.,99.60 in.,58.10 in.,57.70 in.,,35.10 ft.,38.00 in.,41.40 in.,54.80 in.,51.50 in.,37.60 in.,39.30 in.,52.60 in.,45.10 in.,,,,
188,"$19,998 ",Honda,HR-V,2016,4,5,,Front Wheel Drive,,31 mpg,141 hp,"6,500",127 ft-lbs.,"4,300",4,1.80 L,"					Gas",,,,,,,,,,5.44,2.71,Strut,Torsion Beam,"					Front Disc Brakes","					Rear Disc Brakes",11.50 in.,11.10 in.,NA in.,"					ABS Brakes",4-Wheel,P215/55VR17,P215/55VR17,17.00 in.,17.00 in.,6.50 in.,6.50 in.,P215/55VR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","2,947 lbs.",13.20 gal.,,,,,,169.10 in.,69.8,63.20 in.,102.80 in.,60.40 in.,60.60 in.,,37.40 ft.,37.60 in.,41.20 in.,56.80 in.,53.10 in.,38.30 in.,39.30 in.,54.50 in.,47.40 in.,,,,
189,"$30,942 ",Honda,Odyssey,2016,4,8,Transmission: 6-Speed Automatic,Front Wheel Drive,8.60 sec,22 mpg,248 hp,"5,700",250 ft-lbs.,"4,800",6,3.50 L,"					Gas",Transmission: 6-Speed Automatic,3.36,2.1,1.49,1.06,0.75,0.56,,,4.25,2.27,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.60 in.,13.10 in.,NA in.,"					ABS Brakes",4-Wheel,P235/65TR17,P235/65TR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P235/65TR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,540 lbs.",21.00 gal.,350 lbs,"3,500 lbs",,350 lbs,"3,500 lbs",202.90 in.,79.2,68.40 in.,118.10 in.,68.10 in.,68.20 in.,4.50 in.,36.70 ft.,38.30 in.,40.90 in.,64.40 in.,58.20 in.,39.40 in.,40.90 in.,63.50 in.,66.10 in.,38.00 in.,42.40 in.,60.90 in.,48.40 in.
190,"$30,176 ",Honda,Pilot,2016,4,8,Transmission: 6-Speed Automatic,Front Wheel Drive,7.31 sec,22 mpg,280 hp,"6,000",262 ft-lbs.,"4,700",6,3.50 L,"					Gas",Transmission: 6-Speed Automatic,3.36,2.1,1.49,1.06,0.75,0.56,,,4.25,2.27,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.60 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/60HR18,P245/60HR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P245/60HR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,123 lbs.",19.50 gal.,350 lbs,"3,500 lbs","3,500 lbs",350 lbs,"3,500 lbs",194.50 in.,78.6,69.80 in.,111.00 in.,66.30 in.,66.30 in.,,39.40 ft.,39.50 in.,40.90 in.,62.00 in.,59.10 in.,39.90 in.,38.40 in.,62.00 in.,57.30 in.,38.90 in.,31.90 in.,57.60 in.,44.60 in.
191,"$12,753 ",Hyundai,Accent,2016,4,5,"Transmission: 6-Speed Automatic w/SHIFTRONIC -inc: active ECO system and Hillstart Assist Control, 2.937 Axle Ratio",Front Wheel Drive,8.70 sec,30 mpg,137 hp,"6,300",123 ft-lbs.,"4,850",4,1.60 L,"					Gas","Transmission: 6-Speed Automatic w/SHIFTRONIC -inc: active ECO system and Hillstart Assist Control, 2.937 Axle Ratio",4.44,2.73,1.83,1.39,1,0.77,,,2.94,3.44,Strut,Torsion Beam,"					Front Disc Brakes","					Rear Drum Brakes",10.10 in.,,NA in.,"					ABS Brakes",4-Wheel,P175/70TR14,P175/70TR14,14.00 in.,14.00 in.,5.00 in.,5.00 in.,P175/70TR14,NA,Steel,Steel,NA,"					Tire Pressure Monitor","2,546 lbs.",11.40 gal.,,,,,,172.00 in.,66.9,57.10 in.,101.20 in.,59.30 in.,59.50 in.,5.50 in.,34.10 ft.,39.90 in.,41.80 in.,53.70 in.,51.30 in.,37.20 in.,33.30 in.,53.40 in.,47.20 in.,,,,
192,"$31,833 ",Hyundai,Azera,2016,4,5,"Transmission: 6-Speed Automatic w/SHIFTRONIC -inc: lock-up torque converter, shift lock and manual shift mode",Front Wheel Drive,6.27 sec,23 mpg,293 hp,"6,400",255 ft-lbs.,"5,200",6,3.30 L,"					Gas","Transmission: 6-Speed Automatic w/SHIFTRONIC -inc: lock-up torque converter, shift lock and manual shift mode",4.65,2.83,1.84,1.39,1,0.77,,,2.88,3.39,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.60 in.,11.20 in.,NA in.,"					ABS Brakes",4-Wheel,P245/40VR19,P245/40VR19,19.00 in.,19.00 in.,8.00 in.,8.00 in.,P245/40VR19,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,871 lbs.",18.50 gal.,,,,,,193.70 in.,73.2,57.90 in.,112.00 in.,61.30 in.,61.30 in.,5.40 in.,36.50 ft.,38.30 in.,45.50 in.,58.30 in.,54.60 in.,37.30 in.,36.80 in.,56.40 in.,54.20 in.,,,,
193,"$16,038 ",Hyundai,Elantra,2016,4,5,Transmission: 6-Speed Automatic w/SHIFTRONIC -inc: Active ECO System,Front Wheel Drive,8.06 sec,27 mpg,173 hp,"6,500",154 ft-lbs.,"4,700",4,2.00 L,"					Gas",Transmission: 6-Speed Automatic w/SHIFTRONIC -inc: Active ECO System,4.44,2.73,1.83,1.39,1,0.77,,,3.27,3.44,Strut,Torsion Beam,"					Front Disc Brakes","					Rear Disc Brakes",11.00 in.,10.30 in.,NA in.,"					ABS Brakes",4-Wheel,P205/55HR16,P205/55HR16,16.00 in.,16.00 in.,6.50 in.,6.50 in.,P205/55HR16,Compact,Steel,Steel,Steel,"					Tire Pressure Monitor","2,904 lbs.",13.20 gal.,75 lbs,750 lbs,,75 lbs,750 lbs,169.30 in.,70.1,57.90 in.,104.30 in.,61.00 in.,61.50 in.,5.50 in.,34.80 ft.,40.10 in.,42.00 in.,55.90 in.,53.10 in.,37.90 in.,34.60 in.,54.90 in.,51.00 in.,,,,
194,"$15,228 ",Hyundai,Elantra GT,2016,,, 6-speed manual, Front wheel drive,7.40 sec,,173 hp,"6,500",154 ft-lbs.,"4,700",4,2.00 L,, 6-speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,851 lbs.",13.20 gal.,,,,,,169.30 in.,70.1,57.90 in.,104.30 in.,,,5.50 in.,34.80 ft.,40.10 in.,42.00 in.,55.90 in.,53.10 in.,37.90 in.,34.60 in.,54.90 in.,51.00 in.,,,,
195,"$49,815 ",Hyundai,Equus,2016,4,5,Transmission: 8-Speed Automatic w/SHIFTRONIC -inc: manual shift mode,Rear Wheel Drive,4.92 sec,18 mpg,429 hp,"6,400",376 ft-lbs.,"5,000",8,5.00 L,"					Gas",Transmission: 8-Speed Automatic w/SHIFTRONIC -inc: manual shift mode,3.79,2.47,1.61,1.18,1,0.83,0.65,0.57,3.54,2.47,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",14.20 in.,12.40 in.,NA in.,"					ABS Brakes",4-Wheel,P245/45VR19,P275/40VR19,19.00 in.,19.00 in.,8.00 in.,9.00 in.,P275/40VR19,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor","4,553 lbs.",20.30 gal.,,,,,,203.10 in.,74.4,58.70 in.,119.90 in.,63.80 in.,64.10 in.,5.10 in.,39.60 ft.,38.70 in.,45.10 in.,59.10 in.,55.50 in.,37.70 in.,38.80 in.,58.00 in.,55.10 in.,,,,
196,"$33,412 ",Hyundai,Genesis,2016,4,5,Transmission: Electronic 8-Speed Auto w/SHIFTRONIC -inc: manual shift mode,All Wheel Drive,5.74 sec,19 mpg,311 hp,"6,000",293 ft-lbs.,"5,000",6,3.80 L,"					Gas",Transmission: Electronic 8-Speed Auto w/SHIFTRONIC -inc: manual shift mode,3.67,2.4,1.61,1.19,1,0.83,0.64,0.56,3.91,2.27,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.60 in.,12.40 in.,NA in.,"					ABS Brakes",4-Wheel,P245/45VR18,P245/45VR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P245/45VR18,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor","4,295 lbs.",20.30 gal.,,,,,,196.50 in.,74.4,58.30 in.,118.50 in.,64.10 in.,65.30 in.,5.10 in.,36.20 ft.,41.10 in.,45.70 in.,58.30 in.,55.70 in.,38.20 in.,35.00 in.,57.10 in.,54.80 in.,,,,
197,"$28,309 ",Hyundai,Genesis Coupe,2016,2,4,"Transmission: 8-Speed Automatic w/SHIFTRONIC -inc: lockup torque converter and Paddle-shift, 3.909 Axle Ratio",Rear Wheel Drive,5.07 sec,19 mpg,348 hp,"6,400",295 ft-lbs.,"5,100",6,3.80 L,"					Gas","Transmission: 8-Speed Automatic w/SHIFTRONIC -inc: lockup torque converter and Paddle-shift, 3.909 Axle Ratio",3.96,2.47,1.61,1.18,1,0.83,0.65,0.56,3.91,2.27,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.40 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P225/40YR19,P245/40YR19,19.00 in.,19.00 in.,8.00 in.,8.50 in.,P245/40YR19,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor","3,503 lbs.",17.20 gal.,,,,,,182.30 in.,73.4,54.50 in.,111.00 in.,63.00 in.,63.60 in.,5.10 in.,37.40 ft.,39.20 in.,44.10 in.,56.70 in.,56.00 in.,34.60 in.,30.30 in.,52.80 in.,49.20 in.,,,,
