,Price,Make,Model,Year,Passenger Doors,Passenger Capacity,Transmission,Drive type,0-60 mph,EPA mileage (combined),Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Base engine size,Engine type,Transmission,First Gear Ratio,Second Gear Ratio,Third Gear Ratio,Fourth Gear Ratio,Fifth Gear Ratio,Sixth Gear Ratio,Seventh Gear Ratio,Eighth Gear Ratio,Final Drive Axle Ratio,Reverse Ratio,Front Suspension Type,Rear Suspension Type,Front Brakes,Rear Brakes,Front Brake Rotor Diameter,Rear Brake Rotor Diameter,Rear Drum Brake Dimensions,Brake Type,ABS Brakes Type,Front Tire Size,Rear Tire Size,Front Wheel Diameter,Rear Wheel Diameter,Front Wheel Width,Rear Wheel Width,Rear Tire Size,Spare Tire Size,Front Wheel Material,Rear Wheel Material,Spare Wheel Material,TPMS,Curb weight,Fuel tank capacity,Dead Weight Hitch - Max Tongue Weight,Dead Weight Hitch - Max Trailer Weight,Max Trailering Capacity,Weight Distributing Hitch - Max Tongue Weight,Weight Distributing Hitch - Max Trailer Weight,Length,Width,Height,Wheelbase,Front track,Rear track,Ground clearance,Turning circle,Front head room,Front leg room,Front shoulder room,Front hip room,Rear head room,Rear leg room,Rear shoulder room,Rear hip room,3rd Row Head Room,3rd Row Leg Room,3rd Row Shoulder Room,3rd Row Hip Room
81,,Cadillac,ATS-V,2016,,, 6-speed manual, Rear wheel drive,3.97 sec,,464 hp,"5,850",445 ft-lbs.,"3,500",6,3.60 L,"					Gas", 6-speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,700 lbs.",16.00 gal.,,,,,,184.00 in.,71.3,55.70 in.,109.30 in.,,,,38.40 ft.,37.60 in.,42.30 in.,54.10 in.,54.10 in.,35.10 in.,33.50 in.,51.10 in.,44.50 in.,,,,
82,"$50,758 ",Cadillac,ATS-V Coupe,2016,2,4,"Rear axle, 3.73 ratio (Included with (MG9) 6-speed manual transmission.)",Rear Wheel Drive,4.05 sec,19 mpg,464 hp,"5,850",445 ft-lbs.,"3,500",6,3.60 L,"					Gas","Rear axle, 3.73 ratio (Included with (MG9) 6-speed manual transmission.)",3.01,2.07,1.43,1,0.84,0.57,,,3.73,3.28,MacPherson Strut,Independent Five-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P255/35ZR18,P275/35ZR18,,,,,P275/35ZR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,803 lbs.",16.00 gal.,,,,,,184.70 in.,72.5,54.50 in.,109.30 in.,60.50 in.,61.40 in.,,38.38 ft.,37.60 in.,42.30 in.,54.10 in.,54.10 in.,35.10 in.,33.50 in.,51.10 in.,44.50 in.,,,,
83,"$48,976 ",Cadillac,ATS-V Sedan,2016,4,5,"Transmission, 6-speed manual",Rear Wheel Drive,4.06 sec,19 mpg,464 hp,"5,850",445 ft-lbs.,"3,500",6,3.60 L,"					Gas","Transmission, 6-speed manual",3.01,2.07,1.43,1,0.84,0.57,,,3.73,3.28,MacPherson Strut,Independent Five-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P255/35ZR18,P275/35ZR18,,,,,P275/35ZR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,812 lbs.",16.00 gal.,,,,,,184.00 in.,71.3,55.70 in.,109.30 in.,60.50 in.,60.40 in.,,38.38 ft.,37.60 in.,42.30 in.,54.10 in.,54.10 in.,35.10 in.,33.50 in.,51.10 in.,44.50 in.,,,,
84,"$43,330 ",Cadillac,CT6,2016,4,5,"Transmission, 8-speed automatic",Rear Wheel Drive,6.42 sec,25 mpg,265 hp,"5,500",295 ft-lbs.,"3,000",4,2.00 L,"					Gas","Transmission, 8-speed automatic",,,,,,,,,3.27,,Independent,Independent,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P235/50R18,P235/50R18,,,,,P235/50R18,T135/70R18,Aluminum,Aluminum,- TBD -,,"3,647 lbs.",19.50 gal.,,,,,,204.00 in.,74,57.90 in.,122.40 in.,63.30 in.,64.00 in.,,,40.10 in.,42.30 in.,58.30 in.,55.80 in.,38.00 in.,40.40 in.,56.10 in.,53.40 in.,,,,
85,"$38,523 ",Cadillac,CTS,2016,4,5,"Transmission, 8-speed automatic",All Wheel Drive,6.30 sec,24 mpg,268 hp,"5,600",295 ft-lbs.,,4,2.00 L,"					Gas","Transmission, 8-speed automatic",4.62,3.04,2.07,1.66,1.26,1,0.85,0.66,3.27,3.93,MacPherson Strut,Independent Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",Yes,P245/45R17,P245/45R17,,,,,P245/45R17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,808 lbs.",19.00 gal.,100 lbs,"1,000 lbs",,,,195.50 in.,72.2,57.20 in.,114.60 in.,61.40 in.,61.70 in.,,37.10 ft.,40.40 in.,45.70 in.,56.90 in.,53.80 in.,37.50 in.,35.40 in.,54.80 in.,53.30 in.,,,,
86,"$68,035 ",Cadillac,CTS-V,2016,4,5,"Transmission, 8-speed automatic",Rear Wheel Drive,3.64 sec,17 mpg,640 hp,"6,400",630 ft-lbs.,"3,600",8,6.20 L,"					Gas","Transmission, 8-speed automatic",4.56,2.97,2.08,1.69,1.27,1,0.85,0.65,2.85,3.82,MacPherson Strut,Independent Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P265/35R19,P295/30ZR19,,,,,P295/30ZR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,134 lbs.",19.00 gal.,,,,,,197.60 in.,72.2,57.20 in.,114.60 in.,62.10 in.,61.20 in.,,40.30 ft.,40.40 in.,45.70 in.,56.90 in.,53.80 in.,37.50 in.,35.40 in.,54.80 in.,53.30 in.,,,,
87,"$52,650 ",Cadillac,ELR,2016,2,4,,Front Wheel Drive,,32 mpg,233 hp,,373 ft-lbs.,,,1.40 L,"					Gas",,,,,,,,,,,,HiPer Strut,Watts Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P245/40R20,P245/40R20,,,,,P245/40R20,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,065 lbs.",9.30 gal.,,,,,,186.00 in.,72.7,55.90 in.,106.10 in.,62.10 in.,62.40 in.,,38.40 ft.,36.90 in.,42.20 in.,55.20 in.,52.90 in.,34.70 in.,33.60 in.,49.90 in.,48.60 in.,,,,
88,"$62,406 ",Cadillac,Escalade,2016,4,7,"Transmission, 8-speed automatic, 8L90",Rear Wheel Drive,,17 mpg,420 hp,"5,600",460 ft-lbs.,"4,100",8,6.20 L,"					Gas","Transmission, 8-speed automatic, 8L90",4.56,2.97,2.08,1.69,1.27,1,0.85,0.65,,3.82,Independent,5-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P285/45R22,P285/45R22,,,,,P285/45R22,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,26.00 gal.,500 lbs,"5,000 lbs",,830 lbs,"8,300 lbs",,80.5,74.40 in.,116.00 in.,,,,39.00 ft.,39.70 in.,45.30 in.,64.90 in.,60.90 in.,38.70 in.,39.00 in.,64.40 in.,60.20 in.,38.10 in.,24.80 in.,62.60 in.,49.30 in.
89,"$64,836 ",Cadillac,Escalade ESV,2016,4,7,"Transmission, 8-speed automatic, 8L90",Rear Wheel Drive,,17 mpg,420 hp,"5,600",460 ft-lbs.,"4,100",8,6.20 L,"					Gas","Transmission, 8-speed automatic, 8L90",4.56,2.97,2.08,1.69,1.27,1,0.85,0.65,,3.82,Independent,5-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P285/45R22,P285/45R22,,,,,P285/45R22,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,31.00 gal.,500 lbs,"5,000 lbs",,810 lbs,"8,100 lbs",,80.5,74.00 in.,130.00 in.,,,,43.00 ft.,39.70 in.,45.30 in.,64.90 in.,60.90 in.,39.10 in.,39.70 in.,64.40 in.,60.20 in.,38.50 in.,34.50 in.,62.60 in.,49.30 in.
90,"$39,625 ",Cadillac,SRX,2016,4,5,"Transmission, 6-speed automatic, FWD, 6T70 with tap-up/tap-down (on shifter), performance shifting and manual-up/manual-down",Front Wheel Drive,,19 mpg,308 hp,"6,800",265 ft-lbs.,"2,400",6,3.60 L,"					Gas","Transmission, 6-speed automatic, FWD, 6T70 with tap-up/tap-down (on shifter), performance shifting and manual-up/manual-down",4.48,2.87,1.84,1.41,1,0.74,,,,2.88,Independent,Linked H-Arm,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P235/55HR20,P235/50HR20,,,,,P235/50HR20,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor",,21.00 gal.,350 lbs,"3,500 lbs",,350 lbs,"3,500 lbs",190.30 in.,75.2,65.70 in.,110.50 in.,63.80 in.,63.40 in.,7.00 in.,40.30 ft.,39.70 in.,41.20 in.,58.30 in.,55.40 in.,38.40 in.,36.30 in.,56.30 in.,54.70 in.,,,,
91,"$40,576 ",Cadillac,XTS,2016,4,5,"Transmission, 6-speed automatic",Front Wheel Drive,6.72 sec,,304 hp,"6,800",264 ft-lbs.,"5,300",6,3.60 L,"					Gas","Transmission, 6-speed automatic",,,,,,,,,3.16,,MacPherson Strut,Linked H-arm,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,,4-Wheel,P235/55R18,P235/55R18,,,,,P235/55R18,P235/55R18,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor","4,006 lbs.",19.00 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",,,,,,,,38.70 ft.,,,,,,,,,,,,
92,"$20,817 ",Chevrolet,Camaro,2016,2,4,"Transmission, 6-speed manual",Rear Wheel Drive,,24 mpg,275 hp,"5,600",295 ft-lbs.,,4,2.00 L,"					Gas","Transmission, 6-speed manual",4.4,2.59,1.8,1.34,1,0.75,,,3.27,3.99,MacPherson Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P245/50R18,P245/50R18,,,,,P245/50R18,NA,Aluminum,Aluminum,NA,,,,,,,,,188.30 in.,74.7,53.10 in.,110.70 in.,62.50 in.,63.70 in.,,,38.50 in.,43.90 in.,,,,,,,,,,
93,,Chevrolet,City Express,2016,,, Continuously variable-speed automatic, Front wheel drive,10.83 sec,,131 hp,"5,200",139 ft-lbs.,"4,800",4,2.00 L,"					Gas", Continuously variable-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,260 lbs.",14.50 gal.,,,,,,186.30 in.,68.1,73.70 in.,115.20 in.,,,,36.70 ft.,,,,,,,,,,,,
94,"$17,783 ",Chevrolet,City Express Cargo Van,2016,4,2,,Front Wheel Drive,,,131 hp,"5,200",139 ft-lbs.,"4,900",4,2.00 L,"					Gas",,,,,,,,,,,0.75,MacPherson Strut,Multi-Stage,"					Front Disc Brakes","					Rear Drum Brakes",,,9.0 x - TBD - in.,"					ABS Brakes",4-Wheel,"185/60R15C, 95/92T TL","185/60R15C, 95/92T TL",,,,,"185/60R15C, 95/92T TL",Full-Size,Steel,Steel,Steel,"					Tire Pressure Monitor",,14.50 gal.,,,,,,,68.1,73.70 in.,115.20 in.,,,,36.70 ft.,41.70 in.,42.60 in.,54.10 in.,51.30 in.,,,,,,,,
95,"$23,012 ",Chevrolet,Colorado,2016,4,5,"Transmission, 6-speed automatic, HMD, 6L50",Rear Wheel Drive,,22 mpg,200 hp,"6,300",191 ft-lbs.,"4,400",4,2.50 L,"					Gas","Transmission, 6-speed automatic, HMD, 6L50",4.06,2.37,1.55,1.16,0.85,0.67,,,,3.2,Independent,Multi-Leaf,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P255/65R17,P255/65R17,,,,,P255/65R17,T175/80R18,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor",,21.00 gal.,350 lbs,"3,500 lbs","7,700 lbs",350 lbs,"3,500 lbs",,74.3,70.70 in.,128.30 in.,,,,41.30 ft.,41.40 in.,45.00 in.,57.50 in.,55.00 in.,38.30 in.,35.80 in.,56.20 in.,53.30 in.,,,,
96,"$48,114 ",Chevrolet,Corvette,2016,2,2,"Transmission, 7-speed manual with Active Rev Matching",Rear Wheel Drive,3.75 sec,21 mpg,455 hp,"6,000",460 ft-lbs.,"4,600",8,6.20 L,"					Gas","Transmission, 7-speed manual with Active Rev Matching",2.66,1.78,1.3,1,0.74,0.5,0.42,,3.42,2.9,Short/Long Arm,Short/Long Arm,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P245/40ZR18,P285/35ZR19,,,,,P285/35ZR19,NA,Aluminum,Aluminum,NA,,"3,362 lbs.",18.50 gal.,,,,,,176.90 in.,73.9,48.90 in.,106.70 in.,63.00 in.,61.70 in.,,37.70 ft.,37.90 in.,43.00 in.,55.20 in.,53.70 in.,,,,,,,,
97,"$18,727 ",Chevrolet,Cruze,2016,4,5,"Transmission, 6-speed automatic",Front Wheel Drive,,34 mpg,153 hp,"5,600",177 ft-lbs.,,4,1.40 L,"					Gas","Transmission, 6-speed automatic",,,,,,,,,3.14,,MacPherson Strut,Compound Crank,"					Front Disc Brakes","					Rear Disc Brakes",,,#NAME?,"					ABS Brakes",- TBD -,P225/45R17,P225/45R17,,,,,P225/45R17,T115/70R16,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,13.70 gal.,,,,,,183.70 in.,70.5,57.40 in.,106.30 in.,,,,,38.90 in.,42.00 in.,54.90 in.,53.20 in.,37.30 in.,36.10 in.,53.20 in.,51.90 in.,,,,
98,,Chevrolet,Cruze Limited,2016,,, 6-speed manual, Front wheel drive,9.30 sec,,138 hp,"6,300",125 ft-lbs.,"3,800",4,1.80 L,"					Gas", 6-speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,084 lbs.",15.60 gal.,,,,,,181.00 in.,70.7,58.10 in.,105.70 in.,,,,35.70 ft.,39.30 in.,42.30 in.,54.80 in.,53.00 in.,37.90 in.,35.40 in.,53.90 in.,52.40 in.,,,,
99,"$21,999 ",Chevrolet,Equinox,2016,4,5,"Transmission, 6-speed automatic with overdrive",All Wheel Drive,8.61 sec,23 mpg,182 hp,"6,700",172 ft-lbs.,"4,900",4,,"					Gas","Transmission, 6-speed automatic with overdrive",4.48,2.87,1.84,1.41,1,0.74,,,3.53,2.88,MacPherson strut,Multi link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P225/65R17,P225/65R17,,,,,P225/65R17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,926 lbs.",18.80 gal.,150 lbs,"1,500 lbs",,150 lbs,"1,500 lbs",187.80 in.,72.5,66.30 in.,112.50 in.,62.90 in.,62.10 in.,6.90 in.,40.00 ft.,40.90 in.,41.20 in.,55.80 in.,54.60 in.,39.20 in.,39.90 in.,55.30 in.,51.10 in.,,,,
100,,Chevrolet,Express,2016,,, 6-speed automatic, Rear wheel drive,8.93 sec,,285 hp,"5,400",295 ft-lbs.,"4,600",8,4.80 L,"					Flex Fuel", 6-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,096 lbs.",31.00 gal.,,,,,,224.00 in.,79.2,84.60 in.,135.00 in.,,,7.10 in.,49.20 ft.,39.80 in.,41.30 in.,68.80 in.,65.50 in.,38.40 in.,36.30 in.,68.60 in.,65.60 in.,,,,
101,,Chevrolet,Express Cargo,2016,,, 6-speed automatic, Rear wheel drive,8.08 sec,,285 hp,"5,400",295 ft-lbs.,"4,600",8,4.80 L,"					Flex Fuel", 6-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,331 lbs.",31.00 gal.,,,,,,224.10 in.,79.2,84.60 in.,135.00 in.,,,7.10 in.,49.20 ft.,,,,,,,,,,,,
102,"$26,721 ",Chevrolet,Express Passenger,2016,3,12,"Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode and internal transmission oil cooler (Includes external engine oil cooler. Reference the Engine/Axle page for availability.)",Rear Wheel Drive,,13 mpg,285 hp,"5,400",295 ft-lbs.,"4,600",8,4.80 L,"					Gas","Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode and internal transmission oil cooler (Includes external engine oil cooler. Reference the Engine/Axle page for availability.)",4.03,2.36,1.53,1.15,0.85,0.67,,,,3.06,Coil Spring,Hypoid Drive,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,LT245/75R16E,LT245/75R16E,,,,,LT245/75R16E,LT245/75R16E,Steel,Steel,Steel,"					Tire Pressure Monitor",,31.00 gal.,500 lbs,"5,000 lbs","9,800 lbs","1,215 lbs","8,100 lbs",,79.2,83.90 in.,135.00 in.,,,,49.20 ft.,39.80 in.,41.30 in.,68.80 in.,65.50 in.,38.40 in.,36.30 in.,68.60 in.,68.60 in.,38.50 in.,36.60 in.,65.80 in.,63.30 in.
103,"$21,946 ",Chevrolet,Impala,2016,4,5,"Transmission, 6-speed automatic",Front Wheel Drive,,25 mpg,196 hp,"6,300",186 ft-lbs.,"4,400",4,2.50 L,"					Gas","Transmission, 6-speed automatic",4.58,2.96,1.91,1.45,1,0.75,,,3.23,2.94,MacPherson Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P235/50R18,P235/50R18,,,,,P235/50R18,T125/70R17,Steel,Steel,Steel,,,18.50 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",201.30 in.,73,58.90 in.,111.70 in.,62.20 in.,62.00 in.,,38.80 ft.,39.90 in.,45.80 in.,57.90 in.,54.90 in.,37.40 in.,39.80 in.,56.90 in.,54.10 in.,,,,
104,"$22,493 ",Chevrolet,Malibu,2016,4,5,,Front Wheel Drive,,46 mpg,124 hp,"5,000",129 ft-lbs.,"4,750",4,1.80 L,"					Gas",,,,,,,,,,2.64,,MacPherson Strut,Four-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P225/55R17,P225/55R17,,,,,P225/55R17,T125/80R16,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,457 lbs.",13.00 gal.,,,,,,193.80 in.,73,57.60 in.,111.40 in.,62.60 in.,62.50 in.,,37.00 ft.,39.10 in.,42.00 in.,58.50 in.,54.10 in.,37.50 in.,38.10 in.,57.10 in.,53.40 in.,,,,
105,"$18,277 ",Chevrolet,Malibu Limited,2016,4,5,"Transmission, 6-speed automatic, electronically-controlled with overdrive",Front Wheel Drive,,27 mpg,,,,,4,2.50 L,"					Gas","Transmission, 6-speed automatic, electronically-controlled with overdrive",4.58,2.96,1.91,1.45,1,0.75,,,2.64,2.84,MacPherson Strut,Four-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P215/60R16,P215/60R16,,,,,P215/60R16,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,393 lbs.",15.80 gal.,,,,,,191.50 in.,73,57.60 in.,107.80 in.,62.20 in.,62.00 in.,,37.40 ft.,39.00 in.,42.10 in.,57.50 in.,55.00 in.,37.50 in.,36.80 in.,57.10 in.,54.30 in.,,,,
106,"$30,156 ",Chevrolet,Silverado 1500,2016,4,6,"Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking",Rear Wheel Drive,,20 mpg,285 hp,"5,300",305 ft-lbs.,"3,900",6,4.30 L,"					Gas","Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking",4.03,2.36,1.53,1.15,0.85,0.67,,,,3.06,Independent,2-Stage Multi-Leaf,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P275/55R20,P275/55R20,,,,,P275/55R20,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,26.00 gal.,500 lbs,"5,000 lbs","11,100 lbs",550 lbs,"5,500 lbs",,80,74.17 in.,143.50 in.,,,,47.20 ft.,42.80 in.,45.27 in.,66.03 in.,60.73 in.,40.50 in.,40.93 in.,65.73 in.,60.27 in.,,,,
107,"$43,407 ",Chevrolet,Silverado 2500HD,2016,4,5,"Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Requires (L96) Vortec 6.0L V8 SFI engine or (LC8) 6.0L V8 SFI Gaseous engine.)",Rear Wheel Drive,,,360 hp,"5,400",380 ft-lbs.,"4,200",8,6.00 L,"					Gas","Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Requires (L96) Vortec 6.0L V8 SFI engine or (LC8) 6.0L V8 SFI Gaseous engine.)",4.03,2.36,1.53,1.15,0.85,0.67,,,,3.06,Independent,Multi-Leaf,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,LT265/60R20E,LT265/60R20E,,,,,LT265/60R20E,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor",,36.00 gal.,500 lbs,"5,000 lbs","13,000 lbs","1,300 lbs","13,000 lbs",,80.51,78.27 in.,153.70 in.,,,,51.50 ft.,42.80 in.,45.27 in.,64.84 in.,60.73 in.,40.50 in.,40.93 in.,64.33 in.,60.24 in.,,,,
108,"$31,278 ",Chevrolet,Silverado 3500HD,2016,,, 6-speed shiftable automatic, Rear wheel drive,,,360 hp,"5,400",380 ft-lbs.,"4,200",8,6.00 L,"					Flex Fuel", 6-speed shiftable automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00 gal.,,,,,,224.40 in.,80.1,77.80 in.,133.60 in.,,,8.40 in.,45.90 ft.,,,,,,,,,,,,
109,"$16,021 ",Chevrolet,Sonic,2016,4,5,"Transmission, 6-speed automatic",Front Wheel Drive,9.50 sec,31 mpg,138 hp,"4,900",148 ft-lbs.,"1,850",4,1.40 L,"					Gas","Transmission, 6-speed automatic",4.58,2.96,1.91,1.45,1,0.75,,,3.23,2.94,MacPherson Strut,Torsion Beam,"					Front Disc Brakes","					Rear Drum Brakes",,,10.6 x 0.47 in.,"					ABS Brakes",4-Wheel,P205/50R17,P205/50R17,,,,,P205/50R17,Compact,Aluminum,Aluminum,- TBD -,"					Tire Pressure Monitor","2,883 lbs.",12.20 gal.,,,,,,173.10 in.,68.3,59.70 in.,99.40 in.,59.40 in.,59.40 in.,,36.10 ft.,38.70 in.,41.80 in.,53.40 in.,51.40 in.,37.80 in.,34.60 in.,53.00 in.,51.60 in.,,,,
110,"$20,347 ",Chevrolet,Spark,2016,4,4,,Front Wheel Drive,,,140 hp,,327 ft-lbs.,,,,"					Electric",,,,,,,,,,3.87,,MacPherson Strut,Compound Crank,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,185/55R15,195/55R15,,,,,195/55R15,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","2,866 lbs.",,,,,,,146.50 in.,64,62.60 in.,93.50 in.,55.50 in.,54.80 in.,,33.80 ft.,39.40 in.,42.00 in.,50.70 in.,48.00 in.,37.30 in.,35.20 in.,49.71 in.,47.50 in.,,,,
111,,Chevrolet,Spark EV,2016,,, 1-speed direct drive, Front wheel drive,,,,,,,,,"					Electric", 1-speed direct drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,866 lbs.",,,,,,,146.50 in.,64,62.60 in.,93.50 in.,,,,33.80 ft.,39.40 in.,42.00 in.,50.70 in.,48.00 in.,37.30 in.,35.20 in.,49.70 in.,47.50 in.,,,,
112,"$37,725 ",Chevrolet,SS,2016,4,5,"Transmission, 6-speed automatic with TAPshift",Rear Wheel Drive,4.91 sec,16 mpg,415 hp,"5,900",415 ft-lbs.,"4,600",8,6.20 L,"					Gas","Transmission, 6-speed automatic with TAPshift",4.03,2.36,1.53,1.15,0.85,0.67,,,3.27,3.06,Multi-Link MacPherson Strut,4-Link Independent,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P245/40R19,P275/35R19,,,,,P275/35R19,NA,Aluminum,Aluminum,NA,,"3,997 lbs.",18.80 gal.,,,,,,195.50 in.,74.7,57.90 in.,114.80 in.,62.60 in.,62.40 in.,,37.40 ft.,38.70 in.,42.30 in.,59.10 in.,57.20 in.,37.50 in.,39.70 in.,59.00 in.,58.00 in.,,,,
113,"$40,257 ",Chevrolet,Suburban,2016,4,8,"Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",Rear Wheel Drive,,18 mpg,355 hp,"5,600",383 ft-lbs.,"4,100",8,5.30 L,"					Gas","Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",,,,,,,,,,,Independent,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P265/65R18,P265/65R18,,,,,P265/65R18,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,31.00 gal.,500 lbs,"5,000 lbs",,630 lbs,"6,300 lbs",,80.5,74.40 in.,130.00 in.,,,,43.00 ft.,42.80 in.,45.30 in.,64.80 in.,60.80 in.,39.10 in.,39.70 in.,65.10 in.,60.30 in.,38.50 in.,34.50 in.,62.60 in.,49.30 in.
114,"$38,070 ",Chevrolet,Tahoe,2016,4,8,"Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",Rear Wheel Drive,,18 mpg,355 hp,"5,600",383 ft-lbs.,"4,100",8,5.30 L,"					Gas","Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",,,,,,,,,,,Independent,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P265/65R18,P265/65R18,,,,,P265/65R18,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,26.00 gal.,500 lbs,"5,000 lbs",,660 lbs,"6,600 lbs",,80.5,74.40 in.,116.00 in.,,,,39.00 ft.,42.80 in.,45.30 in.,64.80 in.,60.80 in.,38.70 in.,39.00 in.,65.10 in.,60.30 in.,38.10 in.,24.80 in.,62.60 in.,49.30 in.
115,"$26,896 ",Chevrolet,Traverse,2016,4,8,"Transmission, 6-speed automatic (Included and only available with CV14526 AWD models.)",All Wheel Drive,7.40 sec,17 mpg,281 hp,"6,300",266 ft-lbs.,"3,400",6,3.60 L,"					Gas","Transmission, 6-speed automatic (Included and only available with CV14526 AWD models.)",4.48,2.87,1.8,1.41,1,0.74,,,3.16,2.88,Coil-Over Strut,Linked H-Arm,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P245/70R17,P245/70R17,,,,,P245/70R17,Compact,Steel,Steel,Steel,"					Tire Pressure Monitor","4,956 lbs.",22.00 gal.,520 lbs,"5,200 lbs",,520 lbs,"5,200 lbs",203.70 in.,78.5,69.90 in.,118.90 in.,67.30 in.,67.10 in.,7.20 in.,40.40 ft.,40.40 in.,41.30 in.,61.50 in.,58.00 in.,39.40 in.,36.80 in.,61.00 in.,57.80 in.,37.80 in.,33.20 in.,57.60 in.,48.30 in.
