,Price,Make,Model,Year,Passenger Doors,Passenger Capacity,Transmission,Drive type,0-60 mph,EPA mileage (combined),Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Base engine size,Engine type,Transmission,First Gear Ratio,Second Gear Ratio,Third Gear Ratio,Fourth Gear Ratio,Fifth Gear Ratio,Sixth Gear Ratio,Seventh Gear Ratio,Eighth Gear Ratio,Final Drive Axle Ratio,Reverse Ratio,Front Suspension Type,Rear Suspension Type,Front Brakes,Rear Brakes,Front Brake Rotor Diameter,Rear Brake Rotor Diameter,Rear Drum Brake Dimensions,Brake Type,ABS Brakes Type,Front Tire Size,Rear Tire Size,Front Wheel Diameter,Rear Wheel Diameter,Front Wheel Width,Rear Wheel Width,Rear Tire Size,Spare Tire Size,Front Wheel Material,Rear Wheel Material,Spare Wheel Material,TPMS,Curb weight,Fuel tank capacity,Dead Weight Hitch - Max Tongue Weight,Dead Weight Hitch - Max Trailer Weight,Max Trailering Capacity,Weight Distributing Hitch - Max Tongue Weight,Weight Distributing Hitch - Max Trailer Weight,Length,Width,Height,Wheelbase,Front track,Rear track,Ground clearance,Turning circle,Front head room,Front leg room,Front shoulder room,Front hip room,Rear head room,Rear leg room,Rear shoulder room,Rear hip room,3rd Row Head Room,3rd Row Leg Room,3rd Row Shoulder Room,3rd Row Hip Room
107,,Chevrolet,Express,2017,,, 6-speed automatic, Rear wheel drive,8.94 sec,,285 hp,"5,400",295 ft-lbs.,"4,600",8,4.80 L,"					Flex Fuel", 6-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,108 lbs.",31.00 gal.,,,,,,224.10 in.,79.2,83.90 in.,135.00 in.,,,7.10 in.,49.20 ft.,39.80 in.,41.30 in.,68.80 in.,65.50 in.,38.40 in.,36.30 in.,68.60 in.,68.60 in.,,,,
108,,Chevrolet,Express Cargo,2017,,, 6-speed automatic, Rear wheel drive,8.09 sec,,285 hp,"5,400",295 ft-lbs.,"4,600",8,4.80 L,"					Flex Fuel", 6-speed automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,345 lbs.",31.00 gal.,,,,,,224.10 in.,79.2,84.60 in.,135.00 in.,,,7.10 in.,49.20 ft.,,,,,,,,,,,,
109,"$33,140 ",Chevrolet,Express Passenger,2017,3,12,"Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode and internal transmission oil cooler (Included with (L20) Vortec 4.8L SFI engine or (L96) Vortec 6.0L V8 SFI FlexFuel engine. Includes external engine oil cooler. Reference the Engine/Axle page for availability.)",Rear Wheel Drive,,,285 hp,"5,400",295 ft-lbs.,"4,600",8,4.80 L,"					Gas","Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode and internal transmission oil cooler (Included with (L20) Vortec 4.8L SFI engine or (L96) Vortec 6.0L V8 SFI FlexFuel engine. Includes external engine oil cooler. Reference the Engine/Axle page for availability.)",4.03,2.36,1.53,1.15,0.85,0.67,,,,3.06,Coil Spring,Hypoid Drive,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,LT245/75R16E,LT245/75R16E,,,,,LT245/75R16E,LT245/75R16E,Steel,Steel,Steel,"					Tire Pressure Monitor",,31.00 gal.,500 lbs,"5,000 lbs","9,800 lbs",870 lbs,"8,700 lbs",,79.2,83.90 in.,135.00 in.,,,,49.20 ft.,39.80 in.,41.30 in.,68.80 in.,65.50 in.,38.40 in.,36.30 in.,68.60 in.,68.60 in.,38.50 in.,36.60 in.,65.80 in.,63.30 in.
110,"$27,500 ",Chevrolet,Impala,2017,4,5,"Transmission, 6-speed automatic (Included and only available with (LCV) 2.5L engine.)",Front Wheel Drive,,25 mpg,197 hp,"6,300",191 ft-lbs.,"4,400",4,2.50 L,"					Gas","Transmission, 6-speed automatic (Included and only available with (LCV) 2.5L engine.)",4.58,2.96,1.91,1.45,1,0.75,,,3.23,2.94,MacPherson Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P235/50R18,P235/50R18,,,,,P235/50R18,T125/70R17,Steel,Steel,Steel,,,18.50 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",201.30 in.,73,58.90 in.,111.70 in.,62.20 in.,62.00 in.,,38.80 ft.,39.90 in.,45.80 in.,57.90 in.,54.90 in.,37.40 in.,39.80 in.,56.90 in.,54.10 in.,,,,
111,"$27,875 ",Chevrolet,Malibu,2017,4,5,,Front Wheel Drive,,46 mpg,124 hp,"5,000",129 ft-lbs.,"4,750",4,1.80 L,"					Gas",,,,,,,,,,2.64,,MacPherson Strut,Four-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P225/55R17,P225/55R17,,,,,P225/55R17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,366 lbs.",13.00 gal.,,,,,,193.80 in.,73,57.60 in.,111.40 in.,62.60 in.,62.50 in.,,37.00 ft.,39.10 in.,42.00 in.,58.50 in.,54.10 in.,37.50 in.,38.10 in.,57.10 in.,53.40 in.,,,,
112,"$51,700 ",Chevrolet,Silverado 1500,2017,4,5,"Transmission, 8-speed automatic, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Standard on Crew Cab models.)",Rear Wheel Drive,,18 mpg,355 hp,"5,600",383 ft-lbs.,"4,100",8,5.30 L,"					Gas","Transmission, 8-speed automatic, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Standard on Crew Cab models.)",4.56,2.97,2.08,1.69,1.27,1,0.85,0.65,,3.82,Independent,2-Stage Multi-Leaf,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P275/55R20,P275/55R20,,,,,P275/55R20,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,26.00 gal.,500 lbs,"5,000 lbs","12,000 lbs",940 lbs,"9,400 lbs",,80,74.17 in.,143.50 in.,,,,47.20 ft.,42.80 in.,45.27 in.,66.03 in.,60.73 in.,40.50 in.,40.93 in.,65.73 in.,60.27 in.,,,,
113,"$54,865 ",Chevrolet,Silverado 2500HD,2017,4,5,"Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Requires (L96) Vortec 6.0L V8 SFI engine.)",Rear Wheel Drive,,,360 hp,"5,400",380 ft-lbs.,"4,200",8,6.00 L,"					Gas","Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Requires (L96) Vortec 6.0L V8 SFI engine.)",4.03,2.36,1.53,1.15,0.85,0.67,,,,3.06,Independent,Multi-Leaf,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,LT265/60R20E,LT265/60R20E,,,,,LT265/60R20E,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor",,36.00 gal.,500 lbs,"5,000 lbs","13,000 lbs","1,300 lbs","13,000 lbs",,80.51,78.27 in.,153.70 in.,,,,51.50 ft.,42.80 in.,45.27 in.,64.84 in.,60.73 in.,40.50 in.,40.93 in.,64.33 in.,60.24 in.,,,,
114,"$41,285 ",Chevrolet,Silverado 3500HD,2017,,, 6-speed shiftable automatic, Rear wheel drive,,,360 hp,"5,400",380 ft-lbs.,"4,200",8,6.00 L,"					Flex Fuel", 6-speed shiftable automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00 gal.,,,,,,224.40 in.,80.1,77.80 in.,133.60 in.,,,8.40 in.,45.90 ft.,,,,,,,,,,,,
115,"$20,415 ",Chevrolet,Sonic,2017,4,5,"Transmission, 6-speed automatic",Front Wheel Drive,9.57 sec,30 mpg,138 hp,"4,900",148 ft-lbs.,"1,850",4,1.40 L,"					Gas","Transmission, 6-speed automatic",4.58,2.96,1.91,1.45,1,0.75,,,3.23,2.94,MacPherson Strut,Semi-Independent Torsion Beam,"					Front Disc Brakes","					Rear Drum Brakes",,,9.0 x - TBD - in.,"					ABS Brakes",4-Wheel,P205/50R17,P205/50R17,,,,,P205/50R17,T115/70R16,Aluminum,Aluminum,- TBD -,"					Tire Pressure Monitor","2,911 lbs.",12.20 gal.,,,,,,173.90 in.,68.3,59.70 in.,99.40 in.,59.40 in.,59.40 in.,,36.10 ft.,38.70 in.,41.80 in.,53.40 in.,51.40 in.,37.80 in.,34.60 in.,53.00 in.,51.60 in.,,,,
116,"$16,070 ",Chevrolet,Spark,2017,4,4,"Transmission, 5-speed manual",Front Wheel Drive,9.54 sec,34 mpg,98 hp,"6,200",94 ft-lbs.,"4,400",4,1.40 L,"					Gas","Transmission, 5-speed manual",,,,,,,,,3.91,,MacPherson Strut,Compound Crank,"					Front Disc Brakes","					Rear Drum Brakes",,,#NAME?,"					ABS Brakes",4-Wheel,P185/55R15,P185/55R15,,,,,P185/55R15,T105/70D14,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","2,266 lbs.",9.20 gal.,,,,,,143.10 in.,62.8,58.76 in.,93.90 in.,54.50 in.,54.50 in.,,33.80 ft.,39.00 in.,41.70 in.,50.80 in.,48.20 in.,37.00 in.,33.00 in.,49.80 in.,48.00 in.,,,,
117,"$46,625 ",Chevrolet,SS,2017,4,5,"Cooler, transmission oil (Deleted when (MN6) 6-speed manual transmission is ordered.)",Rear Wheel Drive,4.57 sec,16 mpg,415 hp,"5,900",415 ft-lbs.,"4,600",8,6.20 L,"					Gas","Cooler, transmission oil (Deleted when (MN6) 6-speed manual transmission is ordered.)",4.03,2.36,1.53,1.15,0.85,0.67,,,3.27,3.06,Multi-Link MacPherson Strut,4-Link Independent,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P245/40R19,P275/35R19,,,,,P275/35R19,NA,Aluminum,Aluminum,NA,,"3,997 lbs.",18.80 gal.,,,,,,195.50 in.,74.7,57.90 in.,114.80 in.,62.60 in.,62.40 in.,,37.40 ft.,38.70 in.,42.30 in.,59.10 in.,57.20 in.,37.50 in.,39.70 in.,59.00 in.,58.00 in.,,,,
118,"$49,915 ",Chevrolet,Suburban,2017,4,8,"Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",Rear Wheel Drive,,18 mpg,355 hp,"5,600",383 ft-lbs.,"4,100",8,5.30 L,"					Gas","Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",,,,,,,,,,,Independent,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P265/65R18,P265/65R18,,,,,P265/65R18,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,31.00 gal.,500 lbs,"5,000 lbs",,630 lbs,"6,300 lbs",,80.5,74.40 in.,130.00 in.,,,,,42.80 in.,45.30 in.,64.80 in.,60.80 in.,39.10 in.,39.70 in.,65.10 in.,60.30 in.,38.50 in.,34.50 in.,62.60 in.,49.30 in.
119,"$47,215 ",Chevrolet,Tahoe,2017,4,8,"Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",Rear Wheel Drive,,18 mpg,355 hp,"5,600",383 ft-lbs.,"4,100",8,5.30 L,"					Gas","Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",,,,,,,,,,,Independent,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P265/65R18,P265/65R18,,,,,P265/65R18,P265/70R17,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,26.00 gal.,500 lbs,"5,000 lbs",,660 lbs,"6,600 lbs",,80.5,74.40 in.,116.00 in.,,,,,42.80 in.,45.30 in.,64.80 in.,60.80 in.,38.70 in.,39.00 in.,65.10 in.,60.30 in.,38.10 in.,24.80 in.,62.60 in.,49.30 in.
120,"$33,300 ",Chevrolet,Traverse,2017,4,8,"Transmission, 6-speed automatic (Included and only available with CV14526 AWD models.)",All Wheel Drive,7.40 sec,17 mpg,281 hp,"6,300",266 ft-lbs.,"3,400",6,3.60 L,"					Gas","Transmission, 6-speed automatic (Included and only available with CV14526 AWD models.)",4.48,2.87,1.84,1.41,1,0.74,,,3.16,2.88,Coil-Over Strut,Linked H-Arm,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P245/70R17,P245/70R17,,,,,P245/70R17,Compact,Steel,Steel,Steel,"					Tire Pressure Monitor","4,956 lbs.",22.00 gal.,520 lbs,"5,200 lbs",,520 lbs,"5,200 lbs",203.70 in.,78.5,69.90 in.,118.90 in.,67.30 in.,67.10 in.,7.20 in.,40.40 ft.,40.40 in.,41.30 in.,61.50 in.,58.00 in.,39.40 in.,36.80 in.,61.00 in.,57.80 in.,37.80 in.,33.20 in.,57.60 in.,48.30 in.
121,"$22,500 ",Chevrolet,Trax,2017,4,5,"Transmission, 6-speed automatic",All Wheel Drive,9.11 sec,27 mpg,138 hp,"4,900",148 ft-lbs.,"1,850",4,1.40 L,"					Gas","Transmission, 6-speed automatic",4.58,2.96,1.91,1.45,1,0.75,,,3.53,2.94,MacPherson Strut,Torsion Beam,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P205/70R16,P205/70R16,,,,,P205/70R16,Compact,Steel,Steel,Steel,"					Tire Pressure Monitor","3,208 lbs.",14.00 gal.,,,,,,167.60 in.,69.9,64.80 in.,100.60 in.,60.60 in.,60.60 in.,6.20 in.,36.70 ft.,39.60 in.,40.80 in.,54.10 in.,51.70 in.,38.80 in.,35.70 in.,52.80 in.,50.70 in.,,,,
122,"$33,220 ",Chevrolet,Volt,2017,4,5,,Front Wheel Drive,,42 mpg,149 hp,,294 ft-lbs.,,4,1.50 L,"					Gas",,,,,,,,,,2.64,,MacPherson Strut,Compound Crank,"					Front Disc Brakes","					Rear Disc Brakes",,,NA in.,"					ABS Brakes",4-Wheel,P215/50R17,P215/50R17,,,,,P215/50R17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,543 lbs.",8.90 gal.,,,,,,180.40 in.,71.2,56.40 in.,106.10 in.,60.60 in.,61.80 in.,,36.40 ft.,37.80 in.,42.10 in.,56.50 in.,53.70 in.,35.80 in.,34.70 in.,53.20 in.,51.30 in.,,,,
123,"$22,115 ",Chrysler,200,2017,4,5,Transmission: 9-Speed 948TE Automatic,Front Wheel Drive,8.80 sec,27 mpg,184 hp,"6,250",173 ft-lbs.,"4,600",,2.40 L,"					Gas",Transmission: 9-Speed 948TE Automatic,4.7,2.84,1.91,1.38,1,0.81,0.7,0.58,3.73,3.81,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.00 in.,11.00 in.,NA in.,"					ABS Brakes",4-Wheel,P215/55VR17,P215/55VR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P215/55VR17,NA,Steel,Steel,NA,"					Tire Pressure Monitor","3,473 lbs.",15.80 gal.,,,,,,192.30 in.,73.6,58.70 in.,108.00 in.,62.10 in.,62.00 in.,5.80 in.,39.80 ft.,38.70 in.,42.20 in.,58.50 in.,54.50 in.,,,,,,,,
124,"$32,340 ",Chrysler,300,2017,4,5,Transmission: 8-Speed Automatic 845RE,Rear Wheel Drive,6.43 sec,23 mpg,292 hp,"6,350",260 ft-lbs.,"4,800",6,3.60 L,"					Gas",Transmission: 8-Speed Automatic 845RE,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,2.62,3.29,Short And Long Arm,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.60 in.,12.60 in.,NA in.,"					ABS Brakes",4-Wheel,P225/60TR18,P225/60TR18,18.00 in.,18.00 in.,7.50 in.,7.50 in.,P225/60TR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,029 lbs.",18.50 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",198.60 in.,75,58.40 in.,120.20 in.,63.40 in.,63.80 in.,,38.90 ft.,38.60 in.,41.80 in.,59.50 in.,56.20 in.,37.90 in.,40.10 in.,57.70 in.,56.10 in.,,,,
125,"$28,995 ",Chrysler,Pacifica,2017,4,7,Transmission: 9-Speed 948TE FWD Automatic,Front Wheel Drive,7.44 sec,22 mpg,287 hp,"6,400",262 ft-lbs.,"4,000",6,3.60 L,"					Gas",Transmission: 9-Speed 948TE FWD Automatic,4.7,2.84,1.91,1.38,1,0.81,0.7,0.58,3.25,3.81,Strut,Trailing Arm,"					Front Disc Brakes","					Rear Disc Brakes",13.00 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P235/65HR17,P235/65HR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P235/65HR17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,330 lbs.",19.00 gal.,360 lbs,"3,600 lbs",,360 lbs,"3,600 lbs",203.60 in.,79.6,69.90 in.,121.60 in.,68.30 in.,68.30 in.,5.10 in.,39.70 ft.,40.10 in.,41.10 in.,63.80 in.,59.00 in.,39.60 in.,39.00 in.,63.00 in.,64.80 in.,38.70 in.,36.50 in.,61.20 in.,49.60 in.
126,"$44,995 ",Chrysler,Pacifica Hybrid,2017,4,7,,Front Wheel Drive,,32 mpg,260 hp,,,,6,3.60 L,"					Gas",,,,,,,,,,,,Strut,Trailing Arm,"					Front Disc Brakes","					Rear Disc Brakes",13.00 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P235/60HR18,P235/60HR18,18.00 in.,18.00 in.,7.50 in.,7.50 in.,P235/60HR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,943 lbs.",16.50 gal.,,,,,,203.80 in.,79.6,69.90 in.,121.60 in.,68.20 in.,68.20 in.,5.10 in.,39.70 ft.,40.10 in.,41.10 in.,63.80 in.,59.00 in.,39.60 in.,39.00 in.,63.00 in.,64.80 in.,38.70 in.,36.50 in.,61.20 in.,49.50 in.
127,"$26,995 ",Dodge,Challenger,2017,2,5,Transmission: 8-Speed Automatic (845RE),Rear Wheel Drive,6.07 sec,23 mpg,305 hp,"6,350",268 ft-lbs.,"4,800",6,3.60 L,"					Gas",Transmission: 8-Speed Automatic (845RE),4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,2.62,3.29,Short And Long Arm,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.60 in.,12.60 in.,NA in.,"					ABS Brakes",4-Wheel,P235/55HR18,P235/55HR18,18.00 in.,18.00 in.,7.50 in.,7.50 in.,P235/55HR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,894 lbs.",18.50 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",197.90 in.,75.7,57.50 in.,116.20 in.,63.40 in.,63.80 in.,5.20 in.,37.40 ft.,39.30 in.,42.00 in.,58.50 in.,55.30 in.,37.10 in.,33.10 in.,53.90 in.,47.80 in.,,,,
128,,Dodge,Charger,2017,,, 8-speed shiftable automatic, Rear wheel drive,6.34 sec,,292 hp,"6,350",260 ft-lbs.,"4,800",6,3.60 L,"					Gas", 8-speed shiftable automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,958 lbs.",18.50 gal.,,,,,,198.40 in.,75,58.20 in.,120.20 in.,,,4.90 in.,37.70 ft.,38.60 in.,41.80 in.,59.50 in.,56.20 in.,36.60 in.,40.10 in.,57.90 in.,56.10 in.,,,,
129,"$43,995 ",Dodge,Durango,2017,4,6,Transmission: 8-Speed Automatic (845RE),All Wheel Drive,,21 mpg,295 hp,"6,400",260 ft-lbs.,"4,000",6,3.60 L,"					Gas",Transmission: 8-Speed Automatic (845RE),4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,,3.29,Short And Long Arm,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.80 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P265/50TR20,P265/50TR20,20.00 in.,20.00 in.,8.00 in.,8.00 in.,P265/50TR20,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,24.60 gal.,620 lbs,"6,200 lbs","6,200 lbs",620 lbs,"6,200 lbs",201.20 in.,75.8,70.90 in.,119.80 in.,63.90 in.,64.10 in.,8.10 in.,37.10 ft.,39.90 in.,40.30 in.,58.50 in.,57.00 in.,39.80 in.,38.60 in.,58.30 in.,56.00 in.,37.80 in.,31.50 in.,50.40 in.,42.80 in.
130,"$25,995 ",Dodge,Grand Caravan,2017,4,7,Transmission: 6-Speed Automatic 62TE,Front Wheel Drive,7.51 sec,20 mpg,283 hp,"6,400",260 ft-lbs.,"4,400",6,3.60 L,"					Gas",Transmission: 6-Speed Automatic 62TE,4.13,2.84,2.28,1.45,1,0.69,,,3.16,3.21,Strut,Torsion Beam,"					Front Disc Brakes","					Rear Disc Brakes",11.90 in.,12.00 in.,NA in.,"					ABS Brakes",4-Wheel,P225/65SR17,P225/65SR17,17.00 in.,17.00 in.,6.50 in.,6.50 in.,P225/65SR17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,321 lbs.",20.00 gal.,360 lbs,"3,600 lbs",,360 lbs,"3,600 lbs",202.80 in.,78.7,67.90 in.,121.20 in.,65.60 in.,64.80 in.,5.60 in.,39.10 ft.,39.80 in.,40.70 in.,63.70 in.,58.40 in.,39.30 in.,36.50 in.,64.10 in.,65.00 in.,37.90 in.,32.70 in.,62.00 in.,48.70 in.
131,"$30,495 ",Dodge,Journey,2017,4,7,Transmission: 6-Speed Automatic 62TE,All Wheel Drive,6.65 sec,19 mpg,283 hp,"6,350",260 ft-lbs.,"4,400",6,3.60 L,"					Gas",Transmission: 6-Speed Automatic 62TE,4.13,2.84,2.28,1.45,1,0.69,,,3.16,3.21,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.00 in.,12.90 in.,NA in.,"					ABS Brakes",4-Wheel,P225/55HR19,P225/55HR19,19.00 in.,19.00 in.,7.00 in.,7.00 in.,P225/55HR19,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,327 lbs.",21.10 gal.,250 lbs,"2,500 lbs","2,500 lbs",250 lbs,"2,500 lbs",192.40 in.,72.2,66.60 in.,113.80 in.,61.80 in.,62.30 in.,7.20 in.,38.50 ft.,40.80 in.,40.80 in.,57.50 in.,53.80 in.,39.90 in.,36.10 in.,56.90 in.,54.40 in.,37.70 in.,23.40 in.,43.50 in.,40.00 in.
132,,Dodge,Viper,2017,,, 6-speed manual, Rear wheel drive,2.90 sec,,645 hp,"6,200",600 ft-lbs.,"5,000",10,8.40 L,"					Gas", 6-speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,390 lbs.",16.00 gal.,,,,,,175.70 in.,76.4,49.10 in.,98.80 in.,,,5.00 in.,40.50 ft.,,,,,,,,,,,,
133,"$118,795 ",Dodge,Viper SRT,2017,2,2,Transmission: 6-Speed TR6060 Manual,Rear Wheel Drive,2.89 sec,14 mpg,645 hp,"6,200",600 ft-lbs.,"5,000",10,8.40 L,"					Gas",Transmission: 6-Speed TR6060 Manual,2.26,1.58,1.19,1,0.77,0.5,,,3.55,2.9,Short And Long Arm,Short And Long Arm,"					Front Disc Brakes","					Rear Disc Brakes",15.40 in.,14.20 in.,NA in.,"					ABS Brakes",4-Wheel,P295/25ZR19,P355/30ZR19,19.00 in.,19.00 in.,11.00 in.,13.00 in.,P355/30ZR19,NA,Forged Aluminum,Forged Aluminum,NA,"					Tire Pressure Monitor","3,374 lbs.",16.00 gal.,,,,,,175.70 in.,76.4,49.10 in.,98.80 in.,62.90 in.,61.00 in.,5.00 in.,40.50 ft.,36.60 in.,42.70 in.,53.10 in.,,,,,,,,,
134,"$252,800 ",Ferrari,488 GTB,2017,2,2,Transmission: 7-Speed Dual Clutch Automatic,Rear Wheel Drive,2.67 sec,18 mpg,660 hp,"8,000",560 ft-lbs.,"3,000",8,3.90 L,"					Gas",Transmission: 7-Speed Dual Clutch Automatic,3.08,2.19,1.63,1.29,1.03,0.84,0.69,,5.14,,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",15.70 in.,14.20 in.,NA in.,"					ABS Brakes",4-Wheel,P245/35YR20,P305/30YR20,20.00 in.,20.00 in.,9.00 in.,11.00 in.,P305/30YR20,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,362 lbs.",20.60 gal.,,,,,,179.80 in.,76.9,47.80 in.,104.30 in.,66.10 in.,64.80 in.,,,,,,,,,,,,,,
135,"$280,900 ",Ferrari,488 Spider,2017,2,2,Transmission: 7-Speed Dual-Clutch,Rear Wheel Drive,2.67 sec,18 mpg,660 hp,"8,000",560 ft-lbs.,"3,000",8,3.90 L,"					Gas",Transmission: 7-Speed Dual-Clutch,3.08,2.19,1.63,1.29,1.03,0.84,0.69,,5.14,,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",15.70 in.,14.20 in.,NA in.,"					ABS Brakes",4-Wheel,P245/35YR20,P305/30YR20,20.00 in.,20.00 in.,9.00 in.,11.00 in.,P305/30YR20,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,362 lbs.",20.60 gal.,,,,,,179.80 in.,76.9,47.70 in.,104.30 in.,66.10 in.,64.80 in.,,,,,,,,,,,,,,
136,"$202,723 ",Ferrari,California T,2017,2,4,Transmission: 7-Speed Dual Clutch Manual,Rear Wheel Drive,3.36 sec,18 mpg,553 hp,"7,500",557 ft-lbs.,"4,750",8,3.90 L,"					Gas",Transmission: 7-Speed Dual Clutch Manual,3.4,2.19,1.63,1.29,1.03,0.84,0.63,,4.44,2.79,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",15.40 in.,14.20 in.,NA in.,"					ABS Brakes",4-Wheel,P245/40YR19,P285/40YR19,19.00 in.,19.00 in.,8.00 in.,10.00 in.,P285/40YR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,813 lbs.",20.60 gal.,,,,,,179.90 in.,75.2,52.00 in.,105.10 in.,64.20 in.,63.20 in.,,,,,54.40 in.,,,,,,,,,
137,"$319,995 ",Ferrari,F12 Berlinetta,2017,2,2,Transmission: 7-Speed F1 Automatic w/Dual-Clutch,Rear Wheel Drive,2.60 sec,13 mpg,731 hp,"8,250",508 ft-lbs.,"6,000",12,6.30 L,"					Gas",Transmission: 7-Speed F1 Automatic w/Dual-Clutch,3.08,2.19,1.63,1.29,1.03,0.84,0.69,,4.38,2.79,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",15.70 in.,14.20 in.,NA in.,"					ABS Brakes",4-Wheel,P255/35YR20,P315/35YR20,20.00 in.,20.00 in.,9.50 in.,11.50 in.,P315/35YR20,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,593 lbs.",24.30 gal.,,,,,,181.80 in.,76.5,50.10 in.,107.10 in.,65.80 in.,63.70 in.,,,,,,,,,,,,,,
