Index,Price,Make,Model,Year,Passenger Doors,Passenger Capacity,Transmission,0-60 mph,EPA mileage (combined),Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Base engine size,First Gear Ratio,Second Gear Ratio,Third Gear Ratio,Fourth Gear Ratio,Fifth Gear Ratio,Sixth Gear Ratio,Seventh Gear Ratio,Eighth Gear Ratio,Final Drive Axle Ratio,Reverse Ratio,Front Suspension Type,Rear Suspension Type,Front Brake Rotor Diameter,Rear Brake Rotor Diameter,Front Tire Size,Rear Tire Size,Front Wheel Diameter,Rear Wheel Diameter,Front Wheel Width,Rear Wheel Width,Rear Tire Size.1,Spare Tire Size,Front Wheel Material,Rear Wheel Material,Spare Wheel Material,Curb weight,Fuel tank capacity,Length,Width,Height,Wheelbase,Front track,Rear track,Turning circle,Front head room,Front leg room,Front shoulder room,Front hip room,Rear head room,Rear leg room,Rear shoulder room,Rear hip room,4WD,AWD,FWD,RWD,Diesel,Electric,Flex Fuel,Gas,Hybrid,					Rear Disc Brakes,					Rear Drum Brakes
322,39045.0,Chrysler,Pacifica,2018,4,7,Transmission: 9-Speed 948TE FWD Automatic,7.44,22.0,287.0,6400.0,262.0,4000.0,6.0,3.6,4.7,2.84,1.91,1.38,1.0,0.81,0.7,0.58,3.25,3.81,Strut,Trailing Arm,13.0,13.0,P235/65HR17,P235/65HR17,17.0,17.0,7.0,7.0,P235/65HR17,,Aluminum,Aluminum,,4330.0,19.0,203.6,79.6,69.9,121.6,68.3,68.2,39.7,40.1,41.1,63.8,59.0,39.6,39.0,63.0,64.8,0,0,1,0,0,0,0,1,0,1,0
323,44995.0,Chrysler,Pacifica Hybrid,2018,4,7,,6.98,32.0,260.0,,262.37,,6.0,3.6,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.8,3.36,Strut,Trailing Arm,13.0,13.0,P235/65HR17,P235/65HR17,17.0,17.0,7.0,7.0,P235/65HR17,,Aluminum,Aluminum,,4987.0,16.5,203.8,79.6,69.9,121.6,68.2,68.2,39.7,40.1,41.1,63.8,59.0,39.6,39.0,63.0,64.8,0,0,1,0,0,0,0,1,0,1,0
324,33995.0,Dodge,Challenger,2018,2,5,Transmission: 6-Speed Manual Tremec,5.11,18.0,375.0,5150.0,410.0,4300.0,8.0,5.7,2.97,2.1,1.46,1.0,0.74,0.5,0.77,0.66,3.9,2.9,Short And Long Arm,Multi-Link,13.6,12.6,P245/45YR20,P245/45YR20,20.0,20.0,8.0,8.0,P245/45YR20,,Aluminum,Aluminum,,4190.0,18.5,197.9,75.7,57.5,116.2,63.4,63.8,37.4,39.3,42.0,58.5,55.3,37.1,33.1,53.9,47.8,0,0,0,1,0,0,0,1,0,1,0
325,32995.0,Dodge,Charger,2018,4,5,Transmission: 8-Speed Automatic (845RE),6.21,21.0,300.0,6350.0,264.0,4800.0,6.0,3.6,4.71,3.14,2.11,1.67,1.28,1.0,0.84,0.67,3.07,3.29,Short And Long Arm,Multi-Link,13.6,12.6,P235/55HR19,P235/55HR19,19.0,19.0,7.5,7.5,P235/55HR19,Compact,Aluminum,Aluminum,Steel,4188.0,18.5,198.4,75.0,58.2,120.2,63.4,63.8,38.7,38.6,41.8,59.5,56.2,36.6,40.1,57.9,56.1,0,1,0,0,0,0,0,1,0,1,0
326,29995.0,Dodge,Durango,2018,4,5,Transmission: 8-Speed Automatic (850RE),6.57,21.0,293.0,6400.0,260.0,4000.0,6.0,3.6,4.71,3.14,2.11,1.67,1.28,1.0,0.84,0.67,3.8,3.29,Short And Long Arm,Multi-Link,13.0,13.0,P265/60TR18,P265/60TR18,18.0,18.0,8.0,8.0,P265/60TR18,Compact,Aluminum,Aluminum,Steel,4169.86,24.6,201.2,75.8,70.9,119.8,63.9,64.1,37.1,39.9,40.3,58.5,57.0,39.8,38.6,50.4,42.8,0,0,0,1,0,0,0,1,0,1,0
327,26250.0,Dodge,Grand Caravan,2018,4,7,Transmission: 6-Speed Automatic 62TE,7.51,20.0,283.0,6400.0,260.0,4400.0,6.0,3.6,4.13,2.84,2.28,1.45,1.0,0.69,0.77,0.66,3.16,3.21,Strut,Torsion Beam,11.9,12.0,P225/65SR17,P225/65SR17,17.0,17.0,6.5,6.5,P225/65SR17,,Steel,Steel,,4321.0,20.0,202.8,78.7,67.9,121.2,65.6,64.8,39.1,39.8,40.7,63.7,58.4,39.3,36.5,64.1,65.0,0,0,1,0,0,0,0,1,0,1,0
328,31495.0,Dodge,Journey,2018,4,7,Transmission: 6-Speed Automatic 62TE,6.7,19.0,283.0,6350.0,260.0,4400.0,6.0,3.6,4.13,2.84,2.28,1.45,1.0,0.69,0.77,0.66,3.16,3.21,Strut,Multi-Link,13.0,12.9,P225/55HR19,P225/55HR19,19.0,19.0,7.0,7.0,P225/55HR19,Compact,Aluminum,Aluminum,Steel,3992.77,21.1,192.4,72.2,66.6,113.8,61.8,62.3,38.5,40.8,40.8,57.5,53.8,39.9,36.1,56.9,54.4,0,1,0,0,0,0,0,1,0,1,0
329,252800.0,Ferrari,488 GTB,2018,2,2,Transmission: 7-Speed Dual Clutch Automatic,2.61,18.0,660.0,8000.0,560.0,3000.0,8.0,3.9,3.08,2.19,1.63,1.29,1.03,0.84,0.69,0.66,5.14,3.36,Double Wishbone,Multi-Link,15.7,14.2,P245/35YR20,P305/30YR20,20.0,20.0,9.0,11.0,P305/30YR20,,Aluminum,Aluminum,,3252.0,20.6,179.8,76.9,47.8,104.3,66.1,64.8,38.32634877384196,39.46846708746619,42.19028105167724,57.727636861313876,55.75060643564357,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,0,1,0,0,0,1,0,1,0
330,280900.0,Ferrari,488 Spider,2018,2,2,Transmission: 7-Speed Dual-Clutch,2.67,24.295010845986983,660.0,8000.0,560.0,3000.0,8.0,3.9,3.08,2.19,1.63,1.29,1.03,0.84,0.69,0.66,5.14,3.36,Double Wishbone,Multi-Link,15.7,14.2,P245/35YR20,P305/30YR20,20.0,20.0,9.0,11.0,P305/30YR20,,Aluminum,Aluminum,,3362.0,20.6,179.8,76.9,47.7,104.3,66.1,64.8,38.32634877384196,39.46846708746619,42.19028105167724,57.727636861313876,55.75060643564357,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,0,1,0,0,0,1,0,1,0
331,24995.0,FIAT,124 Spider,2018,2,2,Transmission: 6-Speed Manual,6.44,30.0,160.0,5500.0,184.0,3200.0,4.0,1.4,4.36,2.35,1.65,1.26,1.0,0.84,0.77,0.66,3.45,3.86,Double Wishbone,Multi-Link,11.0,11.0,P195/50VR16,P195/50VR16,16.0,16.0,6.5,6.5,P195/50VR16,,Aluminum,Aluminum,,2436.0,11.9,159.6,68.5,48.5,90.9,58.9,59.1,30.8,37.4,43.1,52.1,52.0,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,0,1,0,0,0,1,0,1,0
332,21990.0,FIAT,500,2018,2,4,Transmission: 5-Speed C510 Manual,7.21,30.0,160.0,5500.0,170.0,2500.0,4.0,1.4,3.91,2.24,1.52,1.16,0.87,0.81,0.77,0.66,3.35,3.91,Strut,Torsion Beam,11.1,9.4,P195/45HR16,P195/45HR16,16.0,16.0,6.5,6.5,P195/45HR16,,Forged Aluminum,Forged Aluminum,,2545.0,10.5,144.4,64.1,59.2,90.6,55.4,55.0,37.6,38.6,40.7,49.4,47.8,36.8,31.7,46.4,42.6,0,0,1,0,0,0,0,1,0,1,0
333,32995.0,FIAT,500e,2018,2,4,Transmission: Single Speed,11.46,101.77777777777777,111.0,,147.0,,4.0,,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,9.59,9.59,Strut,Torsion Beam,11.0,9.4,P185/55HR15,P185/55HR15,15.0,15.0,5.5,6.5,P185/55HR15,,Aluminum,Aluminum,,2980.0,18.463162393162396,142.4,64.1,60.1,90.6,55.4,55.0,31.3,38.9,40.7,49.4,47.8,35.5,27.6,46.4,42.6,0,0,1,0,0,1,0,0,0,1,0
334,23325.0,FIAT,500L,2018,4,5,Transmission: 6-Speed Aisin F21-250 HD Automatic,9.31,25.0,160.0,5500.0,184.0,2500.0,4.0,1.4,4.04,2.37,1.56,1.16,0.85,0.67,0.77,0.66,3.68,3.19,Strut,Torsion Beam,12.0,10.4,P225/45HR17,P225/45HR17,17.0,17.0,7.0,7.0,P225/45HR17,,Aluminum,Aluminum,,3254.0,13.2,168.1,70.9,65.7,102.8,59.1,59.4,32.3,40.7,40.0,57.3,54.9,38.7,36.7,54.6,49.4,0,0,1,0,0,0,0,1,0,1,0
335,23890.0,FIAT,500X,2018,4,5,Transmission: 9-Speed 948TE Automatic,7.04,24.0,180.0,6400.0,175.0,3900.0,4.0,2.4,4.71,2.84,1.91,1.38,1.0,0.81,0.7,0.58,3.73,3.83,Strut,Multi-Link,12.0,11.0,P215/60HR17,P215/60HR17,17.0,17.0,7.0,7.0,P215/60HR17,,Aluminum,Aluminum,,2967.0,12.7,167.2,70.7,63.1,101.2,60.7,60.7,36.3,39.1,41.4,54.3,53.3,37.8,34.8,52.8,52.2,0,1,0,0,0,0,0,1,0,1,0
336,24120.0,Ford,C-Max Hybrid,2018,4,5,,7.85,40.0,188.0,6000.0,129.0,4000.0,4.0,2.0,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,2.57,3.36,Strut,Multi-Link,10.9,11.0,P225/50VR17,P225/50VR17,17.0,17.0,7.0,7.0,P225/50VR17,,Aluminum,Aluminum,,3640.0,13.5,173.6,72.0,63.9,104.3,60.5,60.4,38.4,41.0,43.1,55.9,54.3,39.4,36.5,55.2,51.9,0,0,1,0,0,0,0,1,0,1,0
337,27330.0,Ford,EcoSport,2018,4,5,Transmission: 6-Speed Automatic w/SelectShift,7.21,25.0,166.0,6500.0,149.0,4500.0,4.0,2.0,4.85,2.96,1.91,1.44,1.0,0.75,0.77,0.66,3.51,2.94,Strut,Torsion Beam,12.841176470588236,12.841176470588236,P205/50HR17,P205/50HR17,17.0,17.0,7.611052631578947,7.863157894736842,P205/50HR17,,Aluminum,Aluminum,,3360.0,13.6,161.3,69.5,65.1,99.2,59.8,59.7,35.0,39.6,42.9,53.3,51.6,37.5,36.7,51.3,50.9,1,0,0,0,0,0,0,1,0,1,0
338,31310.0,Ford,Edge,2018,4,5,Transmission: 6-Speed Automatic w/SelectShift -inc: steering wheel mounted paddle shifters,6.24,23.0,245.0,5500.0,275.0,3000.0,4.0,2.0,4.58,2.96,1.91,1.45,1.0,0.75,0.77,0.66,3.36,2.94,Strut,Multi-Link,13.6,12.4,P245/60HR18,P245/60HR18,18.0,18.0,8.0,8.0,P245/60HR18,Compact,Aluminum,Aluminum,Steel,4095.0,18.0,188.1,75.9,68.6,112.2,64.8,64.7,38.32634877384196,40.2,42.6,60.3,55.9,40.3,40.6,60.5,57.5,0,1,0,0,0,0,0,1,0,1,0
339,27050.0,Ford,Escape,2018,4,5,Transmission: 6-Speed Automatic w/SelectShift,7.28,24.0,179.0,6000.0,177.0,2500.0,4.0,1.5,4.58,2.96,1.91,1.44,1.0,0.74,0.77,0.66,3.51,2.94,Strut,Short And Long Arm,12.8,12.0,P235/55HR17,P235/55HR17,17.0,17.0,7.5,7.5,P235/55HR17,Compact,Aluminum,Aluminum,Steel,3668.0,15.7,178.1,72.4,66.3,105.9,61.5,61.6,38.8,39.9,43.1,56.0,54.8,39.0,36.8,55.3,52.4,1,0,0,0,0,0,0,1,0,1,0
340,62675.0,Ford,Expedition,2018,4,8,Transmission: 10-Speed Automatic w/SelectShift,5.58,20.0,375.0,5000.0,470.0,3500.0,6.0,3.5,4.7,2.98,2.15,1.77,1.52,1.27,1.0,0.85,3.8,4.87,Double Wishbone,Multi-Link,13.0,13.5,P275/55HR20,P275/55HR20,20.0,20.0,8.5,8.5,P275/55HR20,Full-Size,Aluminum,Aluminum,Steel,4404.61,23.3,210.0,83.6,76.6,122.5,67.6,67.2,41.0,42.0,43.9,64.9,62.2,40.0,41.5,64.8,62.6,0,0,0,1,0,0,0,1,0,1,0
341,65365.0,Ford,Expedition Max,2018,4,8,Transmission: 10-Speed Automatic w/SelectShift,5.58,19.0,375.0,5000.0,470.0,3500.0,6.0,3.5,4.7,2.98,2.15,1.77,1.52,1.27,1.0,0.85,3.8,4.87,Double Wishbone,Multi-Link,13.0,13.5,P275/55HR20,P275/55HR20,20.0,20.0,8.5,8.5,P275/55HR20,Full-Size,Aluminum,Aluminum,Steel,4396.37,28.3,221.9,83.6,76.4,131.6,67.6,67.2,43.3,42.0,43.9,64.9,62.2,40.0,42.6,64.8,62.6,0,0,0,1,0,0,0,1,0,1,0
342,34290.0,Ford,Explorer,2018,4,7,Transmission: 6-Speed SelectShift Automatic,6.03,18.0,290.0,6500.0,255.0,4000.0,6.0,3.5,4.48,2.87,1.84,1.41,1.0,0.74,0.77,0.66,3.65,2.88,Strut,Multi-Link,12.8,12.8,P245/60HR18,P245/60HR18,18.0,18.0,7.5,7.5,P245/60HR18,Compact,Aluminum,Aluminum,Steel,4629.0,18.6,198.3,78.9,70.0,112.8,67.0,67.0,38.9,41.4,42.9,61.5,57.3,40.6,39.5,61.0,56.8,1,0,0,0,0,0,0,1,0,1,0
343,51930.0,Ford,F-150,2018,4,5,Transmission: Electronic 10-Speed Automatic -inc: selectable drive modes: normal/tow-haul/snow-wet/EcoSelect/sport,5.33,19.0,395.0,5750.0,400.0,4500.0,8.0,5.0,4.7,2.98,2.15,1.77,1.52,1.27,1.0,0.85,3.8,4.87,Double Wishbone,Leaf,13.8,13.7,P265/60SR18,P265/60SR18,18.0,18.0,7.5,7.5,P265/60SR18,Full-Size,Aluminum,Aluminum,Steel,4363.42,26.0,199.19,79.9,75.6,145.0,62.57762002042901,62.647875383043925,47.8,40.8,43.9,66.7,62.5,40.4,43.6,65.9,64.7,0,0,0,1,0,0,0,1,0,1,0
344,14205.0,Ford,Fiesta,2018,4,5,Transmission: 5-Speed Manual,9.03,30.0,120.0,6350.0,112.0,5000.0,4.0,1.6,3.85,2.04,1.28,0.95,0.76,0.81,0.77,0.66,4.07,3.61,Strut,Torsion Beam,10.2,7.9,P185/60HR15,P185/60HR15,15.0,15.0,6.0,6.0,P185/60HR15,Compact,Steel,Steel,Steel,2578.0,12.4,173.6,67.8,58.0,98.0,57.7,57.7,34.4,39.1,42.2,52.7,50.6,37.1,31.2,49.0,49.2,0,0,1,0,0,0,0,1,0,0,1
345,40445.0,Ford,Flex,2018,4,7,Transmission: 6-Speed SelectShift Automatic -inc: shifter button activation,6.04,18.0,290.0,6500.0,254.0,4000.0,6.0,3.5,4.48,2.87,1.84,1.41,1.0,0.74,0.77,0.66,3.65,2.88,Strut,Multi-Link,12.8,13.0,P235/55HR19,P235/55HR19,19.0,19.0,8.0,8.0,P235/55HR19,Compact,Aluminum,Aluminum,Steel,4637.0,18.6,201.8,75.9,68.0,117.9,65.4,65.4,40.7,41.8,40.8,58.4,55.5,40.5,44.3,58.1,55.0,0,1,0,0,0,0,0,1,0,1,0
346,29120.0,Ford,Focus Electric,2018,4,5,Transmission: 1-Speed Automatic,9.59,107.0,143.0,,184.0,,4.0,,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,7.82,3.36,Strut,Short And Long Arm,10.9,10.7,P225/50HR17,P225/50HR17,17.0,17.0,7.0,7.0,P225/50HR17,,Aluminum,Aluminum,,3640.0,18.463162393162396,172.9,71.8,58.2,104.3,60.5,59.6,40.7,38.3,41.9,55.6,53.9,37.9,33.2,53.7,52.7,0,0,1,0,0,1,0,0,0,1,0
347,38990.0,Ford,Fusion,2018,4,5,Transmission: 6-Speed Automatic w/Paddle Shifters -inc: SelectShift,6.03,23.0,231.0,5500.0,270.0,3000.0,4.0,2.0,4.58,2.96,1.91,1.45,1.0,0.75,0.77,0.66,3.36,2.94,Strut,Multi-Link,11.8,11.9,P235/40VR19,P235/40VR19,19.0,19.0,8.0,8.0,P235/40VR19,Compact,Aluminum,Aluminum,Steel,3681.0,17.5,191.7,72.9,58.1,112.2,62.7,62.4,37.6,39.2,44.3,57.8,55.0,37.8,38.3,56.9,54.4,0,1,0,0,0,0,0,1,0,1,0
348,41400.0,Ford,Fusion Energi,2018,4,5,,7.85,42.0,188.0,6000.0,129.0,4000.0,4.0,2.0,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,2.91,3.36,Strut,Multi-Link,11.8,11.9,P235/50VR17,P235/50VR17,17.0,17.0,7.5,7.5,P235/50VR17,,Aluminum,Aluminum,,3913.0,14.0,191.8,72.9,58.0,112.2,62.3,62.0,37.6,39.2,44.3,57.8,55.0,37.8,38.3,56.9,54.4,0,0,1,0,0,0,0,1,0,1,0
349,30870.0,Ford,Fusion Hybrid,2018,4,5,,7.85,42.0,188.0,6000.0,129.0,4000.0,4.0,2.0,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.8,3.36,Strut,Multi-Link,11.8,11.9,P235/45VR18,P235/45VR18,18.0,18.0,8.0,8.0,P235/45VR18,,Aluminum,Aluminum,,3615.0,14.0,191.8,72.9,58.0,112.2,62.3,62.0,37.6,39.2,44.3,57.8,55.0,37.8,38.3,56.9,54.4,0,0,1,0,0,0,0,1,0,1,0
350,55940.0,Ford,Mustang,2018,2,4,Transmission: Tremec 6-Speed Manual,3.58,16.0,526.0,7500.0,429.0,4750.0,8.0,5.2,3.25,2.23,1.61,1.24,1.0,0.63,0.77,0.66,3.73,2.95,Strut,Multi-Link,15.5,15.0,P305/30ZR19,P315/30ZR19,19.0,19.0,11.0,11.5,P315/30ZR19,,Carbon Fibre,Carbon Fibre,,3662.0,16.0,188.9,75.9,54.2,107.1,63.3,63.7,40.4,37.6,44.5,56.3,54.9,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,0,1,0,0,0,1,0,1,0
351,55190.0,Ford,Super Duty F-250,2018,4,5,,5.45,24.295010845986983,385.0,5750.0,430.0,3800.0,8.0,6.2,4.17,2.34,1.52,1.14,0.87,0.69,0.77,0.66,3.8,3.4,Other,Leaf,14.3,14.3,LT275/65SR18,LT275/65SR18,18.0,18.0,8.0,8.0,LT275/65SR18,Full-Size,Aluminum,Aluminum,Steel,4474.62,34.0,201.7,80.0,78.3,160.0,62.57762002042901,62.647875383043925,54.7,40.8,43.9,66.7,62.5,40.4,43.6,65.9,64.7,0,0,0,1,0,0,0,1,0,1,0
352,39050.0,Ford,Taurus,2018,4,5,Transmission: 6-Speed SelectShift Automatic -inc: sport mode and shifter activation button,5.58,19.0,288.0,6500.0,254.0,4000.0,6.0,3.5,4.48,2.87,1.84,1.41,1.0,0.74,0.77,0.66,3.39,2.88,Strut,Multi-Link,13.9,13.6,P255/45VR19,P255/45VR19,19.0,19.0,8.0,8.0,P255/45VR19,Compact,Aluminum,Aluminum,Aluminum,4140.0,19.0,202.9,76.2,60.7,112.9,65.3,65.5,39.5,39.0,41.9,57.9,56.3,37.8,38.1,56.9,55.8,0,1,0,0,0,0,0,1,0,1,0
353,29260.0,Ford,Transit Chassis,2018,2,2,Transmission: 6-Speed Automatic w/SelectShift -inc: Auxiliary transmission oil cooler is standard,6.79,24.295010845986983,275.0,6000.0,260.0,4000.0,6.0,3.7,4.17,2.34,1.52,1.14,0.86,0.69,0.77,0.66,3.8,3.4,Strut,Leaf,12.1,12.1,LT235/65SR16,LT235/65SR16,16.0,16.0,7.0,7.0,LT235/65SR16,,Steel,Steel,,4841.15,25.0,209.95,79.6,87.2,138.0,62.57762002042901,62.647875383043925,45.2,44.9,41.3,67.9,67.5,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,0,1,0,0,0,1,0,1,0
354,23215.0,Ford,Transit Connect,2018,4,5, 6-speed shiftable automatic,9.44,24.295010845986983,169.0,6000.0,171.0,4500.0,4.0,2.5,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.8,3.36,,,12.841176470588236,12.841176470588236,,,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,,,,,,3505.0,15.8,173.9,72.2,72.5,104.8,62.57762002042901,62.647875383043925,36.1,39.46846708746619,42.19028105167724,57.727636861313876,55.75060643564357,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,1,0,0,0,0,1,0,0,0
355,24215.0,Ford,Transit Connect Van,2018,4,2,Transmission: 6-Speed SelectShift Automatic,8.08,23.0,169.0,6000.0,171.0,4500.0,4.0,2.5,4.58,2.96,1.91,1.45,1.0,0.75,0.77,0.66,3.8,2.94,Strut,Torsion Beam,12.841176470588236,12.841176470588236,P215/55HR16,P215/55HR16,16.0,16.0,6.5,6.5,P215/55HR16,Full-Size,Steel,Steel,Steel,4248.11,15.8,196.6,72.2,72.8,120.6,62.57762002042901,62.647875383043925,40.0,46.8,41.5,57.7,54.2,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,1,0,0,0,0,1,0,1,0
356,30530.0,Ford,Transit Connect Wagon,2018,4,6,Transmission: 6-Speed SelectShift Automatic,9.1,22.0,169.0,6000.0,171.0,4500.0,4.0,2.5,4.58,2.96,1.91,1.45,1.0,0.75,0.77,0.66,3.21,2.94,Strut,Torsion Beam,12.841176470588236,12.841176470588236,P215/55HR16,P215/55HR16,16.0,16.0,6.5,6.5,P215/55HR16,Full-Size,Aluminum,Aluminum,Steel,3968.0,15.8,189.7,72.2,72.0,120.6,61.4,61.7,40.0,46.8,41.5,57.7,54.2,45.1,37.6,58.5,58.2,0,0,1,0,0,0,0,1,0,1,0
357,28690.0,Ford,Transit Cutaway,2018,2,2,Transmission: 6-Speed Automatic w/SelectShift -inc: Auxiliary transmission oil cooler is standard,6.79,24.295010845986983,275.0,6000.0,260.0,4000.0,6.0,3.7,4.17,2.34,1.52,1.14,0.86,0.69,0.77,0.66,3.8,3.4,Strut,Leaf,12.1,12.1,LT235/65SR16,LT235/65SR16,16.0,16.0,7.0,7.0,LT235/65SR16,,Steel,Steel,,4845.27,25.0,210.04,79.6,87.3,138.0,62.57762002042901,62.647875383043925,45.2,44.9,41.3,67.9,67.5,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,0,1,0,0,0,1,0,1,0
358,35250.0,Ford,Transit Passenger Wagon,2018,3,8,Transmission: 6-Speed Automatic w/OD &amp; SelectShift -inc: auxiliary transmission oil cooler,6.79,24.295010845986983,275.0,6000.0,260.0,4000.0,6.0,3.7,4.17,2.34,1.52,1.14,0.86,0.69,0.77,0.66,3.8,3.4,Strut,Leaf,12.1,12.1,LT235/65SR16,LT235/65SR16,16.0,16.0,7.0,7.0,LT235/65SR16,Full-Size,Steel,Steel,Steel,4635.24,25.0,205.31,81.3,82.2,129.9,62.57762002042901,62.647875383043925,42.9,40.8,39.7,67.9,67.5,41.1,33.7,71.4,69.6,0,0,0,1,0,0,0,1,0,1,0
359,32530.0,Ford,Transit Van,2018,3,2,Transmission: 6-Speed Automatic w/OD &amp; SelectShift -inc: auxiliary transmission oil cooler,6.79,24.295010845986983,275.0,6000.0,260.0,4000.0,6.0,3.7,4.17,2.34,1.52,1.14,0.86,0.69,0.77,0.66,3.8,3.4,Strut,Leaf,12.1,12.1,LT235/65SR16,LT235/65SR16,16.0,16.0,7.0,7.0,LT235/65SR16,Full-Size,Steel,Steel,Steel,4692.89,25.0,206.61,81.3,83.6,129.9,62.57762002042901,62.647875383043925,42.9,40.8,39.7,67.9,67.5,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,0,1,0,0,0,1,0,1,0
360,38750.0,Ford,Transit Wagon,2018,4,5, 6-speed shiftable automatic,6.79,24.295010845986983,275.0,6000.0,260.0,4000.0,6.0,3.7,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.8,3.36,,,12.841176470588236,12.841176470588236,,,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,,,,,,4635.24,25.0,219.8,81.3,82.2,129.9,62.57762002042901,62.647875383043925,39.2,40.8,41.3,67.8,67.4,41.1,33.6,71.3,69.5,0,0,0,1,0,0,0,1,0,0,0
361,57750.0,Genesis,G80,2018,4,5,Transmission: Electronic 8-Speed Auto w/SHIFTRONIC -inc: paddle shifters,5.82,20.0,365.0,6000.0,376.0,1300.0,6.0,3.3,3.67,2.4,1.61,1.19,1.0,0.83,0.64,0.56,3.91,2.27,Multi-Link,Multi-Link,14.2,13.0,P245/40VR19,P275/35VR19,19.0,19.0,8.5,9.0,P275/35VR19,Compact,Aluminum,Aluminum,Aluminum,4674.0,20.3,196.5,74.4,58.3,118.5,63.8,64.3,37.4,39.4,45.7,58.3,55.75060643564357,38.2,35.0,57.1,54.273859649122805,0,1,0,0,0,0,0,1,0,1,0
362,70850.0,Genesis,G90,2018,4,5,"Transmission: 8-Speed Automatic w/SHIFTRONIC -inc: shift-by-wire, intelligent drive mode w/smart shift and paddle shifters,",5.93,20.0,365.0,6000.0,376.0,1300.0,6.0,3.3,3.67,2.4,1.61,1.19,1.0,0.83,0.64,0.56,3.54,2.27,Multi-Link,Multi-Link,14.2,13.4,P245/45VR19,P275/40VR19,19.0,19.0,8.5,9.5,P275/40VR19,Compact,Aluminum,Aluminum,Aluminum,4784.0,21.9,204.9,75.4,58.9,124.4,64.6,64.5,39.2,41.1,46.3,59.1,56.5,38.0,37.8,57.9,55.0,0,1,0,0,0,0,0,1,0,1,0
363,47100.0,GMC,Acadia,2018,4,6,"Transmission, 6-speed automatic (AWD models only.)",5.81,20.0,310.0,6600.0,271.0,5000.0,6.0,3.6,4.48,2.87,1.84,1.41,1.0,0.74,0.77,0.66,3.87,2.88,MacPherson Strut,Multi-Link,12.841176470588236,12.841176470588236,P235/55R20,P235/55R20,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P235/55R20,T135/70R18,Aluminum,Aluminum,Steel,3956.0,22.0,193.6,75.4,66.0,112.5,64.5,64.5,38.7,40.3,41.0,59.4,55.7,39.6,39.7,58.7,53.3,0,1,0,0,0,0,0,1,0,1,0
364,39600.0,GMC,Canyon,2018,4,5,"Transmission, 8-speed automatic",6.39,20.0,308.0,6800.0,275.0,4000.0,6.0,3.6,4.62,3.04,2.07,1.66,1.26,1.0,0.85,0.66,3.8,3.93,Independent,2-Stage Multi-Leaf,12.841176470588236,12.841176470588236,P255/55R20,P255/55R20,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P255/55R20,P265/70R16,Aluminum,Aluminum,Steel,4161.62,21.0,194.65,74.3,70.7,128.3,62.57762002042901,62.647875383043925,41.3,41.4,45.0,57.5,55.0,38.3,35.8,56.2,53.3,0,0,0,1,0,0,0,1,0,1,0
365,33515.0,GMC,Savana Passenger,2018,3,12,"Transmission, 8-speed automatic, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Requires (LV1) 4.3L V6 SIDI engine or (LWN) 2.8L Duramax Turbo-Diesel engine.)",6.78,24.295010845986983,276.0,5200.0,298.0,3900.0,6.0,4.3,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.8,3.36,Coil Spring,Hypoid Drive,12.841176470588236,12.841176470588236,LT245/75R16E,LT245/75R16E,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,LT245/75R16E,LT245/75R16E,Steel,Steel,Steel,4705.25,31.0,206.89,79.2,83.9,135.0,62.57762002042901,62.647875383043925,49.2,39.8,41.3,68.8,65.5,38.4,36.3,68.6,68.6,0,0,0,1,0,0,0,1,0,1,0
