Index,Price,Make,Model,Year,Passenger Doors,Passenger Capacity,Transmission,0-60 mph,EPA mileage (combined),Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Base engine size,First Gear Ratio,Second Gear Ratio,Third Gear Ratio,Fourth Gear Ratio,Fifth Gear Ratio,Sixth Gear Ratio,Seventh Gear Ratio,Eighth Gear Ratio,Final Drive Axle Ratio,Reverse Ratio,Front Suspension Type,Rear Suspension Type,Front Brake Rotor Diameter,Rear Brake Rotor Diameter,Front Tire Size,Rear Tire Size,Front Wheel Diameter,Rear Wheel Diameter,Front Wheel Width,Rear Wheel Width,Rear Tire Size.1,Spare Tire Size,Front Wheel Material,Rear Wheel Material,Spare Wheel Material,Curb weight,Fuel tank capacity,Length,Width,Height,Wheelbase,Front track,Rear track,Turning circle,Front head room,Front leg room,Front shoulder room,Front hip room,Rear head room,Rear leg room,Rear shoulder room,Rear hip room,4WD,AWD,FWD,RWD,Diesel,Electric,Flex Fuel,Gas,Hybrid,					Rear Disc Brakes,					Rear Drum Brakes
681,26555.0,Buick,Verano,2017,4,5,"Transmission, 6-speed automatic, electronically controlled with overdrive includes Driver Shift Control",8.61,24.0,180.0,6700.0,171.0,4900.0,4.0,2.4,4.58,2.96,1.91,1.45,1.0,0.75,0.77,0.66,3.23,2.84,MacPherson Strut,Compound Crank,12.841176470588236,12.841176470588236,P235/45R18,P235/45R18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P235/45R18,T115/70R16,Aluminum,Aluminum,Steel,3300.0,15.6,183.9,71.4,58.1,105.7,60.3,60.7,36.0,38.3,42.0,55.1,53.7,37.8,34.7,52.9,51.9,0,0,1,0,0,0,0,1,0,1,0
683,39995.0,Cadillac,ATS Coupe,2017,2,4,"Transmission, 8-speed automatic",5.93,25.0,272.0,5500.0,295.0,3000.0,4.0,2.0,4.62,3.04,2.07,1.66,1.26,1.0,0.85,0.66,3.27,3.93,MacPherson Strut,Five-Link,12.841176470588236,12.841176470588236,P225/40R18,P255/35R18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P255/35R18,,Aluminum,Aluminum,,3571.0,16.0,183.6,72.5,54.8,109.3,60.3,61.7,38.05,37.6,42.3,54.1,54.1,35.1,33.5,51.1,44.5,0,1,0,0,0,0,0,1,0,1,0
684,36595.0,Cadillac,ATS Sedan,2017,4,5,"Transmission, 8-speed automatic",5.9,25.0,272.0,5500.0,295.0,3000.0,4.0,2.0,4.62,3.04,2.07,1.66,1.26,1.0,0.85,0.66,3.27,3.93,MacPherson Strut,Five-Link,12.841176470588236,12.841176470588236,P225/45R17,P225/45R17,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P225/45R17,,Aluminum,Aluminum,,3542.0,16.0,182.8,71.1,55.9,109.3,59.5,60.9,38.05,38.6,42.5,55.2,53.0,36.8,33.5,53.9,52.3,0,1,0,0,0,0,0,1,0,1,0
686,62895.0,Cadillac,ATS-V Coupe,2017,2,4,"Transmission, 6-speed manual",4.05,24.295010845986983,464.0,5850.0,445.0,3500.0,6.0,3.6,3.01,2.07,1.43,1.0,0.84,0.57,0.77,0.66,3.73,3.28,MacPherson Strut,Independent Five-Link,12.841176470588236,12.841176470588236,P255/35ZR18,P275/35ZR18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P275/35ZR18,,Aluminum,Aluminum,,3803.0,16.0,184.7,72.5,54.5,109.3,60.5,61.4,38.38,37.6,42.3,54.1,54.1,35.1,33.5,51.1,44.5,0,0,0,1,0,0,0,1,0,1,0
687,60695.0,Cadillac,ATS-V Sedan,2017,4,5,"Transmission, 6-speed manual",4.06,24.295010845986983,464.0,5850.0,445.0,3500.0,6.0,3.6,3.01,2.07,1.43,1.0,0.84,0.57,0.77,0.66,3.73,3.28,MacPherson Strut,Independent Five-Link,12.841176470588236,12.841176470588236,P255/35ZR18,P275/35ZR18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P275/35ZR18,,Aluminum,Aluminum,,3812.0,16.0,184.0,71.3,55.7,109.3,60.5,60.4,38.38,37.6,42.3,54.1,54.1,35.1,33.5,51.1,44.5,0,0,0,1,0,0,0,1,0,1,0
688,75095.0,Cadillac,CT6,2017,4,5,,6.92,26.0,265.0,5500.0,295.0,,4.0,2.0,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.27,3.36,Independent,Independent,12.841176470588236,12.841176470588236,P235/50R18,P265/45R18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P265/45R18,,Aluminum,Aluminum,,3638.59,15.6,204.1,74.0,58.0,122.4,63.4,64.0,38.32634877384196,40.2,46.4,58.3,55.9,38.06,40.4,56.2,53.5,0,0,0,1,0,0,0,1,0,1,0
689,47995.0,Cadillac,CTS,2017,4,5,"Transmission, 8-speed automatic",6.3,24.0,268.0,5600.0,295.0,,4.0,2.0,4.62,3.04,2.07,1.66,1.26,1.0,0.85,0.66,3.27,3.93,MacPherson Strut,Independent Multi-Link,12.841176470588236,12.841176470588236,P245/45R17,P245/45R17,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P245/45R17,,Aluminum,Aluminum,,3814.0,19.0,195.5,72.2,57.2,114.6,61.4,61.7,37.1,40.4,45.7,56.9,53.8,37.5,35.4,54.8,53.3,0,1,0,0,0,0,0,1,0,1,0
690,85995.0,Cadillac,CTS-V,2017,4,5,"Transmission, 8-speed automatic",3.64,17.0,640.0,6400.0,630.0,3600.0,8.0,6.2,4.56,2.97,2.08,1.69,1.27,1.0,0.85,0.65,2.85,3.82,MacPherson Strut,Independent Multi-Link,12.841176470588236,12.841176470588236,P265/35R19,P295/30ZR19,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P295/30ZR19,,Aluminum,Aluminum,,4141.0,19.0,197.6,72.2,57.2,114.6,62.1,61.2,40.3,40.4,45.7,56.9,53.8,37.5,35.4,54.8,53.3,0,0,0,1,0,0,0,1,0,1,0
692,76395.0,Cadillac,Escalade ESV,2017,4,7,"Transmission, 8-speed automatic, 8L90",5.03,17.0,420.0,5600.0,460.0,4100.0,8.0,6.2,4.56,2.97,2.08,1.69,1.27,1.0,0.85,0.65,3.8,3.82,Independent,5-Link,12.841176470588236,12.841176470588236,P275/55R20,P275/55R20,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P275/55R20,P265/70R17,Aluminum,Aluminum,Steel,4297.53,31.0,197.71,80.5,74.0,130.0,62.57762002042901,62.647875383043925,43.0,42.8,45.3,64.9,60.9,39.1,39.7,64.4,60.2,0,0,0,1,0,0,0,1,0,1,0
693,47795.0,Cadillac,XT5,2017,4,5,"Transmission, 8-speed automatic",6.14,21.0,310.0,6600.0,271.0,5000.0,6.0,3.6,5.25,3.03,1.95,1.45,1.22,1.0,0.81,0.67,3.2,2.88,Independent,Multi-Link,12.841176470588236,12.841176470588236,P235/65R18,P235/65R18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P235/65R18,,Aluminum,Aluminum,- TBD -,4257.0,21.7,189.5,75.0,66.0,112.5,64.4,64.4,38.32634877384196,38.4,41.2,58.3,56.0,36.0,39.5,56.2,54.7,0,1,0,0,0,0,0,1,0,1,0
694,50095.0,Cadillac,XTS,2017,4,5,"Transmission, 6-speed automatic",6.72,24.295010845986983,304.0,6800.0,264.0,5300.0,6.0,3.6,4.48,2.87,1.84,1.41,1.0,0.74,0.77,0.66,3.16,2.88,MacPherson Strut,Linked H-arm,12.841176470588236,12.841176470588236,P235/55R18,P235/55R18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P235/55R18,P235/55R18,Aluminum,Aluminum,Aluminum,4006.0,19.0,187.02,74.05,62.47808970099668,112.41437086092715,62.57762002042901,62.647875383043925,38.7,39.46846708746619,42.19028105167724,57.727636861313876,55.75060643564357,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,1,0,0,0,0,1,0,1,0
695,36620.0,Chevrolet,Bolt EV,2017,4,5,,7.71,101.77777777777777,200.0,,266.0,,4.0,,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,7.05,3.36,Independent,Semi-independent,12.841176470588236,12.841176470588236,P215/50R17,P215/50R17,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P215/50R17,,Aluminum,Aluminum,,3563.0,18.463162393162396,164.0,69.5,62.8,102.4,59.1,59.1,35.4,39.7,41.6,54.6,51.6,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,1,0,0,1,0,0,0,1,0
696,25905.0,Chevrolet,Camaro,2017,2,4,"Transmission, 6-speed manual",5.46,23.0,275.0,5600.0,295.0,,4.0,2.0,2.66,1.78,1.3,1.0,0.74,0.5,0.77,0.66,3.27,2.9,MacPherson Strut,Multi-Link,12.841176470588236,12.841176470588236,P245/50R18,P245/50R18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P245/50R18,,Aluminum,Aluminum,,3354.0,19.0,188.3,74.7,53.1,110.7,62.5,63.7,38.32634877384196,38.5,43.9,55.0,54.5,33.5,29.9,56.05663959390863,54.273859649122805,0,0,0,1,0,0,0,1,0,1,0
698,22405.0,Chevrolet,City Express Cargo Van,2017,4,2,,8.55,25.0,131.0,5200.0,139.0,4900.0,4.0,2.0,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.8,0.75,MacPherson Strut,Multi-Stage,12.841176470588236,12.841176470588236,"185/60R15C, 95/92T TL","185/60R15C, 95/92T TL",17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,"185/60R15C, 95/92T TL",Full-Size,Steel,Steel,Steel,4285.17,14.5,197.43,68.1,73.7,115.2,62.57762002042901,62.647875383043925,36.7,41.7,42.6,54.1,51.3,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,1,0,0,0,0,1,0,0,1
699,28715.0,Chevrolet,Colorado,2017,4,5,"Transmission, 6-speed automatic, HMD, 6L50 (Standard on Extended Cab models. Requires (LCV) 2.5L I4 engine or (LWN) 2.8L Duramax Turbo- Diesel engine.)",7.71,22.0,200.0,6300.0,191.0,4400.0,4.0,2.5,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.8,3.36,Independent,Multi-Leaf,12.841176470588236,12.841176470588236,P255/65R17,P255/65R17,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P255/65R17,T175/80R18,Aluminum,Aluminum,Aluminum,4161.62,21.0,194.65,74.3,70.7,128.3,62.57762002042901,62.647875383043925,41.3,41.4,45.0,57.5,55.0,38.3,35.8,56.2,53.3,0,0,0,1,0,0,0,1,0,1,0
700,69450.0,Chevrolet,Corvette,2017,2,2,"Transmission, 7-speed manual with Active Rev Matching with Z51 performance ratios",3.82,19.0,460.0,6000.0,465.0,4600.0,8.0,6.2,2.97,2.07,1.43,1.0,0.71,0.57,0.48,0.66,3.42,2.9,Short/Long Arm,Short/Long Arm,12.841176470588236,12.841176470588236,P285/30ZR19,P335/25ZR20,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P335/25ZR20,,Aluminum,Aluminum,,3487.0,18.5,177.9,77.4,48.7,106.7,63.5,62.5,37.7,37.9,43.0,55.2,53.7,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,0,1,0,0,0,1,0,1,0
701,21240.0,Chevrolet,Cruze,2017,4,5,"Transmission, 6-speed manual",8.39,31.0,153.0,5600.0,177.0,,4.0,1.4,4.27,2.16,1.3,0.96,0.74,0.61,0.77,0.66,3.65,3.82,MacPherson Strut,Compound Crank,12.841176470588236,12.841176470588236,205/55R16,205/55R16,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,205/55R16,T115/70R16,Aluminum,Aluminum,Steel,2982.0,13.7,175.3,70.5,57.7,106.3,60.1,61.1,38.7,38.9,42.0,54.9,53.2,37.3,36.1,53.2,51.9,0,0,1,0,0,0,0,1,0,1,0
702,30040.0,Chevrolet,Equinox,2017,4,5,"Transmission, 6-speed automatic with overdrive",9.57,25.0,182.0,6700.0,172.0,4900.0,4.0,3.067841409691629,4.48,2.87,1.84,1.41,1.0,0.74,0.77,0.66,3.23,2.88,MacPherson strut,Multi link,12.841176470588236,12.841176470588236,P235/55R18,P235/55R18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P235/55R18,Compact,Aluminum,Aluminum,Steel,3842.0,18.8,187.8,72.5,66.3,112.5,62.9,62.1,40.0,40.9,41.2,55.8,54.6,39.2,39.9,55.3,51.1,0,0,1,0,0,0,0,1,0,1,0
705,33140.0,Chevrolet,Express Passenger,2017,3,12,"Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode and internal transmission oil cooler (Included with (L20) Vortec 4.8L SFI engine or (L96) Vortec 6.0L V8 SFI FlexFuel engine. Includes external engine oil cooler. Reference the Engine/Axle page for availability.)",6.67,24.295010845986983,285.0,5400.0,295.0,4600.0,8.0,4.8,4.03,2.36,1.53,1.15,0.85,0.67,0.77,0.66,3.8,3.06,Coil Spring,Hypoid Drive,12.841176470588236,12.841176470588236,LT245/75R16E,LT245/75R16E,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,LT245/75R16E,LT245/75R16E,Steel,Steel,Steel,4705.25,31.0,206.89,79.2,83.9,135.0,62.57762002042901,62.647875383043925,49.2,39.8,41.3,68.8,65.5,38.4,36.3,68.6,68.6,0,0,0,1,0,0,0,1,0,1,0
706,27500.0,Chevrolet,Impala,2017,4,5,"Transmission, 6-speed automatic (Included and only available with (LCV) 2.5L engine.)",7.74,25.0,197.0,6300.0,191.0,4400.0,4.0,2.5,4.58,2.96,1.91,1.45,1.0,0.75,0.77,0.66,3.23,2.94,MacPherson Strut,Multi-Link,12.841176470588236,12.841176470588236,P235/50R18,P235/50R18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P235/50R18,T125/70R17,Steel,Steel,Steel,3675.66,18.5,201.3,73.0,58.9,111.7,62.2,62.0,38.8,39.9,45.8,57.9,54.9,37.4,39.8,56.9,54.1,0,0,1,0,0,0,0,1,0,1,0
707,27875.0,Chevrolet,Malibu,2017,4,5,,8.63,46.0,124.0,5000.0,129.0,4750.0,4.0,1.8,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,2.64,3.36,MacPherson Strut,Four-Link,12.841176470588236,12.841176470588236,P225/55R17,P225/55R17,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P225/55R17,,Aluminum,Aluminum,,3366.0,13.0,193.8,73.0,57.6,111.4,62.6,62.5,37.0,39.1,42.0,58.5,54.1,37.5,38.1,57.1,53.4,0,0,1,0,0,0,0,1,0,1,0
708,51700.0,Chevrolet,Silverado 1500,2017,4,5,"Transmission, 8-speed automatic, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Standard on Crew Cab models.)",5.82,18.0,355.0,5600.0,383.0,4100.0,8.0,5.3,4.56,2.97,2.08,1.69,1.27,1.0,0.85,0.65,3.8,3.82,Independent,2-Stage Multi-Leaf,12.841176470588236,12.841176470588236,P275/55R20,P275/55R20,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P275/55R20,P265/70R17,Aluminum,Aluminum,Steel,4304.53,26.0,197.87,80.0,74.17,143.5,62.57762002042901,62.647875383043925,47.2,42.8,45.27,66.03,60.73,40.5,40.93,65.73,60.27,0,0,0,1,0,0,0,1,0,1,0
709,54865.0,Chevrolet,Silverado 2500HD,2017,4,5,"Transmission, 6-speed automatic, heavy-duty, electronically controlled with overdrive and tow/haul mode. Includes Cruise Grade Braking and Powertrain Grade Braking (Requires (L96) Vortec 6.0L V8 SFI engine.)",5.76,24.295010845986983,360.0,5400.0,380.0,4200.0,8.0,6.0,4.03,2.36,1.53,1.15,0.85,0.67,0.77,0.66,3.8,3.06,Independent,Multi-Leaf,12.841176470588236,12.841176470588236,LT265/60R20E,LT265/60R20E,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,LT265/60R20E,,Aluminum,Aluminum,,4473.38,36.0,201.67,80.51,78.27,153.7,62.57762002042901,62.647875383043925,51.5,42.8,45.27,64.84,60.73,40.5,40.93,64.33,60.24,0,0,0,1,0,0,0,1,0,1,0
710,41285.0,Chevrolet,Silverado 3500HD,2017,4,5, 6-speed shiftable automatic,5.76,26.944628510478363,360.0,5400.0,380.0,4200.0,8.0,6.0,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.8,3.36,,,12.841176470588236,12.841176470588236,,,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,,,,,,4454.03,36.0,224.4,80.1,77.8,133.6,62.57762002042901,62.647875383043925,45.9,39.46846708746619,42.19028105167724,57.727636861313876,55.75060643564357,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,0,1,0,0,1,0,0,0,0
711,20415.0,Chevrolet,Sonic,2017,4,5,"Transmission, 6-speed automatic",9.57,30.0,138.0,4900.0,148.0,1850.0,4.0,1.4,4.58,2.96,1.91,1.45,1.0,0.75,0.77,0.66,3.23,2.94,MacPherson Strut,Semi-Independent Torsion Beam,12.841176470588236,12.841176470588236,P205/50R17,P205/50R17,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P205/50R17,T115/70R16,Aluminum,Aluminum,- TBD -,2911.0,12.2,173.9,68.3,59.7,99.4,59.4,59.4,36.1,38.7,41.8,53.4,51.4,37.8,34.6,53.0,51.6,0,0,1,0,0,0,0,1,0,0,1
712,16070.0,Chevrolet,Spark,2017,4,4,"Transmission, 5-speed manual",9.54,34.0,98.0,6200.0,94.0,4400.0,4.0,1.4,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.91,3.36,MacPherson Strut,Compound Crank,12.841176470588236,12.841176470588236,P185/55R15,P185/55R15,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P185/55R15,T105/70D14,Aluminum,Aluminum,Steel,2266.0,9.2,143.1,62.8,58.76,93.9,54.5,54.5,33.8,39.0,41.7,50.8,48.2,37.0,33.0,49.8,48.0,0,0,1,0,0,0,0,1,0,0,1
713,46625.0,Chevrolet,SS,2017,4,5,"Cooler, transmission oil (Deleted when (MN6) 6-speed manual transmission is ordered.)",4.57,16.0,415.0,5900.0,415.0,4600.0,8.0,6.2,4.03,2.36,1.53,1.15,0.85,0.67,0.77,0.66,3.27,3.06,Multi-Link MacPherson Strut,4-Link Independent,12.841176470588236,12.841176470588236,P245/40R19,P275/35R19,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P275/35R19,,Aluminum,Aluminum,,3997.0,18.8,195.5,74.7,57.9,114.8,62.6,62.4,37.4,38.7,42.3,59.1,57.2,37.5,39.7,59.0,58.0,0,0,0,1,0,0,0,1,0,1,0
714,49915.0,Chevrolet,Suburban,2017,4,8,"Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",5.82,18.0,355.0,5600.0,383.0,4100.0,8.0,5.3,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.8,3.36,Independent,Multi-Link,12.841176470588236,12.841176470588236,P265/65R18,P265/65R18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P265/65R18,P265/70R17,Aluminum,Aluminum,Steel,4314.0,31.0,198.08,80.5,74.4,130.0,62.57762002042901,62.647875383043925,38.32634877384196,42.8,45.3,64.8,60.8,39.1,39.7,65.1,60.3,0,0,0,1,0,0,0,1,0,1,0
715,47215.0,Chevrolet,Tahoe,2017,4,8,"Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",5.82,18.0,355.0,5600.0,383.0,4100.0,8.0,5.3,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.8,3.36,Independent,Multi-Link,12.841176470588236,12.841176470588236,P265/65R18,P265/65R18,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P265/65R18,P265/70R17,Aluminum,Aluminum,Steel,4314.0,26.0,198.08,80.5,74.4,116.0,62.57762002042901,62.647875383043925,38.32634877384196,42.8,45.3,64.8,60.8,38.7,39.0,65.1,60.3,0,0,0,1,0,0,0,1,0,1,0
716,33300.0,Chevrolet,Traverse,2017,4,8,"Transmission, 6-speed automatic (Included and only available with CV14526 AWD models.)",7.4,17.0,281.0,6300.0,266.0,3400.0,6.0,3.6,4.48,2.87,1.84,1.41,1.0,0.74,0.77,0.66,3.16,2.88,Coil-Over Strut,Linked H-Arm,12.841176470588236,12.841176470588236,P245/70R17,P245/70R17,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P245/70R17,Compact,Steel,Steel,Steel,4956.0,22.0,203.7,78.5,69.9,118.9,67.3,67.1,40.4,40.4,41.3,61.5,58.0,39.4,36.8,61.0,57.8,0,1,0,0,0,0,0,1,0,1,0
717,22500.0,Chevrolet,Trax,2017,4,5,"Transmission, 6-speed automatic",9.11,27.0,138.0,4900.0,148.0,1850.0,4.0,1.4,4.58,2.96,1.91,1.45,1.0,0.75,0.77,0.66,3.53,2.94,MacPherson Strut,Torsion Beam,12.841176470588236,12.841176470588236,P205/70R16,P205/70R16,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P205/70R16,Compact,Steel,Steel,Steel,3208.0,14.0,167.6,69.9,64.8,100.6,60.6,60.6,36.7,39.6,40.8,54.1,51.7,38.8,35.7,52.8,50.7,0,1,0,0,0,0,0,1,0,1,0
718,33220.0,Chevrolet,Volt,2017,4,5,,8.33,42.0,149.0,,294.0,,4.0,1.5,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,2.64,3.36,MacPherson Strut,Compound Crank,12.841176470588236,12.841176470588236,P215/50R17,P215/50R17,17.945549738219896,17.96649214659686,7.611052631578947,7.863157894736842,P215/50R17,,Aluminum,Aluminum,,3543.0,8.9,180.4,71.2,56.4,106.1,60.6,61.8,36.4,37.8,42.1,56.5,53.7,35.8,34.7,53.2,51.3,0,0,1,0,0,0,0,1,0,1,0
719,22115.0,Chrysler,200,2017,4,5,Transmission: 9-Speed 948TE Automatic,8.8,27.0,184.0,6250.0,173.0,4600.0,4.0,2.4,4.7,2.84,1.91,1.38,1.0,0.81,0.7,0.58,3.73,3.81,Strut,Multi-Link,12.0,11.0,P215/55VR17,P215/55VR17,17.0,17.0,7.0,7.0,P215/55VR17,,Steel,Steel,,3473.0,15.8,192.3,73.6,58.7,108.0,62.1,62.0,39.8,38.7,42.2,58.5,54.5,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,1,0,0,0,0,1,0,1,0
720,32340.0,Chrysler,300,2017,4,5,Transmission: 8-Speed Automatic 845RE,6.43,23.0,292.0,6350.0,260.0,4800.0,6.0,3.6,4.71,3.14,2.11,1.67,1.28,1.0,0.84,0.67,2.62,3.29,Short And Long Arm,Multi-Link,12.6,12.6,P225/60TR18,P225/60TR18,18.0,18.0,7.5,7.5,P225/60TR18,Compact,Aluminum,Aluminum,Steel,4029.0,18.5,198.6,75.0,58.4,120.2,63.4,63.8,38.9,38.6,41.8,59.5,56.2,37.9,40.1,57.7,56.1,0,0,0,1,0,0,0,1,0,1,0
721,28995.0,Chrysler,Pacifica,2017,4,7,Transmission: 9-Speed 948TE FWD Automatic,7.44,22.0,287.0,6400.0,262.0,4000.0,6.0,3.6,4.7,2.84,1.91,1.38,1.0,0.81,0.7,0.58,3.25,3.81,Strut,Trailing Arm,13.0,13.0,P235/65HR17,P235/65HR17,17.0,17.0,7.0,7.0,P235/65HR17,,Aluminum,Aluminum,,4330.0,19.0,203.6,79.6,69.9,121.6,68.3,68.3,39.7,40.1,41.1,63.8,59.0,39.6,39.0,63.0,64.8,0,0,1,0,0,0,0,1,0,1,0
722,44995.0,Chrysler,Pacifica Hybrid,2017,4,7,,6.98,32.0,260.0,,262.37,,6.0,3.6,4.21,2.6,1.76,1.31,1.01,0.81,0.77,0.66,3.8,3.36,Strut,Trailing Arm,13.0,13.0,P235/60HR18,P235/60HR18,18.0,18.0,7.5,7.5,P235/60HR18,,Aluminum,Aluminum,,4943.0,16.5,203.8,79.6,69.9,121.6,68.2,68.2,39.7,40.1,41.1,63.8,59.0,39.6,39.0,63.0,64.8,0,0,1,0,0,0,0,1,0,1,0
723,26995.0,Dodge,Challenger,2017,2,5,Transmission: 8-Speed Automatic (845RE),6.07,23.0,305.0,6350.0,268.0,4800.0,6.0,3.6,4.71,3.14,2.11,1.67,1.28,1.0,0.84,0.67,2.62,3.29,Short And Long Arm,Multi-Link,12.6,12.6,P235/55HR18,P235/55HR18,18.0,18.0,7.5,7.5,P235/55HR18,,Aluminum,Aluminum,,3894.0,18.5,197.9,75.7,57.5,116.2,63.4,63.8,37.4,39.3,42.0,58.5,55.3,37.1,33.1,53.9,47.8,0,0,0,1,0,0,0,1,0,1,0
725,43995.0,Dodge,Durango,2017,4,6,Transmission: 8-Speed Automatic (845RE),6.55,21.0,295.0,6400.0,260.0,4000.0,6.0,3.6,4.71,3.14,2.11,1.67,1.28,1.0,0.84,0.67,3.8,3.29,Short And Long Arm,Multi-Link,13.8,13.0,P265/50TR20,P265/50TR20,20.0,20.0,8.0,8.0,P265/50TR20,Compact,Aluminum,Aluminum,Steel,4169.86,24.6,201.2,75.8,70.9,119.8,63.9,64.1,37.1,39.9,40.3,58.5,57.0,39.8,38.6,58.3,56.0,0,1,0,0,0,0,0,1,0,1,0
726,25995.0,Dodge,Grand Caravan,2017,4,7,Transmission: 6-Speed Automatic 62TE,7.51,20.0,283.0,6400.0,260.0,4400.0,6.0,3.6,4.13,2.84,2.28,1.45,1.0,0.69,0.77,0.66,3.16,3.21,Strut,Torsion Beam,11.9,12.0,P225/65SR17,P225/65SR17,17.0,17.0,6.5,6.5,P225/65SR17,,Aluminum,Aluminum,,4321.0,20.0,202.8,78.7,67.9,121.2,65.6,64.8,39.1,39.8,40.7,63.7,58.4,39.3,36.5,64.1,65.0,0,0,1,0,0,0,0,1,0,1,0
727,30495.0,Dodge,Journey,2017,4,7,Transmission: 6-Speed Automatic 62TE,6.65,19.0,283.0,6350.0,260.0,4400.0,6.0,3.6,4.13,2.84,2.28,1.45,1.0,0.69,0.77,0.66,3.16,3.21,Strut,Multi-Link,13.0,12.9,P225/55HR19,P225/55HR19,19.0,19.0,7.0,7.0,P225/55HR19,Compact,Aluminum,Aluminum,Steel,4327.0,21.1,192.4,72.2,66.6,113.8,61.8,62.3,38.5,40.8,40.8,57.5,53.8,39.9,36.1,56.9,54.4,0,1,0,0,0,0,0,1,0,1,0
729,118795.0,Dodge,Viper SRT,2017,2,2,Transmission: 6-Speed TR6060 Manual,2.89,14.0,645.0,6200.0,600.0,5000.0,10.0,8.4,2.26,1.58,1.19,1.0,0.77,0.5,0.77,0.66,3.55,2.9,Short And Long Arm,Short And Long Arm,15.4,14.2,P295/25ZR19,P355/30ZR19,19.0,19.0,11.0,13.0,P355/30ZR19,,Forged Aluminum,Forged Aluminum,,3374.0,16.0,175.7,76.4,49.1,98.8,62.9,61.0,40.5,36.6,42.7,53.1,55.75060643564357,38.000994923857874,36.519989959839364,56.05663959390863,54.273859649122805,0,0,0,1,0,0,0,1,0,1,0
